,model,lookback,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.1,0.0,0.01,0.99,0.8773214285714286,0.12267857142857143,,2.312792857142857,647582,192418,24,708.7967741935483,0.861398,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
1,,1,0.1,0.0,0.01,0.95,0.8679928571428571,0.13200714285714285,,2.3164464285714286,648605,191395,19,745.416129032258,0.8451179999999999,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
2,,1,0.1,0.0,0.01,0.9,0.8477535714285714,0.15224642857142856,,2.294825,642551,197449,23,715.5677419354839,0.8011350000000002,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
3,,1,0.1,0.0,0.1,0.99,0.8062357142857143,0.19376428571428572,,2.3182714285714288,649116,190884,25,715.9967741935484,0.9177830000000002,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
4,,1,0.1,0.0,0.1,0.95,0.7695571428571428,0.23044285714285714,,2.282057142857143,638976,201024,19,772.7741935483871,0.992294,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
5,,1,0.1,0.0,0.1,0.9,0.7313785714285714,0.26862142857142857,,2.2892357142857143,640986,199014,31,410.0451612903226,4.804891999999999,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
6,,1,0.2,0.0,0.01,0.99,0.881425,0.118575,,2.3369464285714288,654345,185655,21,727.0854838709678,0.994334,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
7,,1,0.2,0.0,0.01,0.95,0.8661535714285714,0.13384642857142856,,2.3171535714285714,648803,191197,19,732.0709677419355,1.1957970000000002,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
8,,1,0.2,0.0,0.01,0.9,0.8385928571428571,0.16140714285714286,,2.2733464285714287,636537,203463,20,733.3129032258065,1.1416429999999997,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
9,,1,0.2,0.0,0.1,0.99,0.7993857142857143,0.20061428571428572,,2.3022964285714287,644643,195357,18,739.2016129032259,1.135483,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
