,model,lookback,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.1,0,0.01,0.99,0.874175,0.125825,,2.722716667,653452,66548,25,662.5887097,2.39204,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
1,,1,0.1,0,0.01,0.95,0.880354167,0.119645833,,2.703704167,648889,71111,19,720.4403226,2.04207,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
2,,1,0.1,0,0.01,0.9,0.856054167,0.143945833,,2.658608333,638066,81934,25,671.7403226,1.878707,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
3,,1,0.1,0,0.1,0.99,0.7999625,0.2000375,,2.657454167,637789,82211,24,711.9370968,1.439905,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
4,,1,0.1,0,0.1,0.95,0.785075,0.214925,,2.633879167,632131,87869,25,660.0645161,1.451159,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
5,,1,0.1,0,0.1,0.9,0.759329167,0.240670833,,2.58265,619836,100164,20,723.7467742,2.16972,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
6,,1,0.2,0,0.01,0.99,0.896904167,0.103095833,,2.731183333,655484,64516,24,712.2983871,1.503295,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
7,,1,0.2,0,0.01,0.95,0.882216667,0.117783333,,2.716829167,652039,67961,6,770.233871,1.238669,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
8,,1,0.2,0,0.01,0.9,0.8859125,0.1140875,,2.706895833,649655,70345,25,647.3580645,1.468259,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
9,,1,0.2,0,0.1,0.99,0.7980625,0.2019375,,2.604370833,625049,94951,25,506.7177419,6.240565,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
10,,1,0.2,0,0.1,0.95,0.795120833,0.204879167,,2.634058333,632174,87826,18,730.2048387,1.166929,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen"
