,model,lookback,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.01,0.0,0.1,0.99,0.8375508333333334,0.16244916666666667,,2.592006666666667,3110408.0,489592.0,23,695.9274193548387,1.5420730000000007,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
1,,1,0.01,0.0,0.1,0.99,0.8390225,0.1609775,,2.5889083333333334,3106690.0,493310.0,11,771.9548387096775,1.026078,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
2,,1,0.01,0.0,0.1,0.99,0.8398433333333334,0.16015666666666667,,2.591530833333333,3109837.0,490163.0,27,464.31290322580645,3.6343039999999998,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
3,,1,0.01,0.0,0.1,0.99,0.8394008333333334,0.16059916666666665,,2.5858491666666668,3103019.0,496981.0,22,717.7306451612903,0.9759590000000001,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
4,,1,0.01,0.0,0.1,0.99,0.8392625,0.1607375,,2.5844191666666667,3101303.0,498697.0,25,687.4129032258064,0.7416339999999999,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
5,,1,0.01,0.0,0.1,0.99,0.8383616666666667,0.16163833333333333,,2.588769166666667,3106523.0,493477.0,24,709.1677419354838,1.074475,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
6,,1,0.01,0.0,0.1,0.99,0.8399225,0.1600775,,2.594869166666667,3113843.0,486157.0,25,644.8451612903226,0.689387,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
7,,1,0.01,0.0,0.1,0.99,0.8433158333333334,0.15668416666666668,,2.6014725,3121767.0,478233.0,24,705.8483870967742,0.7966889999999999,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
8,,1,0.01,0.0,0.1,0.99,0.8401108333333334,0.15988916666666667,,2.5911091666666666,3109331.0,490669.0,24,700.1370967741935,0.714302,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
9,,1,0.01,0.0,0.1,0.99,0.8408358333333333,0.15916416666666666,,2.5872775,3104733.0,495267.0,22,744.4790322580645,0.8133619999999998,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman"
