,ModelType,agents,decay_limit,discount_rate,epsilon,epsilon_decay,hidden_size,learning_rate,lookback,n1,n2,num_layers,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
1204,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,4.0,4,,,564.9661290322581,16.900164000000007,25.0,0.8826,11207.0,108793.0,0.1174,2.2805522565681726,2.719825
1205,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,4.0,8,,,704.3129032258065,16.332697,25.0,0.89855,8372.0,111628.0,0.10145,2.3492470478146417,2.7907
1206,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,4.0,12,,,748.8193548387097,17.222073999999996,21.0,0.896975,5418.0,114582.0,0.103025,2.3739504222344143,2.86455
1207,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,4.0,16,,,509.3967741935484,20.311793000000005,26.0,0.769625,18642.0,101358.0,0.230375,2.0023652606400595,2.53395
1208,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,4.0,24,,,590.1209677419355,16.738099,25.0,0.66285,39779.0,80221.0,0.33715,1.5894772389509602,2.005525
1209,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,4.0,32,,,603.6838709677419,16.296177,25.0,0.281575,59455.0,60545.0,0.718425,0.4678672895156651,1.513625
1210,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,4,,,449.0532258064516,19.405184,29.0,0.183625,67368.0,52632.0,0.816375,0.4443814240810165,1.3158
1211,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,8,,,810.0548387096774,17.715475999999992,4.0,0.902325,6146.0,113854.0,0.097675,2.396804632186889,2.84635
1212,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,12,,,554.8209677419355,17.343867999999993,25.0,0.373425,64860.0,55140.0,0.626575,0.6046752247318468,1.3785
1213,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,16,,,668.0306451612903,17.030683999999997,25.0,0.89425,8180.0,111820.0,0.10575,2.3167280304837137,2.7955
1214,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,24,,,743.4709677419355,16.462732,19.0,0.42265,54871.0,65129.0,0.57735,0.4406430975852697,1.628225
1215,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,32,,,773.3693548387097,16.912701000000006,4.0,0.3434,59292.0,60708.0,0.6566,0.3871998870229898,1.5177
1216,DQN,"TitForTat,OmegaTFT",,0.95,0.1,0.0,,0.001,8.0,8,,,668.75,15.467291,25.0,0.49355,45846.0,74154.0,0.50645,0.3460030129240892,1.85385
1217,DQN,"TitForTat,OmegaTFT",,0.99,0.1,0.0,,0.001,8.0,8,,,476.6870967741936,20.757842,29.0,0.3059,60346.0,59654.0,0.6941,0.8609226943085012,1.49135
1218,DQN,"TitForTat,OmegaTFT",,0.95,0.1,0.0,,0.005,8.0,8,,,648.2032258064517,14.791234,25.0,0.6132,33075.0,86925.0,0.3868,0.3731788728527828,2.173125
1219,DQN,"TitForTat,OmegaTFT",,0.99,0.1,0.0,,0.005,8.0,8,,,554.6677419354838,17.968761000000004,25.0,0.3031,57318.0,62682.0,0.6969,1.0980197558352511,1.56705
1220,DQN,"TitForTat,OmegaTFT",,0.95,0.15,0.0,,0.001,8.0,8,,,475.9161290322581,20.547829,26.0,0.663575,28035.0,91965.0,0.336425,1.6915803403730576,2.299125
1221,DQN,"TitForTat,OmegaTFT",,0.99,0.15,0.0,,0.001,8.0,8,,,419.43387096774194,19.324723999999996,31.0,0.3384,65779.0,54221.0,0.6616,0.7905716840585939,1.355525
1222,DQN,"TitForTat,OmegaTFT",,0.95,0.15,0.0,,0.005,8.0,8,,,676.4774193548387,21.826512,25.0,0.7173,28403.0,91597.0,0.2827,0.3267035701977884,2.289925
1223,DQN,"TitForTat,OmegaTFT",,0.99,0.15,0.0,,0.005,8.0,8,,,458.1193548387097,19.865961,28.0,0.461925,53496.0,66504.0,0.538075,1.2009323211070346,1.6626
1224,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,8,,,702.141935483871,15.686802000000002,24.0,0.4228,60485.0,59515.0,0.5772,0.5464474564387622,1.487875
1225,DQN,"TitForTat,OmegaTFT",,0.99,0.2,0.0,,0.001,8.0,8,,,432.9725806451613,20.8186,31.0,0.3947,60614.0,59386.0,0.6053,0.9687294245156164,1.48465
1226,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.005,8.0,8,,,478.9967741935484,20.314967000000006,28.0,0.386075,56908.0,63092.0,0.613925,0.7797890759921271,1.5773
1227,DQN,"TitForTat,OmegaTFT",,0.99,0.2,0.0,,0.005,8.0,8,,,653.7887096774193,18.360358,25.0,0.58085,44659.0,75341.0,0.41915,1.4551057377553047,1.883525
1228,DQN,"TitForTat,OmegaTFT",,0.95,0.1,0.0,,0.001,8.0,12,,,459.0096774193548,19.250321,28.0,0.092575,76063.0,43937.0,0.907425,0.2846816104711134,1.098425
1229,DQN,"TitForTat,OmegaTFT",,0.99,0.1,0.0,,0.001,8.0,12,,,433.9612903225806,17.774604,31.0,0.33445,63117.0,56883.0,0.66555,0.8670268011508974,1.422075
1230,DQN,"TitForTat,OmegaTFT",,0.95,0.1,0.0,,0.005,8.0,12,,,705.2241935483871,17.901831,23.0,0.818525,15300.0,104700.0,0.181475,1.304484088577495,2.6175
1231,DQN,"TitForTat,OmegaTFT",,0.99,0.1,0.0,,0.005,8.0,12,,,566.0693548387097,21.93593599999999,25.0,0.5266,53180.0,66820.0,0.4734,1.079092665468992,1.6705
1232,DQN,"TitForTat,OmegaTFT",,0.95,0.15,0.0,,0.001,8.0,12,,,431.208064516129,19.124804,31.0,0.190475,69820.0,50180.0,0.809525,0.2929178098723802,1.2545
1233,DQN,"TitForTat,OmegaTFT",,0.99,0.15,0.0,,0.001,8.0,12,,,482.9790322580645,20.817598,27.0,0.396125,53737.0,66263.0,0.603875,1.1551667116423474,1.656575
1234,DQN,"TitForTat,OmegaTFT",,0.95,0.15,0.0,,0.005,8.0,12,,,730.4258064516129,23.480118000000008,19.0,0.924625,4233.0,115767.0,0.075375,2.4321242147044657,2.894175
1235,DQN,"TitForTat,OmegaTFT",,0.99,0.15,0.0,,0.005,8.0,12,,,646.7854838709677,17.968033999999992,25.0,0.842925,11589.0,108411.0,0.157075,2.226801112310349,2.710275
1236,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,12,,,683.9596774193549,17.804657999999993,25.0,0.899975,6121.0,113879.0,0.100025,2.3980962117729736,2.846975
1237,DQN,"TitForTat,OmegaTFT",,0.99,0.2,0.0,,0.001,8.0,12,,,604.5403225806451,18.136091000000004,25.0,0.5851,47474.0,72526.0,0.4149,1.3914044695940695,1.81315
1238,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.005,8.0,12,,,402.0967741935484,22.288798000000003,31.0,0.787975,23391.0,96609.0,0.212025,0.2849011589497757,2.415225
1239,DQN,"TitForTat,OmegaTFT",,0.99,0.2,0.0,,0.005,8.0,12,,,750.2,20.207881,14.0,0.546125,57307.0,62693.0,0.453875,1.0589256282894344,1.567325
1240,DQN,"TitForTat,OmegaTFT",,0.95,0.1,0.0,,0.001,8.0,16,,,440.6854838709677,21.742319999999992,30.0,0.052375,76355.0,43645.0,0.947625,0.5952195114803559,1.091125
1241,DQN,"TitForTat,OmegaTFT",,0.99,0.1,0.0,,0.001,8.0,16,,,438.0096774193548,24.033591,29.0,0.348825,58571.0,61429.0,0.651175,0.9921746499410884,1.535725
1242,DQN,"TitForTat,OmegaTFT",,0.95,0.1,0.0,,0.005,8.0,16,,,730.9854838709678,21.07593,22.0,0.851025,12135.0,107865.0,0.148975,0.1902427586578991,2.696625
1243,DQN,"TitForTat,OmegaTFT",,0.99,0.1,0.0,,0.005,8.0,16,,,706.4532258064517,21.22744800000001,24.0,0.9515,3071.0,116929.0,0.0485,2.4191694769241527,2.923225
1244,DQN,"TitForTat,OmegaTFT",,0.95,0.15,0.0,,0.001,8.0,16,,,719.2629032258064,18.87491600000001,24.0,0.22045,67222.0,52778.0,0.77955,0.4308144904332841,1.31945
1245,DQN,"TitForTat,OmegaTFT",,0.99,0.15,0.0,,0.001,8.0,16,,,433.0822580645161,18.947119999999995,31.0,0.3106,60409.0,59591.0,0.6894,1.031940481175516,1.489775
1246,DQN,"TitForTat,OmegaTFT",,0.95,0.15,0.0,,0.005,8.0,16,,,704.0016129032258,16.212068,24.0,0.74905,23319.0,96681.0,0.25095,0.330356716643724,2.417025
1247,DQN,"TitForTat,OmegaTFT",,0.99,0.15,0.0,,0.005,8.0,16,,,686.3048387096774,18.218877000000003,25.0,0.585625,57533.0,62467.0,0.414375,0.9672766065855918,1.561675
1248,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.001,8.0,16,,,679.408064516129,19.833629,25.0,0.380175,59562.0,60438.0,0.619825,0.3978089780200863,1.51095
1249,DQN,"TitForTat,OmegaTFT",,0.99,0.2,0.0,,0.001,8.0,16,,,471.8387096774193,18.139375000000005,28.0,0.4468,52677.0,67323.0,0.5532,1.2293011501225144,1.683075
1250,DQN,"TitForTat,OmegaTFT",,0.95,0.2,0.0,,0.005,8.0,16,,,667.5951612903226,16.404076,25.0,0.74945,33349.0,86651.0,0.25055,0.4195545670571892,2.166275
1251,DQN,"TitForTat,OmegaTFT",,0.99,0.2,0.0,,0.005,8.0,16,,,706.916129032258,16.82801,25.0,0.52855,57532.0,62468.0,0.47145,1.0208710923056834,1.5617
1252,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.001,8.0,8,,,672.9983870967742,18.629729,25.0,0.2990625,82071.0,157929.0,0.7009375,0.7744405512703909,1.9741125
1253,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.99,0.2,0.0,,0.001,8.0,8,,,725.2209677419355,18.018595,21.0,0.901575,61844.0,178156.0,0.098425,1.868303035943721,2.22695
1254,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.005,8.0,8,,,732.2354838709678,16.543092000000005,15.0,0.4689125,69404.0,170596.0,0.5310875,0.7126119020902933,2.13245
1255,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.99,0.2,0.0,,0.005,8.0,8,,,578.6983870967742,18.108397000000004,25.0,0.6137,81430.0,158570.0,0.3863,1.5371379008725328,1.982125
1256,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.001,8.0,12,,,554.4645161290323,16.857381000000004,25.0,0.4546875,82720.0,157280.0,0.5453125,1.4907600754147068,1.966
1257,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.99,0.2,0.0,,0.001,8.0,12,,,502.86290322580646,21.190106000000007,25.0,0.3372,86856.0,153144.0,0.6628,1.2406134109960112,1.9143
1258,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.005,8.0,12,,,747.4387096774194,16.134950999999994,21.0,0.5452875,60003.0,179997.0,0.4547125,0.6304292158633277,2.2499625
1259,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.99,0.2,0.0,,0.005,8.0,12,,,678.2774193548387,17.202946999999998,23.0,0.6077375,80555.0,159445.0,0.3922625,1.3502706289628177,1.9930625
1260,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.001,8.0,16,,,517.2483870967742,17.139578000000004,25.0,0.4683,81291.0,158709.0,0.5317,1.508902625995126,1.9838625
1261,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.99,0.2,0.0,,0.001,8.0,16,,,724.4048387096774,16.207690000000003,18.0,0.9011,59985.0,180015.0,0.0989,1.872692438566776,2.2501875
1262,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.005,8.0,16,,,645.5661290322581,14.897799,25.0,0.5252125,63802.0,176198.0,0.4747875,0.7900733618791517,2.202475
1263,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.99,0.2,0.0,,0.005,8.0,16,,,708.325806451613,15.80295099999999,24.0,0.8989,59902.0,180098.0,0.1011,1.889206648801267,2.251225
1264,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.001,8.0,8,,,706.9177419354838,15.882652999999994,24.0,0.211025,82298.0,157702.0,0.788975,0.7657885662181039,1.971275
1265,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.001,8.0,12,,,614.0387096774193,15.662622,25.0,0.3147,84175.0,155825.0,0.6853,0.7152884831334779,1.9478125
1266,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.001,8.0,16,,,694.7322580645161,15.806754,25.0,0.35715,66591.0,173409.0,0.64285,0.6557939101497636,2.1676125
1267,DQN,"TitForTat,OmegaTFT,AllC,AllD",,0.95,0.2,0.0,,0.001,8.0,20,,,691.7822580645161,17.219663000000004,25.0,0.8992,60284.0,179716.0,0.1008,1.885338806250475,2.24645
1268,DQN,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen",,0.95,0.05,0.0,,0.01,1.0,4,,,439.38870967741934,18.724558,30.0,0.2554571428571429,329128.0,510872.0,0.7445428571428572,0.5438466988643093,1.8245428571428568
1269,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,1.0,4,,,412.3258064516129,10.532063,31.0,0.8274875,75168.0,644832.0,0.1725125,0.2095968315032354,2.6868
1270,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,1.0,4,,,654.5451612903225,8.436541000000002,24.0,0.9752541666666666,12717.0,707283.0,0.0247458333333333,1.4054736494144764,2.9470125
1271,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,1.0,4,,,711.9854838709678,9.392776,25.0,0.8510458333333333,168274.0,551726.0,0.1489541666666666,0.5569848791636582,2.298858333333333
1272,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,1.0,4,,,690.3016129032258,9.175339999999998,25.0,0.4764041666666667,257575.0,462425.0,0.5235958333333334,0.4501771763292782,1.926770833333333
1273,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,1.0,4,,,466.3322580645161,11.088398,26.0,0.1741041666666666,331125.0,388875.0,0.8258958333333334,0.5017075766243972,1.6203125
1274,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.01,1.0,4,,,589.4758064516129,10.674162000000004,25.0,0.6524625,222669.0,497331.0,0.3475375,1.6458669137331492,2.0722125
1275,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,1.0,8,,,708.4209677419354,9.026474,25.0,0.8947375,83505.0,636495.0,0.1052625,0.2963335080504657,2.6520625
1276,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,1.0,8,,,431.8661290322581,10.276781000000003,31.0,0.395575,257049.0,462951.0,0.604425,0.4802218198241711,1.9289625
1277,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,1.0,8,,,440.0,11.312157999999998,29.0,0.3581791666666666,323087.0,396913.0,0.6418208333333333,0.7100654220252541,1.6538041666666667
1278,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,1.0,8,,,667.7741935483871,8.774527,25.0,0.9494458333333332,35554.0,684446.0,0.0505541666666666,2.390650087444981,2.8518583333333334
1279,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,1.0,8,,,629.9725806451613,9.943269,25.0,0.6865875,212200.0,507800.0,0.3134125,1.6737614470620992,2.115833333333333
1280,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.01,1.0,8,,,699.7854838709677,9.131291999999998,24.0,0.899375,88122.0,631878.0,0.100625,2.2154208333333334,2.632825
1281,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,1.0,16,,,751.15,9.830126000000003,19.0,0.9749791666666666,12770.0,707230.0,0.0250208333333333,1.4472918806183008,2.9467916666666665
1282,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,1.0,16,,,691.3612903225807,8.917001,25.0,0.9753458333333334,12738.0,707262.0,0.0246541666666666,2.4633890346368155,2.946925
1283,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,1.0,16,,,678.3806451612903,10.581937,25.0,0.7964708333333334,142194.0,577806.0,0.2035291666666666,1.375779446979098,2.407525
1284,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,1.0,16,,,665.6209677419355,9.662922999999996,25.0,0.7076375,161277.0,558723.0,0.2923625,0.4910444191897735,2.3280125
1285,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,1.0,16,,,510.6822580645161,10.742579999999998,25.0,0.5598583333333333,237776.0,482224.0,0.4401416666666666,0.7144955320949138,2.0092666666666665
1286,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.01,1.0,16,,,682.8370967741936,9.752456000000004,24.0,0.6864375,212123.0,507877.0,0.3135625,1.6738288889069377,2.1161541666666666
1287,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,1.0,32,,,693.9370967741935,9.056204,25.0,0.9740583333333334,13446.0,706554.0,0.0259416666666666,1.4657679114127538,2.943975
1288,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,1.0,32,,,463.7758064516129,11.070746999999995,27.0,0.3570458333333333,265389.0,454611.0,0.6429541666666667,0.5399913618785627,1.8942125
1289,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,1.0,32,,,616.6177419354839,9.451707,25.0,0.683825,176181.0,543819.0,0.316175,0.6848579877742492,2.2659125
1290,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,1.0,32,,,687.2129032258065,9.264737999999998,25.0,0.9503833333333334,36090.0,683910.0,0.0496166666666666,2.388387540229882,2.849625
1291,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,1.0,32,,,705.6790322580645,10.102561,23.0,0.556575,236462.0,483538.0,0.443425,0.6777721963395258,2.0147416666666667
1292,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.01,1.0,32,,,463.2629032258064,10.882970999999998,28.0,0.3894375,293427.0,426573.0,0.6105625,0.4974613216550819,1.7773875
1293,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,1.0,64,,,681.5983870967742,9.340818,25.0,0.8566083333333333,106067.0,613933.0,0.1433916666666666,0.3956640014800686,2.5580541666666665
1294,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,1.0,64,,,442.0564516129032,10.881677,29.0,0.2771166666666667,288048.0,431952.0,0.7228833333333333,0.5009122733166956,1.7998
1295,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,1.0,64,,,668.5532258064516,9.046062000000004,25.0,0.7892083333333333,153222.0,566778.0,0.2107916666666666,0.9203229232984472,2.361575
1296,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,1.0,64,,,703.9854838709678,9.591814000000005,25.0,0.9492,35349.0,684651.0,0.0508,2.391106764814316,2.8527125
1297,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,1.0,64,,,520.2983870967741,10.566922,25.0,0.5704083333333333,238546.0,481454.0,0.4295916666666666,0.6889322436287313,2.0060583333333333
1298,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.01,1.0,64,,,746.9790322580645,9.642219000000004,20.0,0.9005375,86456.0,633544.0,0.0994625,2.2212640792353944,2.6397666666666666
1299,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,1.0,128,,,586.1435483870968,9.68537,25.0,0.8719916666666667,92188.0,627812.0,0.1280083333333333,0.3524417285570349,2.615883333333333
1300,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,1.0,128,,,675.8758064516129,9.139414,25.0,0.953675,22715.0,697285.0,0.046325,2.169231938823404,2.9053541666666667
1301,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,1.0,128,,,683.8887096774193,9.501057,25.0,0.9506,35367.0,684633.0,0.0494,2.3910479274630547,2.8526375
1302,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,1.0,128,,,737.2145161290323,9.972334000000002,20.0,0.9505541666666668,36596.0,683404.0,0.0494458333333333,2.386801686475209,2.8475166666666665
1303,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,1.0,128,,,757.9096774193548,10.551710999999996,16.0,0.8993416666666667,86469.0,633531.0,0.1006583333333333,2.221050016521585,2.6397125
1304,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.01,1.0,128,,,719.2532258064516,9.899072000000002,22.0,0.8994458333333334,90985.0,629015.0,0.1005541666666666,2.2051604364355404,2.620895833333333
1305,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,2.0,4,,,432.68064516129033,10.775588,30.0,0.0248666666666666,384134.0,335866.0,0.9751333333333332,0.7457523949724834,1.3994416666666667
1306,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,2.0,4,,,725.8354838709678,9.442814,24.0,0.97485,12414.0,707586.0,0.02515,1.4017582255503434,2.948275
1307,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,2.0,4,,,664.8758064516129,9.025628000000005,25.0,0.7741875,167034.0,552966.0,0.2258125,0.418145006499057,2.304025
1308,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,2.0,4,,,638.8241935483871,8.493568999999999,25.0,0.9493208333333332,37609.0,682391.0,0.0506791666666666,2.3648201724356643,2.8432958333333334
1309,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,2.0,4,,,467.8774193548387,11.725016999999994,27.0,0.1122791666666666,359341.0,360659.0,0.8877208333333333,0.5194707707905726,1.5027458333333332
1310,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.01,2.0,4,,,737.0693548387097,9.492895000000004,18.0,0.451175,274653.0,445347.0,0.548825,0.4254206738306459,1.8556125
1311,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,2.0,8,,,697.7193548387097,9.097593999999996,24.0,0.4736,214299.0,505701.0,0.5264,0.2728047103045778,2.1070875
1312,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,2.0,8,,,426.76935483870966,11.444972,30.0,0.0247791666666666,384200.0,335800.0,0.9752208333333332,0.7408912575754256,1.399166666666667
1313,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,2.0,8,,,681.8967741935484,10.321570000000005,25.0,0.7727166666666667,141959.0,578041.0,0.2272833333333333,0.3524471483216052,2.4085041666666664
1314,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,2.0,8,,,464.6741935483871,11.706250000000004,29.0,0.1240791666666666,353662.0,366338.0,0.8759208333333334,0.4245096111568804,1.5264083333333334
1315,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,2.0,8,,,650.3887096774193,9.034319000000002,25.0,0.5928833333333333,244954.0,475046.0,0.4071166666666667,0.637121991635395,1.979358333333333
1316,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.01,2.0,8,,,716.6854838709677,9.230466999999996,21.0,0.89945,91167.0,628833.0,0.10055,2.203182659221228,2.6201375
1317,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.001,2.0,16,,,715.8403225806452,9.400656,22.0,0.9748125,12653.0,707347.0,0.0251875,2.463864583333333,2.9472791666666667
1318,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.05,0.0,,0.01,2.0,16,,,436.4225806451613,10.684520999999998,28.0,0.0300708333333333,382706.0,337294.0,0.9699291666666666,0.7543952559624949,1.4053916666666666
1319,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.001,2.0,16,,,643.6064516129032,8.586290000000002,25.0,0.8170541666666666,117942.0,602058.0,0.1829458333333333,0.3583712712028258,2.508575
1320,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.1,0.0,,0.01,2.0,16,,,468.34032258064514,12.726825000000002,28.0,0.4009791666666666,269865.0,450135.0,0.5990208333333333,0.4148573157283202,1.8755625
1321,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",,0.95,0.2,0.0,,0.001,2.0,16,,,650.424193548387,9.214507,25.0,0.6006583333333333,236837.0,483163.0,0.3993416666666666,0.5980799984251847,2.0131791666666667
