,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,2,0.1,0.0,0.05,0.1,0.95,0.7834827,0.2165173,,2.8324274,28324274.0,1675726.0,25,700.8112903225806,1.0607270000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
1,,2,0.1,0.0,0.05,0.1,0.99,0.6440451,0.3559549,,2.7334121,27334121.0,2665879.0,31,404.258064516129,3.3692799999999994,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
2,,2,0.1,0.0,0.05,0.01,0.95,0.7436262,0.2563738,,2.8749947,28749947.0,1250053.0,22,744.6806451612903,0.7845560000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
3,,2,0.1,0.0,0.05,0.01,0.99,0.9194424,0.0805576,,2.833362,28333620.0,1666380.0,25,670.3870967741935,0.7517629999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
4,,2,0.1,0.0,0.05,0.001,0.95,0.9366923,0.0633077,,2.8382391,28382391.0,1617609.0,9,758.508064516129,0.8497840000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
5,,2,0.1,0.0,0.05,0.001,0.99,0.9462814,0.0537186,,2.8364295,28364295.0,1635705.0,25,717.1612903225806,0.9895010000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
6,,2,0.2,0.0,0.05,0.1,0.95,0.6160601,0.3839399,,2.6511532,26511532.0,3488468.0,24,690.1774193548387,0.9081989999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
7,,2,0.2,0.0,0.05,0.1,0.99,0.5436325,0.4563675,,2.5762411,25762411.0,4237589.0,24,720.558064516129,0.9522079999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
8,,2,0.2,0.0,0.05,0.01,0.95,0.6981483,0.3018517,,2.7507923,27507923.0,2492077.0,29,459.758064516129,2.801279,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
9,,2,0.2,0.0,0.05,0.01,0.99,0.5889706,0.4110294,,2.637156,26371560.0,3628440.0,21,736.85,0.8127420000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
10,,2,0.2,0.0,0.05,0.001,0.95,0.6269346,0.3730654,,2.756572,27565720.0,2434280.0,23,738.1467741935484,0.9645679999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
11,,2,0.2,0.0,0.05,0.001,0.99,0.8921129,0.1078871,,2.6788115,26788115.0,3211885.0,25,672.4548387096775,0.8950840000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
12,,4,0.1,0.0,0.05,0.1,0.95,0.653777,0.346223,,3.0721,30721000.0,-721000.0,25,709.7161290322581,0.7996830000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
13,,4,0.1,0.0,0.05,0.1,0.99,0.583323,0.416677,,2.8464734,28464734.0,1535266.0,25,645.6516129032258,0.7579639999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
14,,4,0.1,0.0,0.05,0.01,0.95,0.7895353,0.2104647,,3.0213752,30213752.0,-213752.0,25,707.9322580645161,0.9435290000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
15,,4,0.1,0.0,0.05,0.01,0.99,0.8115011,0.1884989,,2.9322601,29322601.0,677399.0,28,454.3,3.605069,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
16,,4,0.1,0.0,0.05,0.001,0.95,0.9416731,0.0583269,,2.8273169,28273169.0,1726831.0,24,713.5870967741936,0.8087,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
17,,4,0.1,0.0,0.05,0.001,0.99,0.8910641,0.1089359,,2.7841218,27841218.0,2158782.0,8,778.391935483871,0.9430349999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
18,,4,0.2,0.0,0.05,0.1,0.95,0.5715292,0.4284708,,2.8463605,28463605.0,1536395.0,27,465.0951612903226,3.630623000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
19,,4,0.2,0.0,0.05,0.1,0.99,0.4759352,0.5240648,,2.5911455,25911455.0,4088545.0,31,423.48870967741937,2.7824050000000007,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
20,,4,0.2,0.0,0.05,0.01,0.95,0.6362801,0.3637199,,2.8892724,28892724.0,1107276.0,25,687.2274193548387,0.7487249999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
21,,4,0.2,0.0,0.05,0.01,0.99,0.6477116,0.3522884,,2.7005057,27005057.0,2994943.0,25,651.325806451613,0.8443089999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
22,,4,0.2,0.0,0.05,0.001,0.95,0.7251909,0.2748091,,2.5983362,25983362.0,4016638.0,25,640.7145161290323,0.7511450000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
23,,4,0.2,0.0,0.05,0.001,0.99,0.5042761,0.4957239,,2.4631873,24631873.0,5368127.0,25,696.3096774193548,0.7727769999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
24,,8,0.1,0.0,0.05,0.1,0.95,0.8061861,0.1938139,,3.0288142,30288142.0,-288142.0,24,713.1258064516129,0.8966519999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
25,,8,0.1,0.0,0.05,0.1,0.99,0.8781522,0.1218478,,2.9031423,29031423.0,968577.0,22,714.658064516129,0.954106,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
26,,8,0.1,0.0,0.05,0.01,0.95,0.9024329,0.0975671,,2.7852547,27852547.0,2147453.0,25,655.6629032258064,0.8071790000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
27,,8,0.1,0.0,0.05,0.01,0.99,0.9172563,0.0827437,,2.8263944,28263944.0,1736056.0,30,440.4741935483871,2.907834000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
28,,8,0.1,0.0,0.05,0.001,0.95,0.8807193,0.1192807,,2.6911117,26911117.0,3088883.0,19,738.3564516129032,0.8298700000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
29,,8,0.1,0.0,0.05,0.001,0.99,0.8384393,0.1615607,,2.6785755,26785755.0,3214245.0,25,655.0338709677419,0.8740640000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
30,,8,0.2,0.0,0.05,0.1,0.95,0.7396839,0.2603161,,2.8376786,28376786.0,1623214.0,25,670.7,0.763123,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
31,,8,0.2,0.0,0.05,0.1,0.99,0.785919,0.214081,,2.7574516,27574516.0,2425484.0,22,721.7645161290322,0.8095999999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
32,,8,0.2,0.0,0.05,0.01,0.95,0.7165116,0.2834884,,2.5691031,25691031.0,4308969.0,20,734.7629032258064,0.9676370000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
33,,8,0.2,0.0,0.05,0.01,0.99,0.7690724,0.2309276,,2.6211538,26211538.0,3788462.0,25,680.0677419354839,0.9733130000000004,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
34,,8,0.2,0.0,0.05,0.001,0.95,0.5568556,0.4431444,,2.2710633,22710633.0,7289367.0,25,502.43870967741935,4.094443,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
35,,8,0.2,0.0,0.05,0.001,0.99,0.655552,0.344448,,2.3664579,23664579.0,6335421.0,31,425.291935483871,3.3359330000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
36,,10,0.1,0.0,0.05,0.1,0.95,0.8587527,0.1412473,,2.9113652,29113652.0,886348.0,31,436.35806451612905,3.1074409999999983,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
37,,10,0.1,0.0,0.05,0.1,0.99,0.9035241,0.0964759,,2.8562127,28562127.0,1437873.0,24,701.2370967741936,0.9724299999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
38,,10,0.1,0.0,0.05,0.01,0.95,0.8612486,0.1387514,,2.782031,27820310.0,2179690.0,25,688.5741935483871,0.7732009999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
39,,10,0.1,0.0,0.05,0.01,0.99,0.8989095,0.1010905,,2.7687997,27687997.0,2312003.0,21,720.8935483870968,0.787894,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
40,,10,0.1,0.0,0.05,0.001,0.95,0.8582465,0.1417535,,2.7181165,27181165.0,2818835.0,20,727.1403225806451,1.0292210000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
