,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.05,0.0,0.05,0.001,0.95,2500,0.6667225,0.3332775,,2.454759,9819036.0,2180964.0,13,764.6738709677419,3.1667029999999996,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
1,,1,0.05,0.0,0.05,0.001,0.99,2500,0.94734175,0.05265825,,2.8916775,11566710.0,433290.0,23,721.0403225806451,2.7813790000000007,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
2,,1,0.05,0.0,0.05,0.01,0.95,2500,0.57820025,0.42179975,,2.41607525,9664301.0,2335699.0,18,755.9264516129032,4.191864000000002,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
3,,1,0.05,0.0,0.05,0.01,0.99,2500,0.74525575,0.25474425,,2.60882425,10435297.0,1564703.0,23,730.3751612903226,3.6601129999999995,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
4,,1,0.05,0.0,0.05,0.05,0.95,2500,0.44644,0.55356,,2.25209875,9008395.0,2991605.0,20,748.6819354838709,3.9475929999999995,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
5,,1,0.05,0.0,0.05,0.05,0.99,2500,0.70622925,0.29377075,,2.5583095,10233238.0,1766762.0,30,479.1683870967742,8.346716000000002,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
6,,1,0.05,0.0,0.05,0.1,0.95,2500,0.4050715,0.5949285,,2.21058525,8842341.0,3157659.0,30,434.72322580645164,17.910839000000006,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
7,,1,0.05,0.0,0.05,0.1,0.99,2500,0.606817,0.393183,,2.44785675,9791427.0,2208573.0,22,729.6987096774194,3.849530000000001,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
8,,1,0.1,0.0,0.05,0.001,0.95,2500,0.07549375,0.92450625,,1.900917,7603668.0,4396332.0,30,442.3093548387097,25.95579,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
9,,1,0.1,0.0,0.05,0.001,0.99,2500,0.766821,0.233179,,2.62399325,10495973.0,1504027.0,23,720.3038709677419,3.655237,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
10,,1,0.1,0.0,0.05,0.01,0.95,2500,0.2281045,0.7718955,,2.00822075,8032883.0,3967117.0,30,439.29,14.842239999999997,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
11,,1,0.1,0.0,0.05,0.01,0.99,2500,0.54562675,0.45437325,,2.34631325,9385253.0,2614747.0,30,443.4448387096774,23.99002099999999,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
12,,1,0.1,0.0,0.05,0.05,0.95,2500,0.2832415,0.7167585,,2.07642975,8305719.0,3694281.0,25,531.8496774193549,18.176738999999998,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
13,,1,0.1,0.0,0.05,0.05,0.99,2500,0.403503,0.596497,,2.1845665,8738266.0,3261734.0,18,754.7603225806452,3.9645730000000006,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
14,,1,0.1,0.0,0.05,0.1,0.95,2500,0.3047825,0.6952175,,2.09923475,8396939.0,3603061.0,14,767.813870967742,2.784284,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
15,,1,0.1,0.0,0.05,0.1,0.99,2500,0.3697205,0.6302795,,2.1529335,8611734.0,3388266.0,27,470.2845161290323,17.627333999999998,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
16,,1,0.2,0.0,0.05,0.001,0.95,2500,0.1583335,0.8416665,,1.999912,7999648.0,4000352.0,30,442.32193548387096,33.36841699999999,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
17,,1,0.2,0.0,0.05,0.001,0.99,2500,0.30949325,0.69050675,,2.127745,8510980.0,3489020.0,28,459.3283870967742,29.784487999999993,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
18,,1,0.2,0.0,0.05,0.01,0.95,2500,0.139915,0.860085,,1.9756925,7902770.0,4097230.0,31,433.86129032258066,28.372705,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
19,,1,0.2,0.0,0.05,0.01,0.99,2500,0.159549,0.840451,,1.988222,7952888.0,4047112.0,31,423.30645161290323,26.42931200000001,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
20,,1,0.2,0.0,0.05,0.05,0.95,2500,0.232949,0.767051,,2.0476265,8190506.0,3809494.0,31,434.44387096774193,28.08262000000001,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
21,,1,0.2,0.0,0.05,0.05,0.99,2500,0.253852,0.746148,,2.05348325,8213933.0,3786067.0,26,489.6867741935484,14.835176999999998,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
22,,1,0.2,0.0,0.05,0.1,0.95,2500,0.264154,0.735846,,2.0727465,8290986.0,3709014.0,28,447.67548387096775,32.90094999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
23,,1,0.2,0.0,0.05,0.1,0.99,2500,0.29392825,0.70607175,,2.081194,8324776.0,3675224.0,28,459.5345161290323,11.465190999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
24,,2,0.05,0.0,0.05,0.001,0.95,2500,0.91152475,0.08847525,,2.7598065,11039226.0,960774.0,21,752.9896774193548,7.8578480000000015,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
25,,2,0.05,0.0,0.05,0.001,0.99,2500,0.97150725,0.02849275,,2.93659975,11746399.0,253601.0,20,737.9370967741935,7.3755289999999984,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
26,,2,0.05,0.0,0.05,0.01,0.95,2500,0.44390625,0.55609375,,2.3746755,9498702.0,2501298.0,25,519.1161290322581,24.063867,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
27,,2,0.05,0.0,0.05,0.01,0.99,2500,0.63252025,0.36747975,,2.61333875,10453355.0,1546645.0,22,748.0787096774194,7.895900000000001,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
28,,2,0.05,0.0,0.05,0.05,0.95,2500,0.3214275,0.6785725,,2.195124,8780496.0,3219504.0,24,742.5467741935483,5.012869,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
29,,2,0.05,0.0,0.05,0.05,0.99,2500,0.51358225,0.48641775,,2.4570895,9828358.0,2171642.0,16,760.8841935483871,5.364232999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
30,,2,0.05,0.0,0.05,0.1,0.95,2500,0.3018855,0.6981145,,2.14115125,8564605.0,3435395.0,26,495.54387096774195,21.902430000000003,"TitForTat,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Nydegger,Grofman,Shubik,Champion"
