,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.05,0.0,0.05,0.001,0.95,2500,0.9386946666666667,0.06130533333333334,,2.811276,8433828.0,566172.0,23,746.5335483870967,3.028160000000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
1,,1,0.05,0.0,0.05,0.001,0.99,2500,0.8797826666666667,0.12021733333333333,,2.7145086666666667,8143526.0,856474.0,18,755.251935483871,3.0427730000000004,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
2,,1,0.05,0.0,0.05,0.01,0.95,2500,0.787699,0.212301,,2.5407343333333334,7622203.0,1377797.0,25,723.333870967742,3.011498,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
3,,1,0.05,0.0,0.05,0.01,0.99,2500,0.85043,0.14957,,2.6305996666666664,7891799.0,1108201.0,24,712.1825806451612,2.9222019999999995,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
4,,1,0.05,0.0,0.05,0.05,0.95,2500,0.586766,0.413234,,2.218045666666667,6654137.0,2345863.0,21,759.294193548387,2.859651,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
5,,1,0.05,0.0,0.05,0.05,0.99,2500,0.7883976666666667,0.21160233333333334,,2.526736,7580208.0,1419792.0,21,750.7296774193549,2.868451,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
6,,1,0.05,0.0,0.05,0.1,0.95,2500,0.4337433333333333,0.5662566666666666,,1.986195,5958585.0,3041415.0,16,760.6216129032258,2.8523069999999993,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
7,,1,0.05,0.0,0.05,0.1,0.99,2500,0.7145383333333334,0.28546166666666667,,2.3900836666666665,7170251.0,1829749.0,22,735.6929032258065,3.0359839999999996,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
8,,1,0.1,0.0,0.05,0.001,0.95,2500,0.715054,0.284946,,2.3703993333333333,7111198.0,1888802.0,20,759.6254838709677,2.862097,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
9,,1,0.1,0.0,0.05,0.001,0.99,2500,0.8554213333333334,0.14457866666666666,,2.6253043333333332,7875913.0,1124087.0,25,704.8567741935484,2.785479000000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
10,,1,0.1,0.0,0.05,0.01,0.95,2500,0.49179333333333336,0.5082066666666667,,2.040582666666667,6121748.0,2878252.0,19,756.7396774193548,2.877728999999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
11,,1,0.1,0.0,0.05,0.01,0.99,2500,0.722682,0.277318,,2.3820726666666667,7146218.0,1853782.0,27,499.98709677419356,5.152162999999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
12,,1,0.1,0.0,0.05,0.05,0.95,2500,0.33095033333333335,0.6690496666666667,,1.8041956666666668,5412587.0,3587413.0,23,746.6438709677419,3.0227620000000006,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
13,,1,0.1,0.0,0.05,0.05,0.99,2500,0.5420526666666666,0.4579473333333333,,2.0944546666666666,6283364.0,2716636.0,12,757.6245161290323,2.900023000000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
14,,1,0.1,0.0,0.05,0.1,0.95,2500,0.279833,0.720167,,1.7267073333333334,5180122.0,3819878.0,22,729.054193548387,2.8317429999999995,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
15,,1,0.1,0.0,0.05,0.1,0.99,2500,0.4236586666666667,0.5763413333333334,,1.9164333333333334,5749300.0,3250700.0,14,764.9687096774194,2.903231999999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
16,,1,0.2,0.0,0.05,0.001,0.95,2500,0.21309233333333333,0.7869076666666667,,1.6663656666666666,4999097.0,4000903.0,29,446.5006451612903,16.750013000000003,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
