,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.05,0.0,0.05,0.001,0.95,2500,0.680096,0.319904,,2.55255075,10210203.0,1789797.0,6,777.4603225806452,2.992314999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
1,,1,0.05,0.0,0.05,0.001,0.99,2500,0.956401,0.043599,,2.87794425,11511777.0,488223.0,23,732.8012903225806,5.095607,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
2,,1,0.05,0.0,0.05,0.01,0.95,2500,0.38359225,0.61640775,,2.1979505,8791802.0,3208198.0,28,448.35387096774195,15.480841999999996,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
3,,1,0.05,0.0,0.05,0.01,0.99,2500,0.7301505,0.2698495,,2.572607,10290428.0,1709572.0,31,457.71774193548384,7.840179,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
4,,1,0.05,0.0,0.05,0.05,0.95,2500,0.454454,0.545546,,2.26396075,9055843.0,2944157.0,25,711.8216129032259,3.795182999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
5,,1,0.05,0.0,0.05,0.05,0.99,2500,0.70503975,0.29496025,,2.53986975,10159479.0,1840521.0,23,729.5554838709677,3.7251719999999997,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
6,,1,0.05,0.0,0.05,0.1,0.95,2500,0.40295,0.59705,,2.210168,8840672.0,3159328.0,24,715.1883870967742,3.7622130000000005,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
7,,1,0.05,0.0,0.05,0.1,0.99,2500,0.6298855,0.3701145,,2.4465055,9786022.0,2213978.0,23,724.8406451612904,2.788336,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
8,,1,0.1,0.0,0.05,0.001,0.95,2500,0.18712475,0.81287525,,2.0940185,8376074.0,3623926.0,29,454.24709677419355,25.634628999999997,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
9,,1,0.1,0.0,0.05,0.001,0.99,2500,0.58356425,0.41643575,,2.4327795,9731118.0,2268882.0,31,437.3164516129032,18.800217999999997,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
10,,1,0.1,0.0,0.05,0.01,0.95,2500,0.16794775,0.83205225,,2.02471475,8098859.0,3901141.0,27,471.16161290322583,17.479891000000002,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
11,,1,0.1,0.0,0.05,0.01,0.99,2500,0.31604275,0.68395725,,2.13983775,8559351.0,3440649.0,30,478.04870967741937,7.743103999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
12,,1,0.1,0.0,0.05,0.05,0.95,2500,0.268241,0.731759,,2.0861955,8344782.0,3655218.0,27,461.4783870967742,25.259515999999994,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Leyvraz"
