,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.05,0.0,0.05,0.001,0.95,2500,0.900358,0.099642,,2.8738732,7184683.0,315317.0,20,745.4322580645161,5.445983999999998,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
1,,1,0.05,0.0,0.05,0.001,0.99,2500,0.960024,0.039976,,2.9629664,7407416.0,92584.0,27,493.36064516129034,10.236554,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
2,,1,0.05,0.0,0.05,0.01,0.95,2500,0.8383544,0.1616456,,2.7657348,6914337.0,585663.0,24,737.0574193548387,5.549624000000001,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
3,,1,0.05,0.0,0.05,0.01,0.99,2500,0.8535084,0.1464916,,2.8036724,7009181.0,490819.0,25,727.8270967741936,5.4579059999999995,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
4,,1,0.05,0.0,0.05,0.05,0.95,2500,0.7062164,0.2937836,,2.5363668,6340917.0,1159083.0,25,522.7370967741936,30.406372000000005,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
5,,1,0.05,0.0,0.05,0.05,0.99,2500,0.801232,0.198768,,2.718258,6795645.0,704355.0,24,713.7193548387097,6.748473999999998,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
6,,1,0.05,0.0,0.05,0.1,0.95,2500,0.5740916,0.4259084,,2.286238,5715595.0,1784405.0,22,738.3532258064516,5.181258999999998,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
7,,1,0.05,0.0,0.05,0.1,0.99,2500,0.7621764,0.2378236,,2.6384012,6596003.0,903997.0,20,741.9893548387097,5.501433999999999,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
8,,1,0.1,0.0,0.05,0.001,0.95,2500,0.7847092,0.2152908,,2.6371024,6592756.0,907244.0,29,448.14,15.325308000000003,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
9,,1,0.1,0.0,0.05,0.001,0.99,2500,0.3126124,0.6873876,,1.8094052,4523513.0,2976487.0,25,713.5916129032258,5.400932,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
10,,1,0.1,0.0,0.05,0.01,0.95,2500,0.6563188,0.3436812,,2.4140812,6035203.0,1464797.0,26,493.9664516129032,11.124391,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
11,,1,0.1,0.0,0.05,0.01,0.99,2500,0.7102088,0.2897912,,2.5121772,6280443.0,1219557.0,25,727.8154838709678,5.584060000000001,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
12,,1,0.1,0.0,0.05,0.05,0.95,2500,0.4533816,0.5466184,,2.0333804,5083451.0,2416549.0,5,785.5774193548388,5.652019999999999,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
13,,1,0.1,0.0,0.05,0.05,0.99,2500,0.624038,0.375962,,2.3680568,5920142.0,1579858.0,28,485.2477419354839,10.112686999999996,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
14,,1,0.1,0.0,0.05,0.1,0.95,2500,0.3429416,0.6570584,,1.82808,4570200.0,2929800.0,17,754.9490322580646,5.332187000000001,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
15,,1,0.1,0.0,0.05,0.1,0.99,2500,0.5387184,0.4612816,,2.2024488,5506122.0,1993878.0,22,731.315806451613,5.525367999999999,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
16,,1,0.2,0.0,0.05,0.001,0.95,2500,0.1228708,0.8771292,,1.3915148,3478787.0,4021213.0,31,436.4490322580645,32.02811500000001,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
17,,1,0.2,0.0,0.05,0.001,0.99,2500,0.1620272,0.8379728,,1.570188,3925470.0,3574530.0,16,758.6177419354839,5.310936999999998,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
18,,1,0.2,0.0,0.05,0.01,0.95,2500,0.1245024,0.8754976,,1.4423788,3605947.0,3894053.0,28,448.65419354838707,34.684259,"TitForTat,SteinAndRapoport,TidemanAndChieruzzi,Champion,Borufsen"
