,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.05,0.0,0.05,0.001,0.95,2500,0.9111437142857143,0.08885628571428572,,2.789803714285714,9764313.0,735687.0,23,712.4874193548387,3.063291,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
1,,1,0.05,0.0,0.05,0.001,0.99,2500,0.8017351428571429,0.19826485714285713,,2.7065268571428573,9472844.0,1027156.0,24,720.2758064516129,2.838427,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
2,,1,0.05,0.0,0.05,0.01,0.95,2500,0.5707008571428571,0.4292991428571429,,2.369815142857143,8294353.0,2205647.0,29,461.2435483870968,10.35886,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
3,,1,0.05,0.0,0.05,0.01,0.99,2500,0.8291805714285714,0.17081942857142857,,2.689319142857143,9412617.0,1087383.0,24,720.7364516129032,2.992539,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
4,,1,0.05,0.0,0.05,0.05,0.95,2500,0.4177137142857143,0.5822862857142858,,2.1944994285714285,7680748.0,2819252.0,27,458.18612903225807,19.439844,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
5,,1,0.05,0.0,0.05,0.05,0.99,2500,0.7120191428571429,0.28798085714285715,,2.524546857142857,8835914.0,1664086.0,29,449.2516129032258,18.307504000000005,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
6,,1,0.05,0.0,0.05,0.1,0.95,2500,0.3897042857142857,0.6102957142857143,,2.159671142857143,7558849.0,2941151.0,17,754.9332258064516,3.007716,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
7,,1,0.05,0.0,0.05,0.1,0.99,2500,0.5988165714285715,0.4011834285714286,,2.3812514285714284,8334380.0,2165620.0,21,743.4706451612903,3.014481999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
8,,1,0.1,0.0,0.05,0.001,0.95,2500,0.3287902857142857,0.6712097142857143,,2.1541102857142858,7539386.0,2960614.0,22,748.5622580645161,2.8836609999999996,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
9,,1,0.1,0.0,0.05,0.001,0.99,2500,0.5036382857142857,0.4963617142857143,,2.3244314285714287,8135510.0,2364490.0,26,457.66322580645163,16.704299999999993,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik"
