,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,4,0.05,0.0,0.05,0.001,0.95,2500,0.928612,0.071388,,2.755545,8266635.0,733365.0,23,736.9587096774194,2.9749189999999994,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
1,,4,0.05,0.0,0.05,0.001,0.99,2500,0.9709963333333334,0.029003666666666667,,2.900542333333333,8701627.0,298373.0,22,735.7458064516129,3.2310869999999996,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
2,,4,0.05,0.0,0.05,0.01,0.95,2500,0.7384076666666667,0.2615923333333333,,2.372761666666667,7118285.0,1881715.0,5,782.7474193548387,3.226174000000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
3,,4,0.05,0.0,0.05,0.01,0.99,2500,0.8981353333333333,0.10186466666666667,,2.589109666666667,7767329.0,1232671.0,25,718.2490322580645,3.092175,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
4,,4,0.05,0.0,0.05,0.05,0.95,2500,0.48085533333333336,0.5191446666666667,,2.1153536666666666,6346061.0,2653939.0,12,773.1587096774193,3.042263,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
5,,4,0.05,0.0,0.05,0.05,0.99,2500,0.675208,0.324792,,2.3276043333333334,6982813.0,2017187.0,15,767.0525806451612,3.064751000000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
6,,4,0.05,0.0,0.05,0.1,0.95,2500,0.3981056666666667,0.6018943333333333,,2.021334,6064002.0,2935998.0,19,747.0067741935484,3.0353779999999997,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
7,,4,0.05,0.0,0.05,0.1,0.99,2500,0.6025566666666666,0.3974433333333333,,2.249957333333333,6749872.0,2250128.0,12,760.1274193548387,3.088219000000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
8,,4,0.1,0.0,0.05,0.001,0.95,2500,0.858324,0.141676,,2.56351,7690530.0,1309470.0,18,753.9864516129032,3.1112980000000015,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
9,,4,0.1,0.0,0.05,0.001,0.99,2500,0.7657036666666667,0.23429633333333333,,2.3820916666666667,7146275.0,1853725.0,21,739.9445161290323,2.9736099999999994,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
10,,4,0.1,0.0,0.05,0.01,0.95,2500,0.388856,0.611144,,1.9210776666666667,5763233.0,3236767.0,9,778.9983870967742,3.026731,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
11,,4,0.1,0.0,0.05,0.01,0.99,2500,0.625769,0.374231,,2.238222,6714666.0,2285334.0,25,537.4190322580645,14.476505000000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
12,,4,0.1,0.0,0.05,0.05,0.95,2500,0.274325,0.725675,,1.787091,5361273.0,3638727.0,18,754.5125806451613,2.9638539999999995,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
