,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.05,0.0,0.05,0.001,0.95,2500,0.6955606666666667,0.30443933333333334,,2.5536335555555554,11491351.0,2008649.0,22,743.0716129032259,3.965786,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
1,,1,0.05,0.0,0.05,0.001,0.99,2500,0.9243451111111111,0.07565488888888888,,2.8642993333333333,12889347.0,610653.0,15,759.5012903225806,4.084504,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
2,,1,0.05,0.0,0.05,0.01,0.95,2500,0.6184542222222222,0.38154577777777776,,2.4703317777777776,11116493.0,2383507.0,26,499.80709677419355,8.137072999999997,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
3,,1,0.05,0.0,0.05,0.01,0.99,2500,0.8005197777777778,0.19948022222222223,,2.7107815555555557,12198517.0,1301483.0,25,720.7896774193548,4.324476000000001,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
4,,1,0.05,0.0,0.05,0.05,0.95,2500,0.46321955555555555,0.5367804444444444,,2.301235111111111,10355558.0,3144442.0,30,444.7658064516129,28.180800000000005,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
5,,1,0.05,0.0,0.05,0.05,0.99,2500,0.6920248888888889,0.3079751111111111,,2.5701704444444444,11565767.0,1934233.0,23,732.7741935483871,4.355831,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
6,,1,0.05,0.0,0.05,0.1,0.95,2500,0.4155811111111111,0.5844188888888889,,2.2600766666666665,10170345.0,3329655.0,8,776.315806451613,4.208833,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
7,,1,0.05,0.0,0.05,0.1,0.99,2500,0.6007424444444445,0.39925755555555553,,2.4689046666666665,11110071.0,2389929.0,24,716.8606451612903,4.129651000000001,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
8,,1,0.1,0.0,0.05,0.001,0.95,2500,0.10502822222222222,0.8949717777777778,,1.9500544444444445,8775245.0,4724755.0,31,441.0790322580645,39.56675600000001,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
9,,1,0.1,0.0,0.05,0.001,0.99,2500,0.6852335555555555,0.31476644444444446,,2.5519415555555556,11483737.0,2016263.0,25,693.6029032258065,5.032921000000002,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
10,,1,0.1,0.0,0.05,0.01,0.95,2500,0.19320955555555555,0.8067904444444445,,2.0246793333333333,9111057.0,4388943.0,30,444.551935483871,53.31987599999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
11,,1,0.1,0.0,0.05,0.01,0.99,2500,0.49377177777777775,0.5062282222222222,,2.3331762222222223,10499293.0,3000707.0,25,495.1790322580645,19.79108399999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
12,,1,0.1,0.0,0.05,0.05,0.95,2500,0.27614133333333335,0.7238586666666667,,2.1155382222222223,9519922.0,3980078.0,25,527.8277419354839,47.32141200000002,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
13,,1,0.1,0.0,0.05,0.05,0.99,2500,0.383544,0.616456,,2.2127577777777776,9957410.0,3542590.0,23,726.2254838709678,5.452000999999998,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
14,,1,0.1,0.0,0.05,0.1,0.95,2500,0.2923935555555556,0.7076064444444444,,2.1366633333333334,9614985.0,3885015.0,28,450.76516129032257,58.071157,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
15,,1,0.1,0.0,0.05,0.1,0.99,2500,0.36638977777777776,0.6336102222222222,,2.1931528888888887,9869188.0,3630812.0,22,732.8674193548387,3.833776999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
16,,1,0.2,0.0,0.05,0.001,0.95,2500,0.15179333333333334,0.8482066666666667,,2.043907111111111,9197582.0,4302418.0,28,449.4077419354839,40.89605399999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
17,,1,0.2,0.0,0.05,0.001,0.99,2500,0.1894011111111111,0.8105988888888889,,2.048808,9219636.0,4280364.0,29,453.4467741935484,44.67204300000001,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
18,,1,0.2,0.0,0.05,0.01,0.95,2500,0.14447866666666667,0.8555213333333334,,2.032858222222222,9147862.0,4352138.0,27,452.10483870967744,63.333006999999974,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
19,,1,0.2,0.0,0.05,0.01,0.99,2500,0.16410777777777777,0.8358922222222223,,2.041796222222222,9188083.0,4311917.0,27,451.0577419354839,28.852246000000004,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
20,,1,0.2,0.0,0.05,0.05,0.95,2500,0.22592266666666666,0.7740773333333333,,2.0969402222222224,9436231.0,4063769.0,27,453.54709677419356,29.842032999999997,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
21,,1,0.2,0.0,0.05,0.05,0.99,2500,0.24669444444444444,0.7533055555555556,,2.104679111111111,9471056.0,4028944.0,28,451.3,38.57609499999998,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
22,,1,0.2,0.0,0.05,0.1,0.95,2500,0.25984155555555555,0.7401584444444445,,2.120645777777778,9542906.0,3957094.0,26,460.13935483870966,46.70084000000001,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
23,,1,0.2,0.0,0.05,0.1,0.99,2500,0.2879366666666667,0.7120633333333334,,2.135036,9607662.0,3892338.0,28,482.57,11.036101000000002,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
24,,2,0.05,0.0,0.05,0.001,0.95,2500,0.6875895555555556,0.31241044444444444,,2.4395284444444445,10977878.0,2522122.0,17,755.2796774193548,4.151294999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
25,,2,0.05,0.0,0.05,0.001,0.99,2500,0.9716711111111112,0.02832888888888889,,2.938426888888889,13222921.0,277079.0,21,746.3167741935484,7.992363,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
26,,2,0.05,0.0,0.05,0.01,0.95,2500,0.401086,0.598914,,2.344634,10550853.0,2949147.0,13,763.1154838709678,9.587100999999997,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
27,,2,0.05,0.0,0.05,0.01,0.99,2500,0.6258773333333333,0.37412266666666666,,2.6257522222222223,11815885.0,1684115.0,9,769.4754838709678,5.951232999999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
28,,2,0.05,0.0,0.05,0.05,0.95,2500,0.3073677777777778,0.6926322222222222,,2.207543333333333,9933945.0,3566055.0,15,759.2651612903226,5.819844000000002,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
29,,2,0.05,0.0,0.05,0.05,0.99,2500,0.4788886666666667,0.5211113333333334,,2.4115466666666667,10851960.0,2648040.0,3,789.3535483870968,4.577092000000001,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
30,,2,0.05,0.0,0.05,0.1,0.95,2500,0.2995035555555556,0.7004964444444445,,2.1894942222222222,9852724.0,3647276.0,26,475.46677419354836,23.641060999999997,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
31,,2,0.05,0.0,0.05,0.1,0.99,2500,0.4393702222222222,0.5606297777777778,,2.3336253333333334,10501314.0,2998686.0,25,508.32774193548386,20.278772999999994,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
32,,2,0.1,0.0,0.05,0.001,0.95,2500,0.5200035555555556,0.47999644444444445,,2.367135777777778,10652111.0,2847889.0,30,440.9890322580645,59.24305099999999,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
33,,2,0.1,0.0,0.05,0.001,0.99,2500,0.52786,0.47214,,2.073001111111111,9328505.0,4171495.0,25,481.9525806451613,15.060833,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
34,,2,0.1,0.0,0.05,0.01,0.95,2500,0.24524666666666667,0.7547533333333334,,2.1363353333333333,9613509.0,3886491.0,9,768.5858064516129,4.0399020000000005,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
35,,2,0.1,0.0,0.05,0.01,0.99,2500,0.27195555555555556,0.7280444444444445,,2.140246,9631107.0,3868893.0,18,751.121935483871,3.982768,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
36,,2,0.1,0.0,0.05,0.05,0.95,2500,0.22648155555555555,0.7735184444444444,,2.095623111111111,9430304.0,4069696.0,17,753.0832258064517,4.512697000000002,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
37,,2,0.1,0.0,0.05,0.05,0.99,2500,0.29302155555555554,0.7069784444444445,,2.154316888888889,9694426.0,3805574.0,27,455.6383870967742,22.91497100000001,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
38,,2,0.1,0.0,0.05,0.1,0.95,2500,0.24861133333333332,0.7513886666666667,,2.1068297777777776,9480734.0,4019266.0,25,483.4558064516129,14.252239000000001,"TitForTat,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Nydegger,Grofman,Shubik,Champion,Leyvraz"
