,id,tn_score,tn_time,p_cc,p_cd,p_dc,p_dd
0,AllC,458.59188679245284,0.011445966981132072,,,,
1,AllD,825.7692452830189,0.012052278301886793,,,,
2,TitForTat,652.703962264151,0.010680020754716975,,,,
3,RandomAgent,637.2350943396226,0.02066064528301892,,,,
4,Davis,797.988679245283,0.01641298113207545,,,,
5,Shubik,811.257358490566,0.01717951792452831,,,,
6,SteinAndRapoport,677.2132075471698,0.0750683679245283,,,,
7,Grudger,821.0443396226415,0.01563366320754715,,,,
8,Nydegger,456.35,0.02570525377358488,,,,
9,Grofman,594.2975471698113,0.01661427264150941,,,,
10,Downing,824.943962264151,0.02597397169811318,,,,
11,Feld,764.3362264150943,0.01874740754716983,,,,
12,Joss,643.5735849056604,0.017666533018867964,,,,
13,Pavlov,675.1694339622642,0.015432521698113181,,,,
14,OmegaTFT,826.8977358490566,0.020526567924528328,,,,
15,TFTT,584.2954716981133,0.016366500943396214,,,,
16,TTFT,693.1141509433962,0.01705156037735849,,,,
17,GradualTFT,810.4581132075472,0.20845712264150945,,,,
18,GenerousTFT,591.6050943396226,0.015791482075471684,,,,
19,TidemanAndChieruzzi,667.1571698113207,0.0225821254716981,,,,
20,Champion,632.112641509434,0.33745519245282996,,,,
21,Borufsen,757.3266037735849,0.020180131132075466,,,,
22,Leyvraz,636.3790566037736,0.33157286509433975,,,,
23,SecondByHarrington,726.166037735849,0.03485661981132075,,,,
24,SecondByWhiteK72R,649.7418867924529,0.027300096226415098,,,,
25,SecondByBlackK83R,592.6305660377359,0.02587439716981131,,,,
26,SecondByTidemanAndChieruzzi,754.8403773584905,0.025979182075471677,,,,
27,SecondByGraaskampKatzen,829.6992452830189,0.015738660377358448,,,,
28,SecondByWeiner,709.5843396226416,0.07911341226415097,,,,
29,Tullock,814.1647169811321,0.02416901320754716,,,,
30,Stoc0,653.0067924528302,0.021960332075471687,0.24555198035154002,0.6689138330233754,0.9094055193691336,0.26130955248599574
31,Stoc1,618.0384905660377,0.02041000377358488,0.6434809118932705,0.9527022385704482,0.4594417812850451,0.004331505318258211
32,Stoc2,779.3311320754717,0.021863343396226368,0.03406234655659324,0.40364092588576295,0.03864841874161229,0.5635169885547961
33,Stoc3,626.036037735849,0.021810070754716977,0.05797725066432835,0.5307121577458125,0.7134569862560709,0.9252681396944807
34,Stoc4,686.1677358490566,0.021206830188679242,0.578361877262347,0.2707399172747419,0.21018411337230425,0.32773055158260145
35,Stoc5,727.9896226415094,0.02105584622641512,0.355583073160022,0.03464048089584881,0.13294725132277496,0.38686517934879205
36,Stoc6,683.194716981132,0.022507930188679248,0.29402799576762395,0.003994859666313966,0.7301750343209867,0.415405565937195
37,Stoc7,530.8724528301886,0.020691426415094305,0.9540068344357912,0.7306629776087092,0.2377325920387554,0.9624160929519162
38,Stoc8,691.3145283018868,0.022647717924528306,0.21997562090745038,0.6255389579965568,0.42137057855740634,0.12533079720298923
39,Stoc9,679.9607547169811,0.02598424622641506,0.903611483606926,0.033189560653139716,0.0060233543179002424,0.310862203708019
40,Stoc10,734.1628301886792,0.03051283584905662,0.13946570835704009,0.1003919881646822,0.564091687922157,0.2532799253068492
41,Stoc11,683.8328301886793,0.028890572641509404,0.46012691814910367,0.1093300250990209,0.92591398315716,0.02200221654825163
42,Stoc12,684.7209433962264,0.028955254716981096,0.7210984036536764,0.04159367129228875,0.48738141714211114,0.21732437233698443
