,id,tn_score,tn_time,p_cc,p_cd,p_dc,p_dd
86,Stoc56,576.3072072072072,0.022369698198198198,0.75,0.25,0.25,0.75
87,Stoc57,662.4216216216216,0.025874076576576557,0.75,0.25,0.5,0.25
88,Stoc58,617.4927927927928,0.023070594594594592,0.75,0.25,0.5,0.5
89,Stoc59,592.1783783783784,0.021613013513513513,0.75,0.25,0.5,0.75
90,Stoc60,662.7927927927927,0.02740115765765765,0.75,0.25,0.75,0.25
91,Stoc61,608.7792792792793,0.02356398198198196,0.75,0.25,0.75,0.5
92,Stoc62,575.4747747747748,0.024072342342342335,0.75,0.25,0.75,0.75
93,Stoc63,602.8324324324325,0.025166977477477467,0.75,0.5,0.25,0.25
94,Stoc64,609.0927927927928,0.02022546846846846,0.75,0.5,0.25,0.5
95,Stoc65,615.1,0.02226144144144144,0.75,0.5,0.25,0.75
96,Stoc66,636.9657657657658,0.024725225225225196,0.75,0.5,0.5,0.25
97,Stoc67,576.9738738738739,0.02413112612612611,0.75,0.5,0.5,0.5
98,Stoc68,561.8468468468468,0.022275265765765745,0.75,0.5,0.5,0.75
99,Stoc69,612.7495495495496,0.022973216216216213,0.75,0.5,0.75,0.25
100,Stoc70,573.5693693693694,0.0222144099099099,0.75,0.5,0.75,0.5
101,Stoc71,587.2864864864865,0.022328720720720726,0.75,0.5,0.75,0.75
102,Stoc72,598.5504504504504,0.02413531981981983,0.75,0.75,0.25,0.25
103,Stoc73,578.2162162162163,0.021536450450450433,0.75,0.75,0.25,0.5
104,Stoc74,577.4288288288288,0.024694031531531515,0.75,0.75,0.25,0.75
105,Stoc75,594.127027027027,0.025234630630630618,0.75,0.75,0.5,0.25
106,Stoc76,579.7522522522522,0.020599445945945937,0.75,0.75,0.5,0.5
107,Stoc77,547.4009009009009,0.020171148648648624,0.75,0.75,0.5,0.75
108,Stoc78,606.5450450450451,0.024738833333333335,0.75,0.75,0.75,0.25
109,Stoc79,559.2018018018018,0.021027450450450437,0.75,0.75,0.75,0.5
110,Stoc80,547.2540540540541,0.020437198198198177,0.75,0.75,0.75,0.75
