,id,tn_score,tn_time,p_c,p_d
76,Stoc46,610.0723076923077,0.021980811538461528,0.22343043498939208,0.7857277251765561
77,Stoc47,732.7053846153846,0.027165403846153846,0.013727240165244736,0.43392715878543464
78,Stoc48,542.8169230769231,0.01896548076923076,0.7514613228504401,0.7373086490042394
79,Stoc49,728.2123076923077,0.02574961538461538,0.11124960367591197,0.06845398036063799
80,Stoc50,679.46,0.021915753846153834,0.13310627360954785,0.4788902824909588
81,Stoc51,681.3376923076924,0.02610546923076921,0.36289564755049686,0.2955013290185763
82,Stoc52,568.9384615384615,0.019663234615384606,0.6212543492718735,0.6153179927527402
83,Stoc53,657.5969230769231,0.022807934615384613,0.5210394181047117,0.1959955708047738
84,Stoc54,557.853076923077,0.02030960384615384,0.6635266238482813,0.6170270239981934
85,Stoc55,579.4638461538461,0.02182891538461538,0.2879812983119515,0.9229629997590875
86,Stoc56,735.3253846153846,0.024208203846153836,0.040100767350128685,0.18293521212875885
87,Stoc57,606.4153846153846,0.021182626923076913,0.29196200824961327,0.5447099769385916
88,Stoc58,631.1761538461539,0.022121980769230755,0.7858665879993568,0.13887023562904688
89,Stoc59,503.19307692307694,0.018515765384615378,0.9284636175279298,0.9344909588470449
90,Stoc60,549.1907692307692,0.0202499576923077,0.8124740929230572,0.5627116764128182
91,Stoc61,558.0146153846154,0.019481007692307695,0.9134471669033123,0.39639718783319644
92,Stoc62,580.4169230769231,0.0242729846153846,0.06898888559413663,0.9950418750846635
93,Stoc63,589.3815384615384,0.025422830769230752,0.41166202365178994,0.8064561990246186
94,Stoc64,570.3761538461539,0.023096096153846144,0.554853158548053,0.7901168496258074
95,Stoc65,586.8746153846154,0.021999923076923073,0.7929493821764311,0.61291196114642
96,Stoc66,496.6730769230769,0.01806537307692308,0.9927048203638765,0.960415144220427
97,Stoc67,638.4007692307692,0.02293456153846154,0.37225999254128994,0.39634825029052834
98,Stoc68,585.0038461538461,0.019705676923076905,0.1610343068149943,0.921476545448959
99,Stoc69,649.2953846153846,0.022986634615384617,0.5384225021478775,0.0915621907842834
100,Stoc70,557.2223076923077,0.018361719230769232,0.8029436115632101,0.651749858333887
101,Stoc71,657.9015384615385,0.02298645384615385,0.3604695668503233,0.21458883064798362
102,Stoc72,701.1115384615384,0.029732619230769208,0.47119662449454347,0.16244389594469177
103,Stoc73,682.4569230769231,0.020517157692307695,0.004625130991633863,0.7439124684604137
104,Stoc74,530.2023076923077,0.017819065384615383,0.9675948328725141,0.7172809263941603
105,Stoc75,608.3069230769231,0.020825026923076907,0.744292601820366,0.6097186906325701
106,Stoc76,588.3553846153847,0.020430988461538444,0.45564230309120357,0.7591537280736195
107,Stoc77,651.4492307692308,0.022030661538461532,0.6024348289499827,0.16599218062901866
108,Stoc78,597.3607692307693,0.01945234615384613,0.8652094632377244,0.5854397870854463
109,Stoc79,590.7907692307692,0.02102906923076922,0.7489548003870573,0.3401572860301867
110,Stoc80,552.5753846153846,0.01986930384615382,0.7892692677463513,0.6627126739049362
111,Stoc81,642.5792307692308,0.021236773076923073,0.058907893767155994,0.8531370984831145
112,Stoc82,497.7223076923077,0.01628674615384615,0.9868520221711171,0.937445662252194
113,Stoc83,660.6869230769231,0.02283064230769228,0.670423171112298,0.1358193414486012
114,Stoc84,457.71384615384613,0.01900779615384615,0.6526322709889439,0.9913851620887331
115,Stoc85,512.0515384615385,0.01916758461538461,0.6415563551190092,0.8760241321733114
116,Stoc86,598.4376923076923,0.02034451923076923,0.8921933333180725,0.3699215691216323
117,Stoc87,522.9176923076923,0.01851370769230769,0.7540072448890135,0.8039459723362942
118,Stoc88,604.6307692307693,0.02209686153846153,0.511763914729647,0.5320944341898801
119,Stoc89,572.7130769230769,0.026021823076923065,0.6004208982383687,0.6366002006701224
120,Stoc90,612.2053846153846,0.026972965384615365,0.24061991608770317,0.8178330440248942
121,Stoc91,562.5453846153846,0.018273134615384608,0.8957764867754532,0.3071372150313547
122,Stoc92,574.3161538461538,0.016838619230769226,0.9981879689308254,0.4812834377526234
123,Stoc93,831.3684615384616,0.03354997307692309,0.0019503095355706268,0.027560872509263867
124,Stoc94,604.1807692307692,0.023140580769230774,0.8341136720741069,0.35839133554793323
125,Stoc95,602.4884615384616,0.025577169230769223,0.08785674422997647,0.9211982454000347
126,Stoc96,669.7269230769231,0.024718976923076917,0.4047002287864647,0.19126542296679028
127,Stoc97,755.233076923077,0.026665069230769212,0.004784117523982667,0.03625335290741749
128,Stoc98,652.9984615384616,0.023725346153846173,0.34734049618507923,0.29536538378421107
129,Stoc99,542.2953846153846,0.019455703846153846,0.30892498406856517,0.921833616210078
