,id,tn_score,tn_time,p_cc,p_cd,p_dc,p_dd
0,AllC,459.5110714285714,0.010383105357142867,,,,
1,AllD,810.4842857142858,0.015847291071428557,,,,
2,TitForTat,637.3235714285714,0.013294023214285708,,,,
3,RandomAgent,640.8153571428571,0.020708669642857152,,,,
4,Davis,822.7360714285714,0.01707279642857143,,,,
5,Shubik,824.8417857142857,0.016951419642857145,,,,
6,SteinAndRapoport,679.35,0.0702165660714286,,,,
7,Grudger,816.6721428571428,0.013809958928571418,,,,
8,Nydegger,465.7396428571429,0.024526896428571424,,,,
9,Grofman,605.5128571428571,0.015661737499999988,,,,
10,Downing,806.4207142857143,0.0266082267857143,,,,
11,Feld,783.3353571428571,0.02139323749999999,,,,
12,Joss,625.4417857142857,0.016927949999999983,,,,
13,Pavlov,685.4910714285714,0.014985969642857137,,,,
14,OmegaTFT,842.9303571428571,0.020366424999999994,,,,
15,TFTT,589.6589285714285,0.015848357142857122,,,,
16,TTFT,687.3289285714286,0.016426973214285722,,,,
17,GradualTFT,789.5885714285714,0.18229799285714288,,,,
18,GenerousTFT,602.3517857142857,0.01518696071428572,,,,
19,TidemanAndChieruzzi,706.7853571428572,0.023611700000000003,,,,
20,Champion,622.9117857142858,0.30981453214285715,,,,
21,Borufsen,759.505,0.019705771428571415,,,,
22,Leyvraz,592.5782142857142,0.2664676892857143,,,,
23,Harrington,743.1528571428571,0.0324119642857143,,,,
24,White,654.3260714285715,0.026459999999999984,,,,
25,Black,599.6925,0.026029307142857137,,,,
26,TidemanAndChieruzzi2,709.6725,0.024529998214285715,,,,
27,GraaskampAndKatzen,820.2467857142857,0.015887574999999984,,,,
28,Weiner,698.9978571428571,0.06099639821428573,,,,
29,Tullock,779.7210714285715,0.022788974999999993,,,,
30,Stoc0,612.6507142857142,0.020234839285714283,0.5737933931993241,0.9972954549011089,0.299346422476485,0.29613683085503906
31,Stoc1,721.4239285714285,0.022968041071428556,0.10336372024490814,0.18237428200433048,0.5564733276065229,0.5951752202992011
32,Stoc2,659.7767857142857,0.021800655357142856,0.3375335205859952,0.7346402915135986,0.4463278727229639,0.42582735919628034
33,Stoc3,596.2335714285714,0.021837228571428547,0.3540024509601688,0.8150374187443808,0.6519520493732859,0.693735801966069
34,Stoc4,637.6046428571428,0.021262639285714275,0.49618772736417294,0.15434217433378827,0.23613002901997593,0.9032688151993084
35,Stoc5,689.5660714285714,0.025156741071428568,0.5014334079858136,0.23726133026652474,0.41406657187777696,0.16828439756624514
36,Stoc6,667.6967857142857,0.023015087499999996,0.8683580966564526,0.4941702870156671,0.05390174077757026,0.2214852326339216
37,Stoc7,634.7357142857143,0.021466430357142862,0.7345515000196643,0.6040888473799711,0.03288004448950155,0.19840538546315234
38,Stoc8,605.395,0.02120615535714284,0.7039215974618654,0.3369839179077817,0.6937043598595926,0.2965429435990513
39,Stoc9,678.9603571428571,0.024307828571428554,0.3182510481038928,0.6619798279999782,0.43271859443067284,0.1545339463097155
40,Stoc10,632.9071428571428,0.022377205357142837,0.9708735202377217,0.7314678942861002,0.16281878665963156,0.005272915852916449
41,Stoc11,618.1692857142857,0.021639949999999988,0.34239735977469643,0.0834420537018451,0.828488285457631,0.6004492595976466
42,Stoc12,714.2957142857143,0.027334025000000005,0.20621421369064175,0.7622550622786816,0.027455442580409994,0.24326668894765036
43,Stoc13,595.8232142857142,0.019894473214285696,0.6951425827912443,0.9172527059590802,0.4595652791835285,0.27466835921398913
