,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
10,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.0,0.1,0.95,250,0.14541,0.85459,0.4958846055588176,1.5333266666666667,459998.0,440002.0,23,719.5325806451613,89.268381,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
11,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.0,0.1,0.99,250,0.9495666666666667,0.05043333333333333,2.3825771371850744,2.8423433333333334,852703.0,47297.0,24,718.9258064516129,86.51665100000004,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
12,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.001,0.95,250,0.17727333333333334,0.8227266666666667,0.6557157415344774,1.5971133333333334,479134.0,420866.0,30,444.89032258064515,116.26684200000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
13,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.001,0.99,250,0.8103866666666667,0.18961333333333333,2.0403925990367453,2.439503333333333,731851.0,168149.0,24,718.2812903225806,76.243572,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
14,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.01,0.95,250,0.90042,0.09958,2.2203333333333335,2.6389466666666666,791684.0,108316.0,21,744.6029032258065,89.66779999999997,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
15,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.01,0.99,250,0.8975233333333333,0.10247666666666666,2.1993386265306567,2.6149733333333334,784492.0,115508.0,24,708.5729032258065,80.36365099999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
16,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.1,0.95,250,0.16354,0.83646,0.5542978580226872,1.5421933333333333,462658.0,437342.0,29,449.1274193548387,123.96938800000002,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
17,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.1,0.99,250,0.17269333333333334,0.8273066666666666,0.6011856584298516,1.54049,462147.0,437853.0,28,444.2883870967742,115.97256100000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
18,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.001,0.95,250,0.09372333333333334,0.9062766666666666,0.4343043921517985,1.5062266666666666,451868.0,448132.0,28,451.98483870967743,112.34245200000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
19,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.001,0.99,250,0.9746366666666667,0.025363333333333335,2.4511951678284736,2.944183333333333,883255.0,16745.0,25,721.983870967742,80.928749,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
20,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.01,0.95,250,0.03333,0.96667,0.7672772285197375,1.40433,421299.0,478701.0,30,443.4648387096774,86.652238,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
21,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.01,0.99,250,0.31617666666666666,0.6838233333333333,0.6399138542696917,1.74746,524238.0,375762.0,28,447.28967741935486,84.44093400000003,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
22,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.1,0.95,250,0.47544,0.52456,0.6446851600620845,2.09362,628086.0,271914.0,30,441.3990322580645,81.73682000000002,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
23,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.1,0.99,250,0.9748733333333334,0.025126666666666665,2.466702901335837,2.9474566666666666,884237.0,15763.0,23,722.4251612903225,68.902104,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
24,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.001,0.95,250,0.09172,0.90828,0.4400143339673062,1.4822933333333332,444688.0,455312.0,31,432.3183870967742,86.89979200000003,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
25,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.001,0.99,250,0.13348,0.86652,0.5868476426338605,1.5566966666666666,467009.0,432991.0,29,445.0732258064516,85.865228,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
26,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.01,0.95,250,0.12852333333333332,0.8714766666666667,0.4428187387941477,1.4957233333333333,448717.0,451283.0,30,437.8941935483871,79.258151,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
27,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.01,0.99,250,0.9488466666666666,0.051153333333333335,2.383150378553882,2.84316,852948.0,47052.0,24,716.1754838709677,67.788145,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
28,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.1,0.95,250,0.9501066666666667,0.04989333333333333,2.3851420387494695,2.8453633333333332,853609.0,46391.0,24,736.0848387096775,69.47877199999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
29,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.1,0.99,250,0.9503766666666666,0.04962333333333333,2.385879044385254,2.84661,853983.0,46017.0,24,724.048064516129,68.74000399999998,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
30,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.001,0.95,250,0.13429,0.86571,0.5250059845935696,1.5310833333333334,459325.0,440675.0,31,429.57709677419354,82.195196,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
31,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.001,0.99,250,0.13941,0.86059,1.117240296137673,1.5686566666666666,470597.0,429403.0,25,484.2606451612903,79.30278499999997,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
32,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.01,0.95,250,0.15826333333333334,0.8417366666666667,0.5135334241558778,1.5313533333333333,459406.0,440594.0,31,426.8841935483871,81.78839599999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
33,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.01,0.99,250,0.8993533333333333,0.10064666666666666,2.199031426633436,2.6141133333333335,784234.0,115766.0,18,763.0703225806452,71.21394099999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
34,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.1,0.95,250,0.8995366666666667,0.10046333333333334,2.212141783663695,2.6298866666666667,788966.0,111034.0,23,703.17,66.29208700000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
35,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.1,0.99,250,0.8997566666666666,0.10024333333333334,2.206336815903553,2.622516666666667,786755.0,113245.0,25,719.7812903225806,68.19781899999997,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
36,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.001,0.95,250,0.11748,0.88252,0.4297936185685128,1.5374033333333332,461221.0,438779.0,30,441.10967741935485,87.032098,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
37,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.001,0.99,250,0.11991333333333333,0.8800866666666667,0.728888144183673,1.5049666666666666,451490.0,448510.0,27,458.63870967741934,87.937571,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
38,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.01,0.95,250,0.23849666666666666,0.7615033333333333,0.5497601792201707,1.6935233333333333,508057.0,391943.0,30,446.3932258064516,83.757247,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
39,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.01,0.99,250,0.3685866666666667,0.6314133333333334,0.6639130311602568,1.8002333333333334,540070.0,359930.0,29,453.72161290322583,85.33493399999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
40,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.1,0.95,250,0.97478,0.02522,1.5000218969057575,2.947,884100.0,15900.0,21,744.4325806451612,70.518929,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
41,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.1,0.99,250,0.9746733333333333,0.025326666666666667,2.46496707408864,2.9484666666666666,884540.0,15460.0,23,740.1270967741935,69.96758300000002,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
42,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.001,0.95,250,0.07577,0.92423,0.5752063167446889,1.46816,440448.0,459552.0,29,443.1809677419355,84.27480499999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
43,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.001,0.99,250,0.13314666666666666,0.8668533333333334,0.6287360950164909,1.5356466666666666,460694.0,439306.0,29,444.3016129032258,85.41194800000004,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
44,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.01,0.95,250,0.12464333333333333,0.8753566666666667,0.4428057081573476,1.4891533333333333,446746.0,453254.0,27,448.5051612903226,84.32875999999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
45,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.01,0.99,250,0.23692,0.76308,0.644840198216433,1.6631066666666667,498932.0,401068.0,31,431.81967741935483,80.08013599999998,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
46,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.1,0.95,250,0.9490533333333333,0.05094666666666667,2.3882914086805456,2.84918,854754.0,45246.0,22,741.508064516129,69.92793999999999,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
47,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.1,0.99,250,0.9494133333333333,0.05058666666666667,2.382193822054196,2.840866666666667,852260.0,47740.0,25,725.2538709677419,68.30983400000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
48,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.2,0.0,0.001,0.95,250,0.13368333333333332,0.8663166666666666,0.5261027084811593,1.5310866666666667,459326.0,440674.0,30,444.44774193548386,84.45149200000002,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
49,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.2,0.0,0.001,0.99,250,0.89928,0.10072,2.219550678289364,2.6378566666666665,791357.0,108643.0,23,737.13,69.54394399999998,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
50,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.2,0.0,0.01,0.95,250,0.15784666666666666,0.8421533333333333,0.5143468589880442,1.5380866666666666,461426.0,438574.0,26,459.6232258064516,85.923998,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
51,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.2,0.0,0.01,0.99,250,0.2564266666666667,0.7435733333333333,0.6793722287111753,1.6611766666666667,498353.0,401647.0,30,435.4616129032258,84.67075700000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
52,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.2,0.0,0.1,0.95,250,0.89988,0.10012,2.21449321323948,2.6317633333333332,789529.0,110471.0,19,744.4112903225806,69.95356000000001,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
53,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.2,0.0,0.1,0.99,250,0.9000033333333334,0.09999666666666666,2.21590193356224,2.633713333333333,790114.0,109886.0,24,723.8835483870968,68.69687800000003,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
54,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",4,4,0.05,0.0,0.001,0.95,250,0.05849666666666667,0.9415033333333334,0.42522376916656823,1.45005,435015.0,464985.0,30,441.23548387096776,81.02744200000002,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
55,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",4,4,0.05,0.0,0.001,0.99,250,0.10387,0.89613,0.49894353265794394,1.4945666666666666,448370.0,451630.0,28,444.08,88.91211699999998,"GenerousTFT,GradualTFT,OmegaTFT,TTFT,TFTT,TitForTat"
