,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,2,0.2,0.0,0.05,0.01,0.95,2500,0.237332,0.762668,,1.227106,613553.0,886447.0,1,950.325,0.360005,TidemanAndChieruzzi
1,,4,0.2,0.0,0.05,0.01,0.95,2500,0.244484,0.755516,,1.140386,570193.0,929807.0,2,520.49,0.344012,TidemanAndChieruzzi
