,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,2,0.2,0.0,0.05,0.01,0.95,2500,0.244798,0.755202,,2.634098,1317049.0,182951.0,1,569.775,0.272972,RandomAgent
1,,4,0.2,0.0,0.05,0.01,0.95,2500,0.64703,0.35297,,2.031544,1015772.0,484228.0,2,629.945,0.305964,RandomAgent
