,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,2,0.2,0.0,0.05,0.01,0.95,2500,0.17357,0.82643,,1.386886,693443.0,806557.0,1,282.85,0.29696599999999995,Joss
1,,4,0.2,0.0,0.05,0.01,0.95,2500,0.342972,0.657028,,1.722924,861462.0,638538.0,1,488.805,0.33604599999999996,Joss
