,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.05,0.0,0.05,0.01,0.95,0.975405,0.024595,,2.97534,595068.0,4932.0,24,687.1225806451613,0.7572419999999999,TitForTat
1,,1,0.05,0.0,0.05,0.01,0.99,0.97468,0.02532,,2.974465,594893.0,5107.0,25,682.6177419354839,0.728795,TitForTat
2,,1,0.1,0.0,0.05,0.01,0.95,0.950215,0.049785,,2.94851,589702.0,10298.0,24,670.9854838709678,0.7641640000000002,TitForTat
3,,1,0.1,0.0,0.05,0.01,0.99,0.918135,0.081865,,2.91509,583018.0,16982.0,21,725.0032258064516,0.7946489999999997,TitForTat
4,,1,0.2,0.0,0.05,0.01,0.95,0.88598,0.11402,,2.87625,575250.0,24750.0,25,677.1967741935484,0.7609759999999999,TitForTat
5,,1,0.2,0.0,0.05,0.01,0.99,0.860805,0.139195,,2.80987,561974.0,38026.0,25,697.6193548387097,0.7607970000000003,TitForTat
6,,2,0.05,0.0,0.05,0.01,0.95,0.925665,0.074335,,2.925045,585009.0,14991.0,19,723.9387096774194,0.7666070000000003,TitForTat
7,,2,0.05,0.0,0.05,0.01,0.99,0.97542,0.02458,,2.975255,595051.0,4949.0,23,715.0483870967741,0.860027,TitForTat
8,,2,0.1,0.0,0.05,0.01,0.95,0.915425,0.084575,,2.908945,581789.0,18211.0,15,755.85,0.8305279999999998,TitForTat
9,,2,0.1,0.0,0.05,0.01,0.99,0.896625,0.103375,,2.889545,577909.0,22091.0,11,778.591935483871,0.8912880000000001,TitForTat
10,,2,0.2,0.0,0.05,0.01,0.95,0.853955,0.146045,,2.80538,561076.0,38924.0,25,688.6870967741935,0.7726919999999999,TitForTat
11,,2,0.2,0.0,0.05,0.01,0.99,0.58737,0.41263,,2.46066,492132.0,107868.0,23,709.075806451613,0.8896210000000001,TitForTat
12,,4,0.05,0.0,0.05,0.01,0.95,0.93498,0.06502,,2.914095,582819.0,17181.0,25,690.0870967741936,0.7486990000000002,TitForTat
13,,4,0.05,0.0,0.05,0.01,0.99,0.975005,0.024995,,2.974755,594951.0,5049.0,24,721.8483870967742,1.2333239999999994,TitForTat
14,,4,0.1,0.0,0.05,0.01,0.95,0.92164,0.07836,,2.918855,583771.0,16229.0,24,732.3951612903226,0.823139,TitForTat
15,,4,0.1,0.0,0.05,0.01,0.99,0.932275,0.067725,,2.92147,584294.0,15706.0,19,737.4209677419354,0.9708939999999998,TitForTat
16,,4,0.2,0.0,0.05,0.01,0.95,0.83099,0.16901,,2.78499,556998.0,43002.0,25,711.7758064516129,0.8749129999999999,TitForTat
17,,4,0.2,0.0,0.05,0.01,0.99,0.36276,0.63724,,1.95649,391298.0,208702.0,30,419.8258064516129,5.891895999999997,TitForTat
18,,8,0.05,0.0,0.05,0.01,0.95,0.91172,0.08828,,2.907505,581501.0,18499.0,22,729.8612903225807,1.3788980000000004,TitForTat
19,,8,0.05,0.0,0.05,0.01,0.99,0.850475,0.149525,,2.78207,556414.0,43586.0,18,745.2290322580645,0.9942460000000001,TitForTat
20,,8,0.1,0.0,0.05,0.01,0.95,0.86099,0.13901,,2.800405,560081.0,39919.0,19,729.2741935483871,1.0267599999999997,TitForTat
21,,8,0.1,0.0,0.05,0.01,0.99,0.82771,0.17229,,2.76633,553266.0,46734.0,14,758.1822580645161,1.133375,TitForTat
22,,8,0.2,0.0,0.05,0.01,0.95,0.76226,0.23774,,2.65302,530604.0,69396.0,30,433.4483870967742,3.511288,TitForTat
23,,8,0.2,0.0,0.05,0.01,0.99,0.530035,0.469965,,2.248465,449693.0,150307.0,29,459.1629032258065,3.9897080000000003,TitForTat
24,,10,0.05,0.0,0.05,0.01,0.95,0.95515,0.04485,,2.9526,590520.0,9480.0,24,706.7822580645161,1.0656769999999998,TitForTat
25,,10,0.05,0.0,0.05,0.01,0.99,0.953395,0.046605,,2.951825,590365.0,9635.0,25,671.5177419354839,0.8896069999999999,TitForTat
26,,10,0.1,0.0,0.05,0.01,0.95,0.763025,0.236975,,2.695005,539001.0,60999.0,24,672.4145161290322,0.806871,TitForTat
27,,10,0.1,0.0,0.05,0.01,0.99,0.90133,0.09867,,2.864425,572885.0,27115.0,25,706.4629032258065,1.2252689999999997,TitForTat
28,,10,0.2,0.0,0.05,0.01,0.95,0.63968,0.36032,,2.42662,485324.0,114676.0,31,440.0548387096774,3.6174070000000005,TitForTat
29,,10,0.2,0.0,0.05,0.01,0.99,0.608685,0.391315,,2.39384,478768.0,121232.0,28,460.5,5.932966000000002,TitForTat
