,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
57,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.1,0.0,0.01,0.95,0.25517083333333335,0.7448291666666667,0.4175613752186759,1.71425,411420,308580,25,511.5032258064516,11.944972,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
58,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.2,0.0,0.001,0.95,0.6239666666666667,0.37603333333333333,0.5447821723352947,2.099683333333333,503924,216076,25,509.0983870967742,10.898802000000002,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
59,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",2,32,0.2,0.0,0.01,0.95,0.9005583333333333,0.09944166666666666,2.2087609078529145,2.625370833333333,630089,89911,25,687.8516129032258,9.19046,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
60,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.05,0.0,0.001,0.95,0.860425,0.139575,0.24492436636891016,2.6525833333333333,636620,83380,25,705.6806451612903,9.289838,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
61,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.05,0.0,0.01,0.95,0.9746166666666667,0.025383333333333334,1.4257980316426309,2.9443166666666665,706636,13364,24,701.3096774193548,9.468687000000001,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
62,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.1,0.0,0.001,0.95,0.949875,0.050125,2.38637390366594,2.8469208333333333,683261,36739,15,763.2532258064516,10.023697,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
63,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.1,0.0,0.01,0.95,0.9494041666666667,0.05059583333333333,2.377375857196345,2.8363958333333334,680735,39265,21,750.5822580645162,9.873083,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
64,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.2,0.0,0.001,0.95,0.6961125,0.3038875,0.5425956688057337,2.1831833333333335,523964,196036,25,658.1967741935484,8.698758999999997,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
65,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",2,64,0.2,0.0,0.01,0.95,0.8998916666666666,0.10010833333333333,2.214605514310797,2.632125,631710,88290,25,664.0145161290322,9.361944000000001,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
66,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.05,0.0,0.001,0.95,0.8822083333333334,0.11779166666666667,0.22730690488965966,2.7194583333333333,652670,67330,23,712.9822580645161,9.648917999999998,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
67,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.05,0.0,0.01,0.95,0.9745875,0.0254125,2.4652975226666003,2.948945833333333,707747,12253,25,680.5064516129032,9.607483,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
68,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.1,0.0,0.001,0.95,0.9497666666666666,0.05023333333333333,2.382743144067566,2.8427,682248,37752,21,736.241935483871,10.330511999999997,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
69,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.1,0.0,0.01,0.95,0.9487,0.0513,2.3849105029674664,2.84535,682884,37116,21,734.5258064516129,9.963137999999999,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
70,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.2,0.0,0.001,0.95,0.8987708333333333,0.10122916666666666,2.2101614790351984,2.627475,630594,89406,25,702.6887096774194,9.985437,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
71,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",2,128,0.2,0.0,0.01,0.95,0.8994916666666667,0.10050833333333334,2.218326292644938,2.6352583333333333,632462,87538,23,722.0241935483871,9.956884999999998,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
72,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",4,4,0.05,0.0,0.001,0.95,0.9747958333333333,0.025204166666666666,1.4108365186491516,2.947416666666667,707380,12620,19,739.0274193548387,9.48824,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
73,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",4,4,0.05,0.0,0.01,0.95,0.025254166666666668,0.9747458333333333,0.7594220944292513,1.3978125,335475,384525,26,494.7258064516129,11.385882,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
74,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",4,4,0.1,0.0,0.001,0.95,0.42136666666666667,0.5786333333333333,0.6101671237473669,1.971125,473070,246930,21,709.4887096774194,9.072994,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
75,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",4,4,0.1,0.0,0.01,0.95,0.11542083333333333,0.8845791666666667,0.7955266455257617,1.5211375,365073,354927,31,408.1016129032258,9.663625,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
76,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",4,4,0.2,0.0,0.001,0.95,0.7897875,0.2102125,0.4647363493312001,2.4203833333333336,580892,139108,23,711.0241935483871,9.79925,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
77,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",4,4,0.2,0.0,0.01,0.95,0.5304875,0.4695125,0.41468255678601357,1.9456166666666668,466948,253052,23,719.2612903225806,10.061669000000002,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
78,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",4,8,0.05,0.0,0.001,0.95,0.7527083333333333,0.24729166666666666,0.17103945523899314,2.5360541666666667,608653,111347,23,693.8451612903226,9.129382,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
79,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",4,8,0.05,0.0,0.01,0.95,0.22011666666666665,0.7798833333333334,0.37619365002628413,1.7002708333333334,408065,311935,30,444.1548387096774,10.231609,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
80,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",4,8,0.1,0.0,0.001,0.95,0.7045166666666667,0.2954833333333333,0.4042895897292042,2.439204166666667,585409,134591,20,723.0387096774193,9.684102000000001,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
81,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",4,8,0.1,0.0,0.01,0.95,0.9500625,0.0499375,2.3808296595017113,2.8406041666666666,681745,38255,21,738.9564516129033,9.551915000000001,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
82,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",4,8,0.2,0.0,0.001,0.95,0.2524,0.7476,0.6111312768865119,1.7861083333333334,428666,291334,27,494.0306451612903,11.136693999999997,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
83,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",4,8,0.2,0.0,0.01,0.95,0.900325,0.099675,2.2095799669807157,2.6266416666666665,630394,89606,19,738.2016129032259,9.347707,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
84,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",4,16,0.05,0.0,0.001,0.95,0.7812833333333333,0.21871666666666667,0.14875789978914714,2.6118333333333332,626840,93160,25,713.6322580645161,9.400638000000006,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
85,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",4,16,0.05,0.0,0.01,0.95,0.17317916666666666,0.8268208333333333,0.43000433254174136,1.6264875,390357,329643,29,462.03387096774196,11.797265999999995,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
86,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",4,16,0.1,0.0,0.001,0.95,0.61895,0.38105,0.3039033294236559,2.329654166666667,559117,160883,23,717.2532258064516,9.176208000000003,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
87,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",4,16,0.1,0.0,0.01,0.95,0.49306666666666665,0.5069333333333333,0.37163916783470285,2.0382583333333333,489182,230818,25,489.1241935483871,11.746250000000002,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
88,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",4,16,0.2,0.0,0.001,0.95,0.7018875,0.2981125,0.3893718548431671,2.323745833333333,557699,162301,21,738.7322580645161,9.632854000000002,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
89,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",4,16,0.2,0.0,0.01,0.95,0.37792916666666665,0.6220708333333334,0.48493703710110375,1.8123166666666666,434956,285044,29,451.9,11.332081,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
90,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.05,0.0,0.001,0.95,0.7497833333333334,0.25021666666666664,0.2307399772412076,2.5375375,609009,110991,22,723.9516129032259,9.715490999999997,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
91,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.05,0.0,0.01,0.95,0.9747666666666667,0.025233333333333333,2.4659195548578645,2.949679166666667,707923,12077,25,722.4177419354838,9.903258,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
92,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.1,0.0,0.001,0.95,0.7940208333333333,0.20597916666666666,0.25598392174226026,2.5543708333333335,613049,106951,8,783.7274193548387,10.10751,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
93,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.1,0.0,0.01,0.95,0.9498333333333333,0.050166666666666665,2.3815617870748045,2.8411125,681867,38133,24,697.8467741935484,9.141485,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
94,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.2,0.0,0.001,0.95,0.7101083333333333,0.28989166666666666,0.4597321853916333,2.3442125,562611,157389,25,643.7645161290322,8.596818999999998,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
95,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",4,32,0.2,0.0,0.01,0.95,0.9005541666666667,0.09944583333333333,2.2140005036522945,2.6311666666666667,631480,88520,21,722.916129032258,9.877333000000002,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
96,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.05,0.0,0.001,0.95,0.84665,0.15335,0.16795920994127786,2.68985,645564,74436,18,747.8903225806451,9.919488999999999,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
97,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.05,0.0,0.01,0.95,0.42220416666666666,0.5777958333333333,0.4572427425480167,2.018895833333333,484535,235465,29,459.81935483870967,11.073641,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
98,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.1,0.0,0.001,0.95,0.78765,0.21235,0.248343916127766,2.56765,616236,103764,24,716.9322580645161,9.077361000000002,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
99,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.1,0.0,0.01,0.95,0.9502708333333333,0.049729166666666665,2.394542743110657,2.8568583333333333,685646,34354,25,657.9596774193549,8.966343999999998,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
100,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.2,0.0,0.001,0.95,0.8998,0.1002,2.2136664201155303,2.630904166666667,631417,88583,20,730.6161290322581,9.502999999999998,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
101,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",4,64,0.2,0.0,0.01,0.95,0.899925,0.100075,2.207279768184821,2.623466666666667,629632,90368,24,708.2935483870967,9.393627,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
102,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",4,128,0.05,0.0,0.001,0.95,0.8688916666666666,0.13110833333333333,0.19018677726105718,2.71395,651348,68652,25,683.1854838709677,9.476715000000002,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
103,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",4,128,0.05,0.0,0.01,0.95,0.2235375,0.7764625,0.37231899987900724,1.7073958333333332,409775,310225,30,425.51451612903224,10.992783999999999,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
104,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",4,128,0.1,0.0,0.001,0.95,0.8195791666666666,0.18042083333333334,0.2808644651529048,2.586225,620694,99306,25,682.674193548387,9.432937999999996,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
105,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",4,128,0.1,0.0,0.01,0.95,0.9500125,0.0499875,2.3858663864015215,2.8457583333333334,682982,37018,23,731.1016129032258,10.314922,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
106,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",4,128,0.2,0.0,0.001,0.95,0.900175,0.099825,2.215379177637014,2.6330583333333335,631934,88066,25,695.9693548387097,9.505802000000001,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
107,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=8, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",4,128,0.2,0.0,0.01,0.95,0.8993916666666667,0.10060833333333333,2.2124550490831334,2.6290541666666667,630973,89027,17,746.1290322580645,10.444868999999999,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
108,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=12, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",6,4,0.05,0.0,0.001,0.95,0.8216416666666667,0.17835833333333334,0.13680744623334165,2.6727208333333334,641453,78547,22,727.4516129032259,9.871516999999997,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
109,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=12, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",6,4,0.05,0.0,0.01,0.95,0.6196375,0.3803625,0.2642367425093635,2.3053375,553281,166719,28,470.06935483870967,11.606094000000004,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
110,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=12, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",6,4,0.1,0.0,0.001,0.95,0.7376666666666667,0.2623333333333333,0.24406338923144058,2.4822125,595731,124269,25,690.5741935483871,9.086288000000001,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
111,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=12, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",6,4,0.1,0.0,0.01,0.95,0.9503583333333333,0.04964166666666667,2.388099849137913,2.8490208333333333,683765,36235,7,777.4774193548387,10.024448,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
112,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=12, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",6,4,0.2,0.0,0.001,0.95,0.4665416666666667,0.5334583333333334,1.5646021238745353,2.0404375,489705,230295,25,555.858064516129,10.076511999999996,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
113,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=12, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",6,4,0.2,0.0,0.01,0.95,0.3080541666666667,0.6919458333333334,0.4796718614095692,1.6938916666666666,406534,313466,26,453.9290322580645,11.032836000000003,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
114,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=12, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",6,8,0.05,0.0,0.001,0.95,0.84125,0.15875,0.11800510414521169,2.7176125,652227,67773,24,718.4564516129033,9.384862999999996,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT"
