,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
10,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.0,0.001,0.95,0.16472,0.83528,0.8115267517335509,2.16903,433806,166194,26,503.56935483870967,12.898931000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
11,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.0,0.001,0.99,0.29388,0.70612,1.4741549727804708,2.16286,432572,167428,27,464.491935483871,15.296287,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
12,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.002,0.01,0.95,0.972975,0.027025,2.4478277306814493,2.9275,585500,14500,16,730.6677419354838,12.104774000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
13,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.002,0.01,0.99,0.35699,0.64301,1.6035721627865613,2.08567,417134,182866,26,528.7870967741935,14.002467999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
14,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.002,0.001,0.95,0.027185,0.972815,1.595680145041987,2.273735,454747,145253,28,482.1967741935484,16.69638,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
15,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.1,0.002,0.001,0.99,0.791505,0.208495,1.9800920826710993,2.40134,480268,119732,25,616.6854838709677,13.743368,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
16,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.01,0.95,0.35307,0.64693,0.6217602101702872,2.36756,473512,126488,31,432.9612903225806,14.641852000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
17,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.01,0.99,0.900185,0.099815,2.2609539939699372,2.686595,537319,62681,12,776.0064516129032,12.879030000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
18,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.001,0.95,0.40412,0.59588,1.5127112350424787,2.227925,445585,154415,25,640.5290322580645,13.656405999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
19,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.0,0.001,0.99,0.806285,0.193715,2.070377060666823,2.506155,501231,98769,25,650.591935483871,12.387369,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
20,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.002,0.01,0.95,0.314775,0.685225,0.4867965671656284,2.42047,484094,115906,30,430.7241935483871,13.778706,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
21,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.002,0.01,0.99,0.513515,0.486485,0.7220403884210368,2.559625,511925,88075,20,753.5790322580646,12.564754000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
22,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.002,0.001,0.95,0.653035,0.346965,0.47910736045785246,2.59928,519856,80144,22,731.2516129032258,12.441158999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
23,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",2,4,0.2,0.002,0.001,0.99,0.34051,0.65949,1.0270496561101583,2.289775,457955,142045,12,775.1951612903226,12.815532000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
24,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.01,0.95,0.974595,0.025405,1.4308896429841502,2.93156,586312,13688,25,701.9532258064517,12.195989,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
25,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.01,0.99,0.972465,0.027535,2.4351375197570095,2.93356,586712,13288,25,695.1854838709677,11.959570999999995,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
26,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.001,0.95,0.975475,0.024525,1.4215781908308853,2.937445,587489,12511,25,647.1822580645161,11.266605000000004,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
27,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.0,0.001,0.99,0.43602,0.56398,1.6494749536742124,2.13397,426794,173206,25,529.6725806451612,14.997668000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
28,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.002,0.01,0.95,0.60276,0.39724,0.4012313015152728,2.70416,540832,59168,30,439.25967741935483,14.867505000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
29,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.002,0.01,0.99,0.97459,0.02541,2.451234196811331,2.932115,586423,13577,25,695.3822580645161,11.995185999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
30,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.002,0.001,0.95,0.532965,0.467035,0.5651775782694609,2.582285,516457,83543,22,728.8612903225807,12.906262,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
31,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.05,0.002,0.001,0.99,0.89751,0.10249,2.336773478487505,2.83509,567018,32982,25,565.1903225806452,13.58887,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
32,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.01,0.95,0.578775,0.421225,0.5234397207304022,2.626265,525253,74747,19,743.4016129032258,12.481884999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
33,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.01,0.99,0.430085,0.569915,0.8098231483629685,2.40318,480636,119364,27,475.85645161290324,15.432505999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
34,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.001,0.95,0.950085,0.049915,2.3592072218641227,2.842935,568587,31413,23,720.0290322580645,11.844326999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
35,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.0,0.001,0.99,0.775185,0.224815,2.074741587676973,2.55442,510884,89116,28,471.8516129032258,17.948796,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
36,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.002,0.01,0.95,0.03783,0.96217,1.5735111508102937,2.270325,454065,145935,28,458.0806451612903,14.364988,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
37,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.002,0.01,0.99,0.56047,0.43953,0.629428114740976,2.607505,521501,78499,23,720.1645161290322,12.156416000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
38,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.002,0.001,0.95,0.852965,0.147035,0.2813316704615049,2.83994,567988,32012,27,480.0435483870968,15.249621,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
39,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.1,0.002,0.001,0.99,0.492665,0.507335,1.6877343721744051,2.177035,435407,164593,30,468.40806451612906,12.529182999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
40,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.01,0.95,0.526315,0.473685,0.6282048107764062,2.53231,506462,93538,25,568.2048387096775,14.080312000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
41,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.01,0.99,0.41616,0.58384,0.8729111363944232,2.313225,462645,137355,30,439.14032258064515,14.568399000000007,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
42,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.001,0.95,0.234335,0.765665,0.786834885172795,2.14665,429330,170670,25,550.5016129032258,12.821458,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
43,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.0,0.001,0.99,0.58509,0.41491,1.186279083765324,2.36544,473088,126912,25,643.9806451612903,12.629543999999997,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
44,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.002,0.01,0.95,0.96062,0.03938,2.411990136310817,2.881065,576213,23787,22,716.941935483871,11.909646,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
45,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.002,0.01,0.99,0.960865,0.039135,2.4169342925992607,2.887085,577417,22583,22,734.008064516129,12.735294999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
46,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.002,0.001,0.95,0.75471,0.24529,0.5178319704999707,2.673455,534691,65309,25,647.1532258064516,12.244293999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
47,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",2,8,0.2,0.002,0.001,0.99,0.282195,0.717805,1.0383923918465063,2.18818,437636,162364,29,439.9693548387097,14.753588,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
48,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.01,0.95,0.975125,0.024875,1.4194029177330738,2.935285,587057,12943,25,651.0564516129032,11.683891000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
49,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.01,0.99,0.458085,0.541915,0.7042636045270257,2.49301,498602,101398,30,422.3241935483871,13.941339999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
50,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.001,0.95,0.55546,0.44454,0.5382389649535941,2.491895,498379,101621,22,729.2145161290323,12.152022000000006,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
51,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.0,0.001,0.99,0.33985,0.66015,1.1401702469407429,2.257875,451575,148425,17,768.5806451612904,12.849002000000002,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
52,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.002,0.01,0.95,0.48198,0.51802,0.45647646685082305,2.611885,522377,77623,23,696.1241935483871,11.802030999999998,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
53,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.002,0.01,0.99,0.975225,0.024775,2.4530531079838442,2.934505,586901,13099,25,677.2612903225806,11.613008999999996,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
54,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.002,0.001,0.95,0.975375,0.024625,2.4532675,2.934855,586971,13029,10,772.7048387096775,13.258341999999999,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
55,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.05,0.002,0.001,0.99,0.9707,0.0293,2.4415469114555157,2.91979,583958,16042,22,721.0241935483871,12.447162,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
56,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.01,0.95,0.532475,0.467525,0.521046182020072,2.640845,528169,71831,23,700.4758064516129,11.635777000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
57,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.01,0.99,0.57618,0.42382,1.7396481375876434,2.208995,441799,158201,25,558.5870967741936,15.079249000000003,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
58,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.001,0.95,0.949925,0.050075,2.383990202101469,2.84403,568806,31194,18,723.9435483870968,11.759077000000001,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
59,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=4, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",2,16,0.1,0.0,0.001,0.99,0.334025,0.665975,1.0839179742272302,2.241685,448337,151663,9,771.4903225806452,13.092479,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik"
