,agents,decay_limit,discount_rate,epsilon,epsilon_decay,learning_rate,lookback,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
251,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,629.0516129032258,3.421006,8.0,0.776084375,610284.0,4189716.0,0.223915625,,2.6185725
252,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,525.0725806451613,14.664489,16.0,0.771205,591884.0,4208116.0,0.228795,,2.6300725
253,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,656.5790322580646,4.5036640000000006,2.0,0.77148625,592313.0,4207687.0,0.22851375,,2.629804375
254,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,620.9322580645161,2.4228019999999995,10.0,0.776485,605633.0,4194367.0,0.223515,,2.621479375
255,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,622.1887096774194,3.367973999999999,7.0,0.778111875,602431.0,4197569.0,0.221888125,,2.623480625
256,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,581.85,3.3266180000000007,15.0,0.770204375,602716.0,4197284.0,0.229795625,,2.6233025
257,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,642.7983870967741,2.981705,5.0,0.769853125,606625.0,4193375.0,0.230146875,,2.620859375
258,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,621.3564516129032,3.580127,3.0,0.774450625,603445.0,4196555.0,0.225549375,,2.622846875
259,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,611.4451612903226,2.0580290000000003,7.0,0.775300625,605634.0,4194366.0,0.224699375,,2.62147875
260,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.01,0.0,0.1,1.0,596.2064516129033,2.0223260000000005,10.0,0.771468125,599101.0,4200899.0,0.228531875,,2.625561875
261,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,547.4790322580645,2.628317,18.0,0.77126375,598265.0,4201735.0,0.22873625,,2.626084375
262,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,471.208064516129,3.628721000000001,31.0,0.772586875,605694.0,4194306.0,0.227413125,,2.62144125
263,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,596.3290322580646,1.827953,8.0,0.77824875,599314.0,4200686.0,0.22175125,,2.62542875
264,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,580.75,1.5559810000000005,12.0,0.77599875,603306.0,4196694.0,0.22400125,,2.62293375
265,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,575.1709677419354,1.686586,13.0,0.773669375,601652.0,4198348.0,0.226330625,,2.6239675
266,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,558.483870967742,4.606897,19.0,0.774055,602258.0,4197742.0,0.225945,,2.62358875
267,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,609.6048387096774,2.191808000000001,8.0,0.775870625,606707.0,4193293.0,0.224129375,,2.620808125
268,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,615.1403225806451,2.279520999999999,7.0,0.777430625,597065.0,4202935.0,0.222569375,,2.626834375
269,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,613.0435483870967,1.9320620000000008,8.0,0.772633125,618809.0,4181191.0,0.227366875,,2.613244375
270,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,592.3112903225806,1.4766869999999996,11.0,0.7768925,595750.0,4204250.0,0.2231075,,2.62765625
271,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,517.3903225806451,5.189744000000001,25.0,0.77819875,601104.0,4198896.0,0.22180125,,2.62431
272,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,494.4709677419355,4.808587999999999,27.0,0.777236875,608181.0,4191819.0,0.222763125,,2.619886875
273,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,590.674193548387,1.3904089999999998,13.0,0.772278125,601385.0,4198615.0,0.227721875,,2.624134375
274,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,555.8870967741935,5.848703,9.0,0.7744375,603276.0,4196724.0,0.2255625,,2.6229525
275,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Leyvraz",,0.99,0.1,0.0,0.1,1.0,616.7274193548387,3.1548450000000003,11.0,0.763218125,594332.0,4205668.0,0.236781875,,2.6285425
276,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,663.9193548387096,1.283999,24.0,0.712434375,964643.0,3835357.0,0.287565625,,2.397098125
277,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,444.84032258064514,5.131117999999998,29.0,0.711565,963293.0,3836707.0,0.288435,,2.397941875
278,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,724.2145161290323,1.415992,23.0,0.7111575,973996.0,3826004.0,0.2888425,,2.3912525
279,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,483.8516129032258,4.358383,26.0,0.709839375,964949.0,3835051.0,0.290160625,,2.396906875
280,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,453.9645161290322,5.305615999999999,29.0,0.710481875,983059.0,3816941.0,0.289518125,,2.385588125
281,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,774.4451612903226,1.5990449999999996,12.0,0.712785625,961265.0,3838735.0,0.287214375,,2.399209375
282,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,442.6758064516129,7.680587999999999,30.0,0.71116625,962714.0,3837286.0,0.28883375,,2.39830375
283,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,749.8838709677419,1.342996,21.0,0.7111025,970501.0,3829499.0,0.2888975,,2.393436875
284,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,732.2983870967741,1.32667,23.0,0.709401875,973023.0,3826977.0,0.290598125,,2.391860625
285,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.2,1.0,707.241935483871,1.794102,24.0,0.7105225,973492.0,3826508.0,0.2894775,,2.3915675
286,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,691.7629032258064,1.4461109999999997,23.0,0.804865,485581.0,3714419.0,0.195135,,2.6531564285714286
287,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,740.7645161290322,1.2338089999999995,19.0,0.8068378571428572,483763.0,3716237.0,0.1931621428571428,,2.654455
288,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,452.058064516129,4.928431,29.0,0.8019292857142857,492972.0,3707028.0,0.1980707142857143,,2.647877142857143
289,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,696.9758064516129,1.4359880000000005,25.0,0.8075014285714286,486426.0,3713574.0,0.1924985714285714,,2.652552857142857
290,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,726.75,1.4239969999999995,23.0,0.8060314285714286,484260.0,3715740.0,0.1939685714285714,,2.6541
291,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,743.9903225806452,1.382936,17.0,0.8026414285714286,497453.0,3702547.0,0.1973585714285714,,2.6446764285714286
292,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,692.1564516129032,1.2560159999999996,25.0,0.8047828571428571,494774.0,3705226.0,0.1952171428571428,,2.64659
293,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,737.9225806451612,1.5377069999999993,22.0,0.80398,488099.0,3711901.0,0.19602,,2.651357857142857
294,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,733.7193548387097,1.4035139999999997,21.0,0.8049107142857143,495669.0,3704331.0,0.1950892857142857,,2.645950714285714
295,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,736.3112903225806,1.0760040000000002,16.0,0.8057571428571428,479595.0,3720405.0,0.1942428571428571,,2.657432142857143
296,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,471.291935483871,6.505488999999999,26.0,0.8308716666666667,489750.0,3110250.0,0.1691283333333333,,2.591875
297,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,696.3370967741936,0.9513389999999996,24.0,0.831035,496521.0,3103479.0,0.168965,,2.5862325
298,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,725.5596774193548,1.4310149999999997,21.0,0.829495,496377.0,3103623.0,0.170505,,2.5863525
299,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,763.4354838709677,1.260997,16.0,0.8325016666666667,496002.0,3103998.0,0.1674983333333333,,2.586665
300,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,721.258064516129,2.312902,20.0,0.8343733333333333,489138.0,3110862.0,0.1656266666666666,,2.592385
301,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,461.6741935483871,7.196814999999999,27.0,0.8301475,494408.0,3105592.0,0.1698525,,2.5879933333333334
302,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,475.35,6.927281000000004,27.0,0.8324791666666667,487775.0,3112225.0,0.1675208333333333,,2.5935208333333333
303,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,724.1725806451612,1.450565,24.0,0.834385,499421.0,3100579.0,0.165615,,2.583815833333333
304,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,685.3274193548388,1.714059,24.0,0.8345725,482564.0,3117436.0,0.1654275,,2.597863333333333
305,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,704.8193548387097,1.980034,23.0,0.8344141666666667,490516.0,3109484.0,0.1655858333333333,,2.591236666666666
306,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,446.6951612903226,2.997243,30.0,0.814755,721530.0,4078470.0,0.185245,,2.54904375
307,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,444.4241935483871,8.598450000000003,28.0,0.816084375,722483.0,4077517.0,0.183915625,,2.548448125
308,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,706.4516129032259,0.8497709999999999,25.0,0.815963125,712313.0,4087687.0,0.184036875,,2.554804375
309,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,669.2,0.948261,25.0,0.81722375,712984.0,4087016.0,0.18277625,,2.554385
310,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,656.6532258064516,0.7272670000000001,25.0,0.813950625,709836.0,4090164.0,0.186049375,,2.5563525
311,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,742.666129032258,0.971008,18.0,0.8145075,709080.0,4090920.0,0.1854925,,2.556825
312,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,714.3967741935484,1.129003,24.0,0.81527,709347.0,4090653.0,0.18473,,2.556658125
313,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,441.09032258064514,3.361219999999999,29.0,0.81715875,710767.0,4089233.0,0.18284125,,2.555770625
314,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,458.9629032258064,2.945795,29.0,0.815539375,712070.0,4087930.0,0.184460625,,2.55495625
315,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman,Shubik",,0.99,0.01,0.0,0.1,1.0,681.4854838709678,0.8528169999999998,25.0,0.8171925,721870.0,4078130.0,0.1828075,,2.54883125
316,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,748.4725806451613,1.1570229999999997,17.0,0.7682358333333333,418324.0,3181676.0,0.2317641666666666,,2.651396666666667
317,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,697.9064516129032,0.8869599999999997,24.0,0.7676658333333334,415854.0,3184146.0,0.2323341666666666,,2.653455
318,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,733.6677419354838,0.79909,20.0,0.7672358333333333,415292.0,3184708.0,0.2327641666666666,,2.653923333333333
319,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,771.0935483870968,1.328877,15.0,0.7665458333333334,421792.0,3178208.0,0.2334541666666666,,2.6485066666666666
320,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,452.541935483871,5.065116000000001,29.0,0.761385,407468.0,3192532.0,0.238615,,2.6604433333333333
321,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,673.9516129032259,0.9922339999999998,25.0,0.7652675,409905.0,3190095.0,0.2347325,,2.6584125
322,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,678.4774193548387,0.7293299999999999,25.0,0.7656641666666667,413074.0,3186926.0,0.2343358333333333,,2.655771666666667
323,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,620.7806451612903,0.7946949999999999,25.0,0.764585,422422.0,3177578.0,0.235415,,2.6479816666666665
324,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,696.9258064516129,0.714955,25.0,0.7683233333333334,420256.0,3179744.0,0.2316766666666666,,2.6497866666666665
325,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,423.06451612903226,5.995869000000001,30.0,0.7652858333333333,411483.0,3188517.0,0.2347141666666666,,2.6570975
326,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,695.9274193548387,1.5420730000000007,23.0,0.8375508333333334,489592.0,3110408.0,0.1624491666666666,,2.592006666666667
327,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,771.9548387096775,1.026078,11.0,0.8390225,493310.0,3106690.0,0.1609775,,2.5889083333333334
328,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,464.3129032258065,3.634304,27.0,0.8398433333333334,490163.0,3109837.0,0.1601566666666666,,2.591530833333333
329,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,717.7306451612903,0.975959,22.0,0.8394008333333334,496981.0,3103019.0,0.1605991666666666,,2.5858491666666668
330,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,687.4129032258064,0.7416339999999999,25.0,0.8392625,498697.0,3101303.0,0.1607375,,2.5844191666666667
331,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,709.1677419354838,1.074475,24.0,0.8383616666666667,493477.0,3106523.0,0.1616383333333333,,2.588769166666667
332,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,644.8451612903226,0.689387,25.0,0.8399225,486157.0,3113843.0,0.1600775,,2.594869166666667
333,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,705.8483870967742,0.7966889999999999,24.0,0.8433158333333334,478233.0,3121767.0,0.1566841666666666,,2.6014725
334,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,700.1370967741935,0.714302,24.0,0.8401108333333334,490669.0,3109331.0,0.1598891666666666,,2.5911091666666666
335,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,744.4790322580645,0.8133619999999998,22.0,0.8408358333333333,495267.0,3104733.0,0.1591641666666666,,2.5872775
336,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,679.3532258064516,0.8321409999999999,25.0,0.8037457142857143,485553.0,3714447.0,0.1962542857142857,,2.6531764285714288
337,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,732.9564516129033,0.850033,21.0,0.80354,486574.0,3713426.0,0.19646,,2.652447142857143
338,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,718.8935483870968,0.923002,22.0,0.8013371428571429,493157.0,3706843.0,0.1986628571428571,,2.647745
339,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,707.9435483870968,0.8946080000000002,24.0,0.8097192857142858,486187.0,3713813.0,0.1902807142857142,,2.6527235714285715
340,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,699.3645161290323,1.013002,24.0,0.8049642857142857,490454.0,3709546.0,0.1950357142857142,,2.6496757142857144
341,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,747.233870967742,0.977225,19.0,0.802195,479684.0,3720316.0,0.197805,,2.6573685714285715
342,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,708.9338709677419,1.1902550000000005,25.0,0.8027257142857143,493406.0,3706594.0,0.1972742857142857,,2.647567142857143
343,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,707.9677419354839,1.0615190000000003,24.0,0.8046314285714286,482083.0,3717917.0,0.1953685714285714,,2.655655
344,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,678.8129032258065,1.1649689999999997,25.0,0.8012164285714286,477530.0,3722470.0,0.1987835714285714,,2.6589071428571427
345,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,679.4709677419355,0.874149,24.0,0.8022807142857142,487043.0,3712957.0,0.1977192857142857,,2.652112142857143
346,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,456.4161290322581,3.689806,29.0,0.8073307142857142,484377.0,3715623.0,0.1926692857142857,,2.6540164285714285
347,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,651.441935483871,0.933863,25.0,0.800435,483949.0,3716051.0,0.199565,,2.654322142857143
348,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,731.6903225806452,0.9432280000000002,19.0,0.8000621428571428,491345.0,3708655.0,0.1999378571428571,,2.6490392857142857
349,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,674.2016129032259,1.2260409999999995,25.0,0.8048757142857142,484353.0,3715647.0,0.1951242857142857,,2.654033571428571
350,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,678.9967741935484,2.135788,25.0,0.806805,484115.0,3715885.0,0.193195,,2.6542035714285714
351,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,654.4564516129033,1.197085,25.0,0.805975,485838.0,3714162.0,0.194025,,2.652972857142857
352,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,694.9451612903226,0.8191339999999999,25.0,0.8041342857142857,479133.0,3720867.0,0.1958657142857142,,2.657762142857143
353,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,691.9306451612903,0.7713899999999999,25.0,0.8038078571428572,486165.0,3713835.0,0.1961921428571428,,2.652739285714285
354,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,707.3209677419355,0.7869989999999998,25.0,0.8026942857142857,495907.0,3704093.0,0.1973057142857142,,2.6457807142857144
355,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,777.2387096774194,1.3429999999999995,12.0,0.8016628571428571,482289.0,3717711.0,0.1983371428571428,,2.655507857142857
356,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.01,0.0,0.1,1.0,670.8241935483871,0.8082449999999999,25.0,0.8059271428571428,485454.0,3714546.0,0.1940728571428571,,2.653247142857143
