,ModelType,agents,discount_rate,epsilon,epsilon_decay,hidden_size,learning_rate,lookback,n1,n2,num_layers,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
974,DQN,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen",0.95,0.2,0.0,,0.001,10,64,,,717.7645161290322,14.977395,24,0.79158,90681,509319,0.20842,0.126376701258551,2.546595
975,DQN,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen",0.95,0.2,0.0,,0.01,10,64,,,701.1193548387097,14.784068,23,0.89984,38339,561661,0.10016,2.3651178153712302,2.808305
976,DQN,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen",0.95,0.05,0.0,,0.001,10,128,,,729.333870967742,15.352045999999996,24,0.91652,33825,566175,0.08348,0.0787310413783478,2.830875
977,DQN,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen",0.95,0.05,0.0,,0.01,10,128,,,717.8435483870968,15.233150000000002,23,0.97477,7971,592029,0.02523,2.47466973946929,2.960145
978,DQN,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen",0.95,0.2,0.0,,0.001,10,128,,,699.0064516129032,15.351452000000002,24,0.78445,102121,497879,0.21555,0.2207948540865115,2.489395
979,DQN,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen",0.95,0.2,0.0,,0.01,10,128,,,650.7064516129033,14.507011999999996,25,0.9008,34842,565158,0.0992,2.380151828707438,2.82579
980,DQN,TitForTat,0.95,0.05,0.0,,0.001,1,4,,,691.941935483871,17.699745999999994,25,0.6985,22709,97291,0.3015,0.1228677681587747,2.432275
981,DQN,TitForTat,0.95,0.05,0.0,,0.01,1,4,,,713.5677419354839,18.715594000000007,24,0.89235,7222,112778,0.10765,0.161843970551035,2.81945
982,DQN,TitForTat,0.95,0.1,0.0,,0.001,1,4,,,645.6612903225806,16.599703000000005,25,0.42295,40530,79470,0.57705,0.349972550422574,1.98675
983,DQN,TitForTat,0.95,0.1,0.0,,0.01,1,4,,,733.5354838709677,18.722157,21,0.936075,2629,117371,0.063925,2.4644797713091138,2.934275
984,DQN,TitForTat,0.95,0.2,0.0,,0.001,1,4,,,726.8822580645161,18.13951,23,0.7035,18472,101528,0.2965,0.4198684750536209,2.5382
985,DQN,TitForTat,0.95,0.2,0.0,,0.01,1,4,,,683.0258064516129,16.957325,25,0.899325,4379,115621,0.100675,2.398369484128806,2.890525
986,DQN,TitForTat,0.95,0.05,0.0,,0.001,1,8,,,703.2290322580645,18.035214,25,0.947825,3021,116979,0.052175,0.202065322942062,2.924475
987,DQN,TitForTat,0.95,0.05,0.0,,0.01,1,8,,,715.3967741935484,19.076049,24,0.973075,1098,118902,0.026925,2.4855,2.97255
988,DQN,TitForTat,0.95,0.1,0.0,,0.001,1,8,,,559.858064516129,18.76704800000001,25,0.253675,49533,70467,0.746325,1.2631373352751136,1.761675
989,DQN,TitForTat,0.95,0.1,0.0,,0.01,1,8,,,695.1758064516129,17.908509000000002,25,0.95155,2013,117987,0.04845,2.459378105165338,2.949675
990,DQN,TitForTat,0.95,0.2,0.0,,0.001,1,8,,,752.9225806451612,18.968875999999995,22,0.71515,15116,104884,0.28485,0.2869011189336609,2.6221
991,DQN,TitForTat,0.95,0.2,0.0,,0.01,1,8,,,764.3064516129032,18.790479999999995,14,0.89865,4428,115572,0.10135,2.43465,2.8893
992,DQN,TitForTat,0.95,0.05,0.0,,0.001,1,16,,,670.941935483871,17.101747000000003,25,0.69195,18913,101087,0.30805,0.1438356135632516,2.527175
993,DQN,TitForTat,0.95,0.05,0.0,,0.01,1,16,,,691.1596774193548,17.59279600000001,24,0.845225,9812,110188,0.154775,0.13908365723538,2.7547
994,DQN,TitForTat,0.95,0.1,0.0,,0.001,1,16,,,742.9951612903226,19.723011,20,0.74115,16324,103676,0.25885,0.1850209001279942,2.5919
995,DQN,TitForTat,0.95,0.1,0.0,,0.01,1,16,,,693.2112903225807,17.690153999999996,24,0.8021,12928,107072,0.1979,0.2379561211954603,2.6768
996,DQN,TitForTat,0.95,0.2,0.0,,0.001,1,16,,,639.1274193548387,17.910416,25,0.6269,16243,103757,0.3731,2.11472601684994,2.593925
997,DQN,TitForTat,0.95,0.2,0.0,,0.01,1,16,,,668.3387096774194,17.253685999999995,25,0.900475,4319,115681,0.099525,2.436564567029476,2.892025
998,DQN,TitForTat,0.95,0.05,0.0,,0.001,1,32,,,728.9145161290322,18.485319000000004,23,0.771125,12968,107032,0.228875,0.0638144155601175,2.6758
999,DQN,TitForTat,0.95,0.05,0.0,,0.01,1,32,,,718.6564516129032,18.409170000000003,23,0.88165,7806,112194,0.11835,0.1574648228732101,2.80485
1000,DQN,TitForTat,0.95,0.1,0.0,,0.001,1,32,,,575.8064516129032,18.686248,25,0.624725,17869,102131,0.375275,2.055951857617229,2.553275
1001,DQN,TitForTat,0.95,0.1,0.0,,0.01,1,32,,,727.2435483870968,18.991983,23,0.949525,2078,117922,0.050475,2.4719969998679763,2.94805
1002,DQN,TitForTat,0.95,0.2,0.0,,0.001,1,32,,,800.3516129032258,20.121457000000003,4,0.8196,9489,110511,0.1804,0.1648904596563712,2.762775
1003,DQN,TitForTat,0.95,0.2,0.0,,0.01,1,32,,,716.6629032258064,17.72488,22,0.79835,10331,109669,0.20165,1.295514458982068,2.741725
1004,DQN,TitForTat,0.95,0.05,0.0,,0.001,1,64,,,707.2354838709678,18.175925,24,0.847275,8065,111935,0.152725,0.1214281966175922,2.798375
1005,DQN,TitForTat,0.95,0.05,0.0,,0.01,1,64,,,693.9032258064516,17.90963399999999,25,0.975775,982,119018,0.024225,2.4872690020732877,2.97545
1006,DQN,TitForTat,0.95,0.1,0.0,,0.001,1,64,,,612.4,16.403992,25,0.948575,2132,117868,0.051425,2.447867799189058,2.9467
1007,DQN,TitForTat,0.95,0.1,0.0,,0.01,1,64,,,716.3774193548387,18.1093,24,0.862525,6699,113301,0.137475,1.0819656877935435,2.832525
1008,DQN,TitForTat,0.95,0.2,0.0,,0.001,1,64,,,714.1370967741935,20.01568300000001,24,0.82355,7711,112289,0.17645,2.296587241858913,2.807225
1009,DQN,TitForTat,0.95,0.2,0.0,,0.01,1,64,,,708.0403225806451,18.900489000000004,25,0.901475,4268,115732,0.098525,2.43733331657052,2.8933
1010,DQN,TitForTat,0.95,0.05,0.0,,0.001,1,128,,,683.8790322580645,18.770503000000005,25,0.921325,4660,115340,0.078675,0.1404891156086669,2.8835
1011,DQN,TitForTat,0.95,0.05,0.0,,0.01,1,128,,,723.2919354838709,19.667019999999997,23,0.910025,5619,114381,0.089975,0.404363480325169,2.859525
1012,DQN,TitForTat,0.95,0.1,0.0,,0.001,1,128,,,568.7306451612903,19.834107,25,0.542575,18937,101063,0.457425,2.02830622974555,2.526575
1013,DQN,TitForTat,0.95,0.1,0.0,,0.01,1,128,,,683.4725806451613,18.402776000000003,25,0.950375,2041,117959,0.049625,2.47491365942806,2.948975
1014,DQN,TitForTat,0.95,0.2,0.0,,0.001,1,128,,,739.8854838709677,19.665389,23,0.897725,4530,115470,0.102275,2.3938931723370502,2.88675
1015,DQN,TitForTat,0.95,0.2,0.0,,0.01,1,128,,,733.9612903225807,20.202009,21,0.898075,4441,115559,0.101925,2.434593634437117,2.888975
1016,DQN,TitForTat,0.95,0.05,0.0,,0.001,2,4,,,713.6548387096774,18.145949,23,0.3095,50807,69193,0.6905,0.6737310475585069,1.729825
1017,DQN,TitForTat,0.95,0.05,0.0,,0.01,2,4,,,774.8483870967742,19.257522,10,0.714275,20856,99144,0.285725,0.1578474089958156,2.4786
1018,DQN,TitForTat,0.95,0.1,0.0,,0.001,2,4,,,692.333870967742,17.430915000000002,23,0.9471,2218,117782,0.0529,2.4691324212739225,2.94455
1019,DQN,TitForTat,0.95,0.1,0.0,,0.01,2,4,,,698.9822580645161,17.846207000000003,24,0.774225,15443,104557,0.225775,0.2526834218959657,2.613925
1020,DQN,TitForTat,0.95,0.2,0.0,,0.001,2,4,,,717.3274193548388,17.659485,22,0.644225,20146,99854,0.355775,0.607267266704826,2.49635
1021,DQN,TitForTat,0.95,0.2,0.0,,0.01,2,4,,,709.8048387096774,18.637036,24,0.68245,20549,99451,0.31755,0.2621366409092891,2.486275
1022,DQN,TitForTat,0.95,0.05,0.0,,0.001,2,8,,,682.5209677419355,17.430427,25,0.40715,39016,80984,0.59285,0.0953503398129151,2.0246
1023,DQN,TitForTat,0.95,0.05,0.0,,0.01,2,8,,,731.6306451612903,19.012152,25,0.786975,15338,104662,0.213025,0.1646972002248697,2.61655
1024,DQN,TitForTat,0.95,0.1,0.0,,0.001,2,8,,,679.3370967741936,17.930865999999995,24,0.5646,27420,92580,0.4354,0.2637580427923381,2.3145
1025,DQN,TitForTat,0.95,0.1,0.0,,0.01,2,8,,,445.68064516129033,21.220654000000003,30,0.791825,14173,105827,0.208175,0.3272108562666463,2.645675
1026,DQN,TitForTat,0.95,0.2,0.0,,0.001,2,8,,,591.8451612903226,18.637858999999995,25,0.474825,24881,95119,0.525175,1.903083181613684,2.377975
1027,DQN,TitForTat,0.95,0.2,0.0,,0.01,2,8,,,542.1870967741935,18.537982,25,0.6373,16132,103868,0.3627,2.1135553372646814,2.5967
1028,DQN,TitForTat,0.95,0.05,0.0,,0.001,2,16,,,399.73548387096776,18.621544,31,0.02515,76253,43747,0.97485,0.4646230679319331,1.093675
1029,DQN,TitForTat,0.95,0.05,0.0,,0.01,2,16,,,701.8887096774193,18.077399,24,0.8665,8835,111165,0.1335,0.1588408504772936,2.779125
1030,DQN,TitForTat,0.95,0.1,0.0,,0.001,2,16,,,706.8112903225806,18.104583,24,0.95105,1991,118009,0.04895,2.47349819984315,2.950225
1031,DQN,TitForTat,0.95,0.1,0.0,,0.01,2,16,,,686.7516129032258,18.713954999999995,25,0.55,33322,86678,0.45,0.447746272638129,2.16695
1032,DQN,TitForTat,0.95,0.2,0.0,,0.001,2,16,,,568.4951612903226,19.48244900000001,25,0.59315,18006,101994,0.40685,2.0705478165763083,2.54985
1033,DQN,TitForTat,0.95,0.2,0.0,,0.01,2,16,,,768.1516129032258,20.281764,11,0.71455,18147,101853,0.28545,0.2544000817418577,2.546325
1034,DQN,TitForTat,0.95,0.05,0.0,,0.001,2,32,,,754.4370967741935,19.742205,12,0.943625,3169,116831,0.056375,0.1638313714046466,2.920775
1035,DQN,TitForTat,0.95,0.05,0.0,,0.01,2,32,,,745.9306451612903,21.760233000000007,16,0.647375,14826,105174,0.352625,1.3499225667724049,2.62935
1036,DQN,TitForTat,0.95,0.1,0.0,,0.001,2,32,,,737.5258064516129,21.560888999999992,18,0.690025,17295,102705,0.309975,0.144652134257915,2.567625
1037,DQN,TitForTat,0.95,0.1,0.0,,0.01,2,32,,,454.6903225806452,22.495815,28,0.78005,14720,105280,0.21995,0.2316680212971029,2.632
1038,DQN,TitForTat,0.95,0.2,0.0,,0.001,2,32,,,760.5935483870968,20.370528,12,0.723525,14988,105012,0.276475,0.1926031584798587,2.6253
1039,DQN,TitForTat,0.95,0.2,0.0,,0.01,2,32,,,801.3177419354839,20.780431,6,0.901525,4328,115672,0.098475,2.435416333518032,2.8918
1040,DQN,TitForTat,0.95,0.05,0.0,,0.001,2,64,,,535.2145161290323,21.428697,25,0.125475,64850,55150,0.874525,0.478944807469547,1.37875
1041,DQN,TitForTat,0.95,0.05,0.0,,0.01,2,64,,,671.1790322580645,17.820575,25,0.8923,6959,113041,0.1077,0.2219275063091438,2.826025
1042,DQN,TitForTat,0.95,0.1,0.0,,0.001,2,64,,,697.4177419354838,17.966845000000006,25,0.949975,2073,117927,0.050025,2.4718548105596563,2.948175
1043,DQN,TitForTat,0.95,0.1,0.0,,0.01,2,64,,,719.2370967741936,18.86560200000001,21,0.8066,12099,107901,0.1934,0.3006770474211784,2.697525
1044,DQN,TitForTat,0.95,0.2,0.0,,0.001,2,64,,,534.4806451612903,24.749815,25,0.86265,6839,113161,0.13735,2.3223238856203623,2.829025
1045,DQN,TitForTat,0.95,0.2,0.0,,0.01,2,64,,,786.5790322580646,19.962641999999995,6,0.855925,6271,113729,0.144075,2.3851751849099063,2.843225
1046,DQN,TitForTat,0.95,0.05,0.0,,0.001,2,128,,,721.3483870967742,19.610544999999995,23,0.91235,5879,114121,0.08765,0.2153071071040029,2.853025
1047,DQN,TitForTat,0.95,0.05,0.0,,0.01,2,128,,,710.424193548387,19.861168,23,0.970325,1368,118632,0.029675,2.4799534576764275,2.9658
1048,DQN,TitForTat,0.95,0.1,0.0,,0.001,2,128,,,746.4112903225806,20.626759,18,0.66425,17218,102782,0.33575,0.911854674568678,2.56955
1049,DQN,TitForTat,0.95,0.1,0.0,,0.01,2,128,,,755.1758064516129,20.837184999999995,11,0.949525,2090,117910,0.050475,2.471628227028251,2.94775
1050,DQN,TitForTat,0.95,0.2,0.0,,0.001,2,128,,,716.8903225806451,20.489756000000007,24,0.792175,10441,109559,0.207825,0.4674007264328449,2.738975
1051,DQN,TitForTat,0.95,0.2,0.0,,0.01,2,128,,,741.0435483870967,20.635222,17,0.900825,4286,115714,0.099175,2.437306064522266,2.89285
1052,DQN,TitForTat,0.95,0.05,0.0,,0.001,4,4,,,708.7016129032259,18.651335000000003,23,0.975675,969,119031,0.024325,1.833829550566612,2.975775
1053,DQN,TitForTat,0.95,0.05,0.0,,0.01,4,4,,,737.9774193548387,20.680337,18,0.87725,8401,111599,0.12275,0.1179445814890465,2.789975
1054,DQN,TitForTat,0.95,0.1,0.0,,0.001,4,4,,,669.7612903225806,17.444973000000005,25,0.949825,2069,117931,0.050175,2.4721875,2.948275
1055,DQN,TitForTat,0.95,0.1,0.0,,0.01,4,4,,,704.4645161290323,17.944819000000003,25,0.9492,2105,117895,0.0508,2.471514489245415,2.947375
1056,DQN,TitForTat,0.95,0.2,0.0,,0.001,4,4,,,429.44193548387096,20.775431,30,0.5493,27198,92802,0.4507,1.4798386873265614,2.32005
1057,DQN,TitForTat,0.95,0.2,0.0,,0.01,4,4,,,672.9806451612903,17.702498,25,0.898975,4401,115599,0.101025,2.3961438297804367,2.889975
1058,DQN,TitForTat,0.95,0.05,0.0,,0.001,4,8,,,692.3612903225807,18.109528,24,0.524875,32879,87121,0.475125,0.4794974429998161,2.178025
1059,DQN,TitForTat,0.95,0.05,0.0,,0.01,4,8,,,710.1838709677419,17.947378,25,0.80075,14279,105721,0.19925,0.1941308722565258,2.643025
1060,DQN,TitForTat,0.95,0.1,0.0,,0.001,4,8,,,417.8806451612903,18.897343,30,0.05095,73251,46749,0.94905,0.6724820741224976,1.168725
1061,DQN,TitForTat,0.95,0.1,0.0,,0.01,4,8,,,704.0096774193548,17.649727999999996,24,0.8485,9272,110728,0.1515,0.125178445282491,2.7682
1062,DQN,TitForTat,0.95,0.2,0.0,,0.001,4,8,,,609.5822580645162,20.220162,25,0.55755,19765,100235,0.44245,2.0271082499666377,2.505875
1063,DQN,TitForTat,0.95,0.2,0.0,,0.01,4,8,,,724.9048387096774,17.745243000000002,21,0.89905,4384,115616,0.10095,2.397678960105155,2.8904
1064,DQN,TitForTat,0.95,0.05,0.0,,0.001,4,16,,,751.9725806451613,18.932501,19,0.382475,39132,80868,0.617525,0.1640198994603039,2.0217
1065,DQN,TitForTat,0.95,0.05,0.0,,0.01,4,16,,,741.2467741935484,18.240096000000005,22,0.817925,12785,107215,0.182075,0.2000726376568433,2.680375
1066,DQN,TitForTat,0.95,0.1,0.0,,0.001,4,16,,,753.1758064516129,19.321324999999995,18,0.45175,34434,85566,0.54825,0.2842969445493279,2.13915
1067,DQN,TitForTat,0.95,0.1,0.0,,0.01,4,16,,,736.4048387096774,18.592268000000004,19,0.94905,2121,117879,0.05095,2.470967165952921,2.946975
1068,DQN,TitForTat,0.95,0.2,0.0,,0.001,4,16,,,725.7725806451613,18.91485,21,0.53515,27285,92715,0.46485,0.4653232744216453,2.317875
1069,DQN,TitForTat,0.95,0.2,0.0,,0.01,4,16,,,426.5048387096774,21.332225000000005,30,0.7561,14794,105206,0.2439,0.2228754213806188,2.63015
1070,DQN,TitForTat,0.95,0.05,0.0,,0.001,4,32,,,757.9774193548387,19.398515,15,0.460275,32383,87617,0.539725,0.0911669165315504,2.190425
1071,DQN,TitForTat,0.95,0.05,0.0,,0.01,4,32,,,478.8064516129032,22.52010800000001,27,0.027,76040,43960,0.973,0.4843136551261337,1.099
1072,DQN,TitForTat,0.95,0.1,0.0,,0.001,4,32,,,730.4935483870968,18.17421,19,0.6134,24229,95771,0.3866,0.3624240196874971,2.394275
1073,DQN,TitForTat,0.95,0.1,0.0,,0.01,4,32,,,660.2306451612903,16.755887,25,0.812325,12209,107791,0.187675,0.2509799144325969,2.694775
1074,DQN,TitForTat,0.95,0.2,0.0,,0.001,4,32,,,549.4129032258064,19.04869400000001,25,0.584275,18553,101447,0.415725,2.056215834855847,2.536175
1075,DQN,TitForTat,0.95,0.2,0.0,,0.01,4,32,,,763.0225806451613,19.085614,14,0.9004,4347,115653,0.0996,2.436195156411957,2.891325
1076,DQN,TitForTat,0.95,0.05,0.0,,0.001,4,64,,,725.9548387096775,19.319753999999996,23,0.867075,7768,112232,0.132925,0.2001509471823236,2.8058
1077,DQN,TitForTat,0.95,0.05,0.0,,0.01,4,64,,,735.7435483870968,19.21695500000001,22,0.9753,999,119001,0.0247,2.486897800117731,2.975025
1078,DQN,TitForTat,0.95,0.1,0.0,,0.001,4,64,,,733.8161290322581,19.050407,18,0.949425,2096,117904,0.050575,2.4713860879272223,2.9476
1079,DQN,TitForTat,0.95,0.1,0.0,,0.01,4,64,,,721.5725806451613,17.943134999999998,23,0.7796,14681,105319,0.2204,0.2835660719809195,2.632975
1080,DQN,TitForTat,0.95,0.2,0.0,,0.001,4,64,,,475.6774193548387,22.366179,27,0.558525,22440,97560,0.441475,1.836062764986752,2.439
1081,DQN,TitForTat,0.95,0.2,0.0,,0.01,4,64,,,731.3887096774193,19.046807,22,0.90325,4221,115779,0.09675,2.4377257780790327,2.894475
1082,DQN,TitForTat,0.95,0.05,0.0,,0.001,4,128,,,681.9338709677419,18.559296,25,0.728575,17402,102598,0.271425,0.1318655452763442,2.56495
1083,DQN,TitForTat,0.95,0.05,0.0,,0.01,4,128,,,698.516129032258,19.161455000000004,25,0.97465,1027,118973,0.02535,2.486738949010242,2.974325
1084,DQN,TitForTat,0.95,0.1,0.0,,0.001,4,128,,,751.3048387096774,19.198339,14,0.95125,2022,117978,0.04875,2.4361872227998096,2.94945
1085,DQN,TitForTat,0.95,0.1,0.0,,0.01,4,128,,,724.2677419354839,20.160262,21,0.87235,7436,112564,0.12765,0.2622530043410345,2.8141
1086,DQN,TitForTat,0.95,0.2,0.0,,0.001,4,128,,,727.6483870967742,19.211228,23,0.899325,4372,115628,0.100675,2.435834849369526,2.8907
1087,DQN,TitForTat,0.95,0.2,0.0,,0.01,4,128,,,722.4532258064517,19.412229,23,0.901275,4287,115713,0.098725,2.437222304266691,2.892825
1088,DQN,TitForTat,0.95,0.05,0.0,,0.001,8,4,,,761.7548387096774,19.533000000000005,15,0.974525,1034,118966,0.025475,2.3968799323497616,2.97415
1089,DQN,TitForTat,0.95,0.05,0.0,,0.01,8,4,,,697.491935483871,17.13916699999999,25,0.975875,974,119026,0.024125,2.487404331588745,2.97565
1090,DQN,TitForTat,0.95,0.1,0.0,,0.001,8,4,,,683.0903225806452,18.956619,24,0.320675,47472,72528,0.679325,0.4744996382821993,1.8132
1091,DQN,TitForTat,0.95,0.1,0.0,,0.01,8,4,,,716.6129032258065,17.90222199999999,23,0.78815,14067,105933,0.21185,0.2101563426673086,2.648325
1092,DQN,TitForTat,0.95,0.2,0.0,,0.001,8,4,,,560.1306451612903,18.040918000000005,25,0.428575,30403,89597,0.571425,1.7741248702010184,2.239925
1093,DQN,TitForTat,0.95,0.2,0.0,,0.01,8,4,,,720.4596774193549,17.483041999999994,23,0.56725,30407,89593,0.43275,0.3807331060650221,2.239825
1094,DQN,TitForTat,0.95,0.05,0.0,,0.001,8,8,,,442.2677419354839,20.916437,29,0.02585,76141,43859,0.97415,0.4825610759040397,1.096475
1095,DQN,TitForTat,0.95,0.05,0.0,,0.01,8,8,,,464.6161290322581,20.953826,27,0.035225,75248,44752,0.964775,0.5000170782123198,1.1188
1096,DQN,TitForTat,0.95,0.1,0.0,,0.001,8,8,,,652.2967741935483,16.620450000000005,25,0.95095,2019,117981,0.04905,2.4728386346158926,2.949525
1097,DQN,TitForTat,0.95,0.1,0.0,,0.01,8,8,,,435.791935483871,21.854528,30,0.85875,8470,111530,0.14125,0.1381476348675014,2.78825
1098,DQN,TitForTat,0.95,0.2,0.0,,0.001,8,8,,,642.4387096774194,16.371413,25,0.5947,26156,93844,0.4053,0.5635931971480717,2.3461
1099,DQN,TitForTat,0.95,0.2,0.0,,0.01,8,8,,,736.233870967742,18.836714,20,0.899,4427,115573,0.101,2.412314335485865,2.889325
1100,DQN,TitForTat,0.95,0.05,0.0,,0.001,8,16,,,708.3322580645162,18.414277,24,0.4055,34598,85402,0.5945,0.2698460280247858,2.13505
1101,DQN,TitForTat,0.95,0.05,0.0,,0.01,8,16,,,712.5709677419355,18.726634,22,0.97635,971,119029,0.02365,1.3663281920531287,2.975725
1102,DQN,TitForTat,0.95,0.1,0.0,,0.001,8,16,,,508.9967741935484,18.970102,26,0.2324,52970,67030,0.7676,0.2145553460554079,1.67575
1103,DQN,TitForTat,0.95,0.1,0.0,,0.01,8,16,,,734.95,18.453706,20,0.948325,2152,117848,0.051675,2.470671750943328,2.9462
1104,DQN,TitForTat,0.95,0.2,0.0,,0.001,8,16,,,705.7290322580645,17.981196999999995,24,0.897425,4445,115555,0.102575,2.43480186996558,2.888875
1105,DQN,TitForTat,0.95,0.2,0.0,,0.01,8,16,,,697.5451612903225,17.937315,24,0.900125,4324,115676,0.099875,2.436531348360772,2.8919
1106,DQN,TitForTat,0.95,0.05,0.0,,0.001,8,32,,,725.8241935483871,18.59443599999999,25,0.974225,1051,118949,0.025775,1.561646220527,2.973725
1107,DQN,TitForTat,0.95,0.05,0.0,,0.01,8,32,,,692.1064516129032,17.483581,24,0.8604,9609,110391,0.1396,0.2014006724246755,2.759775
1108,DQN,TitForTat,0.95,0.1,0.0,,0.001,8,32,,,700.8709677419355,18.376376,24,0.95015,2068,117932,0.04985,2.471963792584161,2.9483
1109,DQN,TitForTat,0.95,0.1,0.0,,0.01,8,32,,,708.8758064516129,17.498357,25,0.950875,2044,117956,0.049125,2.472186785393953,2.9489
1110,DQN,TitForTat,0.95,0.2,0.0,,0.001,8,32,,,747.7903225806451,18.440468000000003,15,0.8976,4423,115577,0.1024,2.4353332208893264,2.889425
1111,DQN,TitForTat,0.95,0.2,0.0,,0.01,8,32,,,719.1854838709677,18.456919999999997,22,0.8996,4354,115646,0.1004,2.4358021053534817,2.89115
1112,DQN,TitForTat,0.95,0.05,0.0,,0.001,8,64,,,658.4822580645161,16.711706999999997,25,0.9578,1889,118111,0.0422,0.2281295957389107,2.952775
1113,DQN,TitForTat,0.95,0.05,0.0,,0.01,8,64,,,682.1854838709677,17.951909000000004,25,0.975775,995,119005,0.024225,2.486872237251699,2.975125
1114,DQN,TitForTat,0.95,0.1,0.0,,0.001,8,64,,,764.9016129032258,19.533030000000004,12,0.580175,27670,92330,0.419825,0.1911382136441404,2.30825
1115,DQN,TitForTat,0.95,0.1,0.0,,0.01,8,64,,,714.9193548387096,19.027129,25,0.95135,2006,117994,0.04865,2.4730854736983776,2.94985
1116,DQN,TitForTat,0.95,0.2,0.0,,0.001,8,64,,,620.9903225806452,21.528554000000007,25,0.5934,18011,101989,0.4066,2.076997290921316,2.549725
1117,DQN,TitForTat,0.95,0.2,0.0,,0.01,8,64,,,713.5112903225806,18.524898,23,0.89755,4460,115540,0.10245,2.4343775510282604,2.8885
1118,DQN,TitForTat,0.95,0.05,0.0,,0.001,8,128,,,707.9274193548387,19.046954000000007,24,0.926875,4333,115667,0.073125,0.1826175509779009,2.891675
1119,DQN,TitForTat,0.95,0.05,0.0,,0.01,8,128,,,722.0,19.217905999999992,23,0.9753,1007,118993,0.0247,2.486751194369793,2.974825
1120,DQN,TitForTat,0.95,0.1,0.0,,0.001,8,128,,,726.1790322580645,19.303325,20,0.674675,21307,98693,0.325325,0.2434866900576505,2.467325
1121,DQN,TitForTat,0.95,0.1,0.0,,0.01,8,128,,,741.3016129032258,20.434804,20,0.950125,2051,117949,0.049875,2.472313896530866,2.948725
1122,DQN,TitForTat,0.95,0.2,0.0,,0.001,8,128,,,705.6032258064516,19.210415,25,0.898625,4423,115577,0.101375,2.3978233452028475,2.889425
1123,DQN,TitForTat,0.95,0.2,0.0,,0.01,8,128,,,693.0467741935483,19.104934000000007,25,0.899925,4331,115669,0.100075,2.4367349913485348,2.891725
1124,DQN,TitForTat,0.95,0.05,0.0,,0.001,10,4,,,666.8532258064516,16.726447999999994,25,0.73645,14959,105041,0.26355,0.565458291940042,2.626025
1125,DQN,TitForTat,0.95,0.05,0.0,,0.01,10,4,,,716.0112903225806,17.933472000000002,22,0.97505,1004,118996,0.02495,1.4460751711039832,2.9749
1126,DQN,TitForTat,0.95,0.1,0.0,,0.001,10,4,,,719.7306451612903,18.614771000000005,22,0.593275,29764,90236,0.406725,0.4488557107405083,2.2559
1127,DQN,TitForTat,0.95,0.1,0.0,,0.01,10,4,,,479.9596774193548,21.015244000000003,26,0.050625,73306,46694,0.949375,0.2518845064238816,1.16735
1128,DQN,TitForTat,0.95,0.2,0.0,,0.001,10,4,,,741.9370967741935,18.573482,16,0.8996,4339,115661,0.1004,2.3980092021104387,2.891525
1129,DQN,TitForTat,0.95,0.2,0.0,,0.01,10,4,,,734.9612903225807,17.975866999999997,18,0.897775,4477,115523,0.102225,2.3961872731139344,2.888075
1130,DQN,TitForTat,0.95,0.05,0.0,,0.001,10,8,,,434.0548387096774,20.075992,31,0.02575,76180,43820,0.97425,0.4757847264594951,1.0955
1131,DQN,TitForTat,0.95,0.05,0.0,,0.01,10,8,,,733.8274193548388,18.74320100000001,19,0.801325,13918,106082,0.198675,0.2126229819666328,2.65205
1132,DQN,TitForTat,0.95,0.1,0.0,,0.001,10,8,,,472.7193548387097,18.341758,26,0.3677,40808,79192,0.6323,0.5423773590730411,1.9798
1133,DQN,TitForTat,0.95,0.1,0.0,,0.01,10,8,,,690.0016129032258,17.49243299999999,25,0.949375,2073,117927,0.050625,2.47238959826827,2.948175
1134,DQN,TitForTat,0.95,0.2,0.0,,0.001,10,8,,,565.6774193548387,18.910757000000004,25,0.46495,27158,92842,0.53505,1.849432133679874,2.32105
1135,DQN,TitForTat,0.95,0.2,0.0,,0.01,10,8,,,739.7564516129032,17.922287999999998,18,0.901275,4271,115729,0.098725,2.437926344303842,2.893225
1136,DQN,TitForTat,0.95,0.05,0.0,,0.001,10,16,,,687.9354838709677,17.67365500000001,25,0.86615,8678,111322,0.13385,0.3499737128186501,2.78305
1137,DQN,TitForTat,0.95,0.05,0.0,,0.01,10,16,,,783.9048387096774,19.902163,8,0.974325,1034,118966,0.025675,1.4627314960411977,2.97415
1138,DQN,TitForTat,0.95,0.1,0.0,,0.001,10,16,,,712.1370967741935,17.320284,24,0.4561,34063,85937,0.5439,0.5228083043295155,2.148425
1139,DQN,TitForTat,0.95,0.1,0.0,,0.01,10,16,,,628.4596774193549,17.253382000000013,25,0.7763,15107,104893,0.2237,0.2162266918110042,2.622325
1140,DQN,TitForTat,0.95,0.2,0.0,,0.001,10,16,,,710.1241935483871,17.695903999999995,23,0.4486,35272,84728,0.5514,0.3750228589819889,2.1182
