,ModelType,agents,discount_rate,epsilon,epsilon_decay,hidden_size,learning_rate,lookback,n1,n2,num_layers,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
389,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.01,8,32,32,,660.1564516129032,15.148967,25,0.899675,62621,537379,0.100325,2.2612893148755164,2.686895
390,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.001,8,32,32,,494.28225806451616,17.109225,25,0.18371,153975,446025,0.81629,0.6774758476098309,2.230125
391,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,8,8,,703.4806451612903,22.779297000000003,23,0.8999,61412,178588,0.1001,1.873675,2.23235
392,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,8,12,,675.6935483870968,24.635499,25,0.505075,86364,153636,0.494925,0.8907399598060436,1.92045
393,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,8,16,,754.55,22.60825400000001,17,0.3858625,75393,164607,0.6141375,0.6789184913275998,2.0575875
394,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,8,24,,713.6322580645161,22.496153000000003,23,0.3945,80666,159334,0.6055,1.0664621762822897,1.991675
395,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,12,8,,750.5822580645162,24.446294,20,0.553075,74106,165894,0.446925,0.9062946413643534,2.073675
396,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,12,12,,737.4145161290322,21.403534000000004,20,0.8997625,60280,179720,0.1002375,1.868512583206976,2.2465
397,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,12,16,,554.4596774193549,20.706799,25,0.4967125,65700,174300,0.5032875,0.7099854643416935,2.17875
398,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,12,24,,598.2887096774193,20.148596,25,0.49225,77303,162697,0.50775,0.7738287181860287,2.0337125
399,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,16,8,,558.3596774193549,20.804335000000005,25,0.4528875,76708,163292,0.5471125,0.913377122426946,2.04115
400,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,16,12,,680.7161290322581,23.549757999999997,25,0.5319375,73670,166330,0.4680625,0.8648319849900985,2.079125
401,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,16,16,,568.4483870967742,20.69377500000001,25,0.52115,80394,159606,0.47885,1.521311006107164,1.995075
402,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,16,24,,739.3887096774193,20.776608,19,0.5536375,56987,183013,0.4463625,0.6736519705844802,2.2876625
403,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,24,8,,694.1838709677419,21.824085000000014,24,0.4304375,66542,173458,0.5695625,0.7181438924222514,2.168225
404,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,24,12,,667.3370967741936,22.326915000000003,25,0.5579375,74979,165021,0.4420625,0.9534661660083016,2.0627625
405,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,24,16,,626.3306451612904,20.812355000000007,25,0.4903625,58123,181877,0.5096375,0.716399340806424,2.2734625
406,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,4,24,24,,730.491935483871,20.522849,23,0.484675,59994,180006,0.515325,0.7620322803428273,2.250075
407,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,8,8,,583.4193548387096,20.034906000000007,25,0.488025,79880,160120,0.511975,1.5300172551938267,2.0015
408,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,8,12,,659.6887096774194,21.921758,25,0.3685875,56870,183130,0.6314125,0.5768588347312102,2.289125
409,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,8,16,,727.9967741935484,19.25372000000001,18,0.3756,65758,174242,0.6244,0.6005891357585172,2.178025
410,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,8,24,,728.4032258064516,20.394029,22,0.4674125,62332,177668,0.5325875,0.7220944503030317,2.22085
411,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,12,8,,720.7112903225807,19.469047000000003,23,0.316125,60886,179114,0.683875,0.6043376948128962,2.238925
412,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,12,12,,715.6,21.496027,25,0.4560625,61457,178543,0.5439375,0.6863088232383526,2.2317875
413,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,12,16,,424.2483870967742,21.79436399999999,31,0.3711375,91601,148399,0.6288625,1.266430543026581,1.8549875
414,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,12,24,,733.9338709677419,18.901568000000008,20,0.3517625,73367,166633,0.6482375,0.7213796246547313,2.0829125
415,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,16,8,,646.2387096774194,18.398695,25,0.3707,57491,182509,0.6293,0.5546875265450574,2.2813625
416,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,16,12,,664.0048387096774,17.914646,25,0.37735,67831,172169,0.62265,0.6755722294124055,2.1521125
417,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,16,16,,671.6870967741935,20.403467000000006,25,0.4702375,56652,183348,0.5297625,0.5978551596880202,2.29185
418,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,16,24,,510.0129032258064,28.298655000000007,25,0.4236625,90210,149790,0.5763375,1.4004384273155217,1.872375
419,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,24,8,,692.7774193548387,22.379943,25,0.900475,61495,178505,0.099525,1.8551520883691797,2.2313125
420,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,24,12,,541.8774193548387,21.651283000000003,26,0.4710875,84984,155016,0.5289125,1.4630200542631993,1.9377
421,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,24,16,,468.2596774193548,22.774673000000007,26,0.5188125,87922,152078,0.4811875,1.424659954622033,1.900975
422,DQN,"TitForTat,OmegaTFT,AllC,AllD",0.95,0.2,0.0,,0.001,8,24,24,,494.8290322580645,22.475227000000004,26,0.47745,82855,157145,0.52255,1.4901152243385216,1.9643125
423,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,1,4,,,412.3258064516129,10.532063,31,0.8274875,75168,644832,0.1725125,0.2095968315032354,2.6868
424,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,1,4,,,654.5451612903225,8.436541000000002,24,0.9752541666666666,12717,707283,0.0247458333333333,1.4054736494144764,2.9470125
425,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,1,4,,,711.9854838709678,9.392776,25,0.8510458333333333,168274,551726,0.1489541666666666,0.5569848791636582,2.298858333333333
426,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,1,4,,,690.3016129032258,9.175339999999998,25,0.4764041666666667,257575,462425,0.5235958333333334,0.4501771763292782,1.926770833333333
427,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,1,4,,,466.3322580645161,11.088398,26,0.1741041666666666,331125,388875,0.8258958333333334,0.5017075766243972,1.6203125
428,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,1,4,,,589.4758064516129,10.674162000000004,25,0.6524625,222669,497331,0.3475375,1.6458669137331492,2.0722125
429,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,1,8,,,708.4209677419354,9.026474,25,0.8947375,83505,636495,0.1052625,0.2963335080504657,2.6520625
430,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,1,8,,,431.8661290322581,10.276781000000003,31,0.395575,257049,462951,0.604425,0.4802218198241711,1.9289625
431,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,1,8,,,440.0,11.312157999999998,29,0.3581791666666666,323087,396913,0.6418208333333333,0.7100654220252541,1.6538041666666667
432,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,1,8,,,667.7741935483871,8.774527,25,0.9494458333333332,35554,684446,0.0505541666666666,2.390650087444981,2.8518583333333334
433,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,1,8,,,629.9725806451613,9.943269,25,0.6865875,212200,507800,0.3134125,1.6737614470620992,2.115833333333333
434,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,1,8,,,699.7854838709677,9.131291999999998,24,0.899375,88122,631878,0.100625,2.2154208333333334,2.632825
435,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,1,16,,,751.15,9.830126000000003,19,0.9749791666666666,12770,707230,0.0250208333333333,1.4472918806183008,2.9467916666666665
436,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,1,16,,,691.3612903225807,8.917001,25,0.9753458333333334,12738,707262,0.0246541666666666,2.4633890346368155,2.946925
437,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,1,16,,,678.3806451612903,10.581937,25,0.7964708333333334,142194,577806,0.2035291666666666,1.375779446979098,2.407525
438,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,1,16,,,665.6209677419355,9.662922999999996,25,0.7076375,161277,558723,0.2923625,0.4910444191897735,2.3280125
439,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,1,16,,,510.6822580645161,10.742579999999998,25,0.5598583333333333,237776,482224,0.4401416666666666,0.7144955320949138,2.0092666666666665
440,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,1,16,,,682.8370967741936,9.752456000000004,24,0.6864375,212123,507877,0.3135625,1.6738288889069377,2.1161541666666666
441,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,1,32,,,693.9370967741935,9.056204,25,0.9740583333333334,13446,706554,0.0259416666666666,1.4657679114127538,2.943975
442,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,1,32,,,463.7758064516129,11.070746999999995,27,0.3570458333333333,265389,454611,0.6429541666666667,0.5399913618785627,1.8942125
443,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,1,32,,,616.6177419354839,9.451707,25,0.683825,176181,543819,0.316175,0.6848579877742492,2.2659125
444,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,1,32,,,687.2129032258065,9.264737999999998,25,0.9503833333333334,36090,683910,0.0496166666666666,2.388387540229882,2.849625
445,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,1,32,,,705.6790322580645,10.102561,23,0.556575,236462,483538,0.443425,0.6777721963395258,2.0147416666666667
446,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,1,32,,,463.2629032258064,10.882970999999998,28,0.3894375,293427,426573,0.6105625,0.4974613216550819,1.7773875
447,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,1,64,,,681.5983870967742,9.340818,25,0.8566083333333333,106067,613933,0.1433916666666666,0.3956640014800686,2.5580541666666665
448,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,1,64,,,442.0564516129032,10.881677,29,0.2771166666666667,288048,431952,0.7228833333333333,0.5009122733166956,1.7998
449,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,1,64,,,668.5532258064516,9.046062000000004,25,0.7892083333333333,153222,566778,0.2107916666666666,0.9203229232984472,2.361575
450,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,1,64,,,703.9854838709678,9.591814000000005,25,0.9492,35349,684651,0.0508,2.391106764814316,2.8527125
451,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,1,64,,,520.2983870967741,10.566922,25,0.5704083333333333,238546,481454,0.4295916666666666,0.6889322436287313,2.0060583333333333
452,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,1,64,,,746.9790322580645,9.642219000000004,20,0.9005375,86456,633544,0.0994625,2.2212640792353944,2.6397666666666666
453,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,1,128,,,586.1435483870968,9.68537,25,0.8719916666666667,92188,627812,0.1280083333333333,0.3524417285570349,2.615883333333333
454,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,1,128,,,675.8758064516129,9.139414,25,0.953675,22715,697285,0.046325,2.169231938823404,2.9053541666666667
455,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,1,128,,,683.8887096774193,9.501057,25,0.9506,35367,684633,0.0494,2.3910479274630547,2.8526375
456,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,1,128,,,737.2145161290323,9.972334000000002,20,0.9505541666666668,36596,683404,0.0494458333333333,2.386801686475209,2.8475166666666665
457,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,1,128,,,757.9096774193548,10.551710999999996,16,0.8993416666666667,86469,633531,0.1006583333333333,2.221050016521585,2.6397125
458,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,1,128,,,719.2532258064516,9.899072000000002,22,0.8994458333333334,90985,629015,0.1005541666666666,2.2051604364355404,2.620895833333333
459,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,2,4,,,432.68064516129033,10.775588,30,0.0248666666666666,384134,335866,0.9751333333333332,0.7457523949724834,1.3994416666666667
460,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,2,4,,,725.8354838709678,9.442814,24,0.97485,12414,707586,0.02515,1.4017582255503434,2.948275
461,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,2,4,,,664.8758064516129,9.025628000000005,25,0.7741875,167034,552966,0.2258125,0.418145006499057,2.304025
462,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,2,4,,,638.8241935483871,8.493568999999999,25,0.9493208333333332,37609,682391,0.0506791666666666,2.3648201724356643,2.8432958333333334
463,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,2,4,,,467.8774193548387,11.725016999999994,27,0.1122791666666666,359341,360659,0.8877208333333333,0.5194707707905726,1.5027458333333332
464,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,2,4,,,737.0693548387097,9.492895000000004,18,0.451175,274653,445347,0.548825,0.4254206738306459,1.8556125
465,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,2,8,,,697.7193548387097,9.097593999999996,24,0.4736,214299,505701,0.5264,0.2728047103045778,2.1070875
466,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,2,8,,,426.76935483870966,11.444972,30,0.0247791666666666,384200,335800,0.9752208333333332,0.7408912575754256,1.399166666666667
467,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,2,8,,,681.8967741935484,10.321570000000005,25,0.7727166666666667,141959,578041,0.2272833333333333,0.3524471483216052,2.4085041666666664
468,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,2,8,,,464.6741935483871,11.706250000000004,29,0.1240791666666666,353662,366338,0.8759208333333334,0.4245096111568804,1.5264083333333334
469,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,2,8,,,650.3887096774193,9.034319000000002,25,0.5928833333333333,244954,475046,0.4071166666666667,0.637121991635395,1.979358333333333
470,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,2,8,,,716.6854838709677,9.230466999999996,21,0.89945,91167,628833,0.10055,2.203182659221228,2.6201375
471,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,2,16,,,715.8403225806452,9.400656,22,0.9748125,12653,707347,0.0251875,2.463864583333333,2.9472791666666667
472,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,2,16,,,436.4225806451613,10.684520999999998,28,0.0300708333333333,382706,337294,0.9699291666666666,0.7543952559624949,1.4053916666666666
473,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,2,16,,,643.6064516129032,8.586290000000002,25,0.8170541666666666,117942,602058,0.1829458333333333,0.3583712712028258,2.508575
474,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,2,16,,,468.34032258064514,12.726825000000002,28,0.4009791666666666,269865,450135,0.5990208333333333,0.4148573157283202,1.8755625
475,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,2,16,,,650.424193548387,9.214507,25,0.6006583333333333,236837,483163,0.3993416666666666,0.5980799984251847,2.0131791666666667
476,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,2,16,,,446.85,11.258802999999997,30,0.2621083333333333,319888,400112,0.7378916666666666,0.5255912121521062,1.6671333333333334
477,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,2,32,,,421.0709677419355,10.314706999999997,29,0.024525,385097,334903,0.975475,0.7315654435906205,1.3954291666666667
478,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,2,32,,,463.1774193548387,11.081401,30,0.3407375,268261,451739,0.6592625,0.4384245858322735,1.8822458333333332
479,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,2,32,,,715.0112903225806,9.530899999999995,24,0.8445666666666667,107911,612089,0.1554333333333333,1.190859217171892,2.550370833333333
480,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,2,32,,,511.5032258064516,11.944972,25,0.2551708333333333,308580,411420,0.7448291666666667,0.4175613752186759,1.71425
481,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,2,32,,,509.0983870967742,10.898802000000002,25,0.6239666666666667,216076,503924,0.3760333333333333,0.5447821723352947,2.099683333333333
482,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,2,32,,,687.8516129032258,9.19046,25,0.9005583333333333,89911,630089,0.0994416666666666,2.2087609078529145,2.625370833333333
483,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,2,64,,,705.6806451612903,9.289838,25,0.860425,83380,636620,0.139575,0.2449243663689101,2.6525833333333333
484,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,2,64,,,701.3096774193548,9.468687,24,0.9746166666666668,13364,706636,0.0253833333333333,1.4257980316426309,2.9443166666666665
485,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,2,64,,,763.2532258064516,10.023697,15,0.949875,36739,683261,0.050125,2.38637390366594,2.8469208333333333
486,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,2,64,,,750.5822580645162,9.873083,21,0.9494041666666668,39265,680735,0.0505958333333333,2.377375857196345,2.836395833333333
487,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,2,64,,,658.1967741935484,8.698758999999997,25,0.6961125,196036,523964,0.3038875,0.5425956688057337,2.183183333333333
488,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,2,64,,,664.0145161290322,9.361944,25,0.8998916666666666,88290,631710,0.1001083333333333,2.214605514310797,2.632125
489,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,2,128,,,712.9822580645161,9.648917999999998,23,0.8822083333333334,67330,652670,0.1177916666666666,0.2273069048896596,2.7194583333333333
490,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,2,128,,,680.5064516129032,9.607483,25,0.9745875,12253,707747,0.0254125,2.4652975226666003,2.948945833333333
491,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,2,128,,,736.241935483871,10.330511999999995,21,0.9497666666666666,37752,682248,0.0502333333333333,2.382743144067566,2.8427
492,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,2,128,,,734.5258064516129,9.963138,21,0.9487,37116,682884,0.0513,2.3849105029674664,2.84535
493,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,2,128,,,702.6887096774194,9.985437,25,0.8987708333333333,89406,630594,0.1012291666666666,2.2101614790351984,2.627475
494,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,2,128,,,722.0241935483871,9.956884999999998,23,0.8994916666666667,87538,632462,0.1005083333333333,2.218326292644938,2.6352583333333333
495,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,4,4,,,739.0274193548387,9.48824,19,0.9747958333333332,12620,707380,0.0252041666666666,1.4108365186491516,2.947416666666667
496,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,4,4,,,494.7258064516129,11.385882,26,0.0252541666666666,384525,335475,0.9747458333333332,0.7594220944292513,1.3978125
497,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,4,4,,,709.4887096774194,9.072994,21,0.4213666666666666,246930,473070,0.5786333333333333,0.6101671237473669,1.971125
498,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,4,4,,,408.1016129032258,9.663625,31,0.1154208333333333,354927,365073,0.8845791666666667,0.7955266455257617,1.5211375
499,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,4,4,,,711.0241935483871,9.79925,23,0.7897875,139108,580892,0.2102125,0.4647363493312001,2.4203833333333336
500,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,4,4,,,719.2612903225806,10.061669000000002,23,0.5304875,253052,466948,0.4695125,0.4146825567860135,1.9456166666666668
501,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.001,4,8,,,693.8451612903226,9.129382,23,0.7527083333333333,111347,608653,0.2472916666666666,0.1710394552389931,2.5360541666666667
502,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.05,0.0,,0.01,4,8,,,444.1548387096774,10.231609,30,0.2201166666666666,311935,408065,0.7798833333333334,0.3761936500262841,1.7002708333333334
503,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.001,4,8,,,723.0387096774193,9.684102,20,0.7045166666666667,134591,585409,0.2954833333333333,0.4042895897292042,2.439204166666667
504,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.1,0.0,,0.01,4,8,,,738.9564516129033,9.551915,21,0.9500625,38255,681745,0.0499375,2.3808296595017118,2.8406041666666666
505,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.001,4,8,,,494.0306451612903,11.136693999999997,27,0.2524,291334,428666,0.7476,0.6111312768865119,1.7861083333333334
506,DQN,"TitForTat,OmegaTFT,TFTT,TTFT,GradualTFT,GenerousTFT",0.95,0.2,0.0,,0.01,4,8,,,738.2016129032259,9.347707,19,0.900325,89606,630394,0.099675,2.209579966980716,2.6266416666666665
