,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,2,0.1,0.0,0.05,0.001,0.95,0.46921525,0.53078475,,1.980084,15840672.0,8159328.0,16,756.2370967741936,0.8589940000000001,"TitForTat,OmegaTFT,AllC,AllD"
1,,2,0.1,0.0,0.05,0.001,0.99,0.73166425,0.26833575,,2.296131875,18369055.0,5630945.0,20,752.666129032258,0.9560000000000003,"TitForTat,OmegaTFT,AllC,AllD"
2,,2,0.1,0.0,0.05,0.01,0.95,0.438752125,0.561247875,,2.102871625,16822973.0,7177027.0,31,406.8483870967742,2.8330300000000004,"TitForTat,OmegaTFT,AllC,AllD"
3,,2,0.1,0.0,0.05,0.01,0.99,0.504459,0.495541,,2.07913825,16633106.0,7366894.0,30,425.98225806451615,3.7988580000000014,"TitForTat,OmegaTFT,AllC,AllD"
4,,2,0.2,0.0,0.05,0.001,0.95,0.528194,0.471806,,2.003632625,16029061.0,7970939.0,15,756.6838709677419,0.901068,"TitForTat,OmegaTFT,AllC,AllD"
5,,2,0.2,0.0,0.05,0.001,0.99,0.580356625,0.419643375,,1.97634375,15810750.0,8189250.0,28,469.15645161290325,4.006988000000001,"TitForTat,OmegaTFT,AllC,AllD"
6,,2,0.2,0.0,0.05,0.01,0.95,0.478122125,0.521877875,,2.038986375,16311891.0,7688109.0,25,705.7451612903226,0.7660029999999999,"TitForTat,OmegaTFT,AllC,AllD"
7,,2,0.2,0.0,0.05,0.01,0.99,0.472370375,0.527629625,,2.030548375,16244387.0,7755613.0,30,441.69354838709677,3.003997,"TitForTat,OmegaTFT,AllC,AllD"
8,,4,0.1,0.0,0.05,0.001,0.95,0.444995625,0.555004375,,2.268572,18148576.0,5851424.0,31,418.38709677419354,3.4795399999999987,"TitForTat,OmegaTFT,AllC,AllD"
9,,4,0.1,0.0,0.05,0.001,0.99,0.707453375,0.292546625,,2.343049125,18744393.0,5255607.0,25,672.0629032258065,0.9309749999999999,"TitForTat,OmegaTFT,AllC,AllD"
10,,4,0.1,0.0,0.05,0.01,0.95,0.43133475,0.56866525,,2.584067875,20672543.0,3327457.0,31,454.23870967741937,3.811952999999999,"TitForTat,OmegaTFT,AllC,AllD"
11,,4,0.1,0.0,0.05,0.01,0.99,0.488202875,0.511797125,,2.30104775,18408382.0,5591618.0,26,489.73548387096776,2.8459869999999996,"TitForTat,OmegaTFT,AllC,AllD"
12,,4,0.2,0.0,0.05,0.001,0.95,0.50121825,0.49878175,,2.141928875,17135431.0,6864569.0,31,398.3354838709677,2.297983,"TitForTat,OmegaTFT,AllC,AllD"
13,,4,0.2,0.0,0.05,0.001,0.99,0.542002625,0.457997375,,1.983163875,15865311.0,8134689.0,27,485.4129032258065,3.5779610000000006,"TitForTat,OmegaTFT,AllC,AllD"
14,,4,0.2,0.0,0.05,0.01,0.95,0.37691025,0.62308975,,2.531358875,20250871.0,3749129.0,24,687.9693548387097,0.7420079999999998,"TitForTat,OmegaTFT,AllC,AllD"
15,,4,0.2,0.0,0.05,0.01,0.99,0.385259875,0.614740125,,2.266139375,18129115.0,5870885.0,28,448.1741935483871,2.816999,"TitForTat,OmegaTFT,AllC,AllD"
16,,8,0.1,0.0,0.05,0.001,0.95,0.66442975,0.33557025,,2.339353375,18714827.0,5285173.0,27,463.8225806451613,3.5149779999999993,"TitForTat,OmegaTFT,AllC,AllD"
17,,8,0.1,0.0,0.05,0.001,0.99,0.62469975,0.37530025,,2.355303375,18842427.0,5157573.0,31,441.93064516129033,3.784049000000001,"TitForTat,OmegaTFT,AllC,AllD"
18,,8,0.1,0.0,0.05,0.01,0.95,0.633016,0.366984,,2.477592875,19820743.0,4179257.0,24,713.3451612903226,0.8860650000000001,"TitForTat,OmegaTFT,AllC,AllD"
19,,8,0.1,0.0,0.05,0.01,0.99,0.619215875,0.380784125,,2.407683875,19261471.0,4738529.0,31,425.4596774193548,3.044000999999999,"TitForTat,OmegaTFT,AllC,AllD"
20,,8,0.2,0.0,0.05,0.001,0.95,0.491457625,0.508542375,,2.087031625,16696253.0,7303747.0,23,715.8032258064516,0.9340290000000001,"TitForTat,OmegaTFT,AllC,AllD"
21,,8,0.2,0.0,0.05,0.001,0.99,0.48607275,0.51392725,,2.058964375,16471715.0,7528285.0,27,467.96774193548384,2.950023999999999,"TitForTat,OmegaTFT,AllC,AllD"
22,,8,0.2,0.0,0.05,0.01,0.95,0.47573475,0.52426525,,2.282258,18258064.0,5741936.0,27,459.7483870967742,3.2090739999999993,"TitForTat,OmegaTFT,AllC,AllD"
23,,8,0.2,0.0,0.05,0.01,0.99,0.524298625,0.475701375,,2.24189275,17935142.0,6064858.0,26,476.3677419354839,3.1650359999999993,"TitForTat,OmegaTFT,AllC,AllD"
24,,10,0.1,0.0,0.05,0.001,0.95,0.6269625,0.3730375,,2.374787,18998296.0,5001704.0,26,454.4935483870968,4.2520050000000005,"TitForTat,OmegaTFT,AllC,AllD"
25,,10,0.1,0.0,0.05,0.001,0.99,0.610460125,0.389539875,,2.274079,18192632.0,5807368.0,23,716.3290322580646,0.8720580000000001,"TitForTat,OmegaTFT,AllC,AllD"
26,,10,0.1,0.0,0.05,0.01,0.95,0.66446675,0.33553325,,2.353619375,18828955.0,5171045.0,28,447.98225806451615,3.5681390000000017,"TitForTat,OmegaTFT,AllC,AllD"
27,,10,0.1,0.0,0.05,0.01,0.99,0.649352375,0.350647625,,2.303493875,18427951.0,5572049.0,14,780.6274193548387,0.9150300000000001,"TitForTat,OmegaTFT,AllC,AllD"
28,,10,0.2,0.0,0.05,0.001,0.95,0.344466625,0.655533375,,1.805843125,14446745.0,9553255.0,27,477.4032258064516,2.941008,"TitForTat,OmegaTFT,AllC,AllD"
29,,10,0.2,0.0,0.05,0.001,0.99,0.442282,0.557718,,1.96775725,15742058.0,8257942.0,31,424.96290322580643,2.9110379999999996,"TitForTat,OmegaTFT,AllC,AllD"
30,,10,0.2,0.0,0.05,0.01,0.95,0.499478875,0.500521125,,2.18179975,17454398.0,6545602.0,27,474.791935483871,3.181056999999999,"TitForTat,OmegaTFT,AllC,AllD"
31,,10,0.2,0.0,0.05,0.01,0.99,0.577454875,0.422545125,,2.19824375,17585950.0,6414050.0,25,646.2467741935484,0.9040720000000001,"TitForTat,OmegaTFT,AllC,AllD"
