,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.1,0.0,0.05,0.1,0.95,0.9490755,0.0509245,,2.9474512,29474512.0,525488.0,25,663.7145161290323,0.7086240000000001,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
1,,1,0.1,0.0,0.05,0.1,0.99,0.9491661,0.0508339,,2.9475214,29475214.0,524786.0,16,752.9758064516129,0.7939859999999999,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
2,,1,0.1,0.0,0.05,0.01,0.95,0.9476416,0.0523584,,2.9403694,29403694.0,596306.0,23,713.5725806451613,0.7308379999999998,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
3,,1,0.1,0.0,0.05,0.01,0.99,0.9495528,0.0504472,,2.9477975,29477975.0,522025.0,24,680.2967741935483,0.743881,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
4,,1,0.1,0.0,0.05,0.001,0.95,0.9500068,0.0499932,,2.9494622,29494622.0,505378.0,21,732.0693548387097,0.8351939999999999,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
5,,1,0.1,0.0,0.05,0.001,0.99,0.9359201,0.0640799,,2.9130407,29130407.0,869593.0,25,680.4032258064516,0.7899959999999999,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
6,,1,0.2,0.0,0.05,0.1,0.95,0.8914904,0.1085096,,2.8579661,28579661.0,1420339.0,25,672.6983870967742,0.7380329999999997,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
7,,1,0.2,0.0,0.05,0.1,0.99,0.8927654,0.1072346,,2.86192,28619200.0,1380800.0,4,814.2048387096775,0.8567239999999997,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
8,,1,0.2,0.0,0.05,0.01,0.95,0.8967538,0.1032462,,2.8681874,28681874.0,1318126.0,23,730.7145161290323,0.8218709999999996,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
9,,1,0.2,0.0,0.05,0.01,0.99,0.894836,0.105164,,2.8579765,28579765.0,1420235.0,24,730.1032258064516,0.8337970000000001,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
10,,1,0.2,0.0,0.05,0.001,0.95,0.8969162,0.1030838,,2.8630561,28630561.0,1369439.0,20,712.408064516129,0.7629389999999997,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
11,,1,0.2,0.0,0.05,0.001,0.99,0.8947528,0.1052472,,2.8609767,28609767.0,1390233.0,24,705.9274193548387,0.7588790000000001,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
12,,2,0.1,0.0,0.05,0.1,0.95,0.9445164,0.0554836,,2.9342506,29342506.0,657494.0,25,675.7564516129032,0.7340379999999999,"TitForTat,OmegaTFT,Borufsen,SteinAndRapoport,SecondByWeiner"
