,model,lookback,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,,1,0.1,0.0,0.01,0.99,0.77095,0.22905,,2.5549791666666666,613195,106805,25,673.6225806451613,0.782663,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
1,,1,0.1,0.0,0.01,0.95,0.8250083333333333,0.17499166666666666,,2.60605,625452,94548,22,718.4032258064516,0.9350379999999999,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
2,,1,0.2,0.0,0.01,0.99,0.8505625,0.1494375,,2.6907833333333335,645788,74212,25,682.05,1.155771,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
3,,1,0.2,0.0,0.01,0.95,0.891475,0.108525,,2.698770833333333,647705,72295,25,701.4516129032259,0.6883900000000002,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
4,,1,0.01,0.0,0.01,0.99,0.8974458333333334,0.10255416666666667,,2.7235833333333335,653660,66340,23,694.0725806451613,0.865333,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
5,,1,0.01,0.0,0.01,0.95,0.8931583333333334,0.10684166666666667,,2.7174916666666666,652198,67802,25,695.85,0.7970100000000001,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
6,,2,0.1,0.0,0.01,0.99,0.46637083333333335,0.5336291666666667,,2.175666666666667,522160,197840,21,727.6370967741935,0.8300989999999998,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
7,,2,0.1,0.0,0.01,0.95,0.7015541666666667,0.29844583333333335,,2.4812,595488,124512,25,704.2919354838709,0.8630729999999999,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
8,,2,0.2,0.0,0.01,0.99,0.8758625,0.1241375,,2.6744,641856,78144,21,731.2032258064517,0.9445389999999999,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
9,,2,0.2,0.0,0.01,0.95,0.8552333333333333,0.14476666666666665,,2.6329166666666666,631900,88100,22,730.6370967741935,0.8081590000000002,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
10,,2,0.01,0.0,0.01,0.99,0.7560083333333333,0.24399166666666666,,2.5109875,602637,117363,30,429.0306451612903,3.9854410000000007,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
11,,2,0.01,0.0,0.01,0.95,0.824425,0.175575,,2.5598083333333332,614354,105646,25,662.2967741935483,1.2017019999999998,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
12,,4,0.1,0.0,0.01,0.99,0.378975,0.621025,,2.1769458333333334,522467,197533,23,709.4209677419354,0.7870599999999999,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
13,,4,0.1,0.0,0.01,0.95,0.6053041666666666,0.39469583333333336,,2.3912875,573909,146091,26,487.7483870967742,3.608234,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
14,,4,0.2,0.0,0.01,0.99,0.7517291666666667,0.24827083333333333,,2.6261041666666665,630265,89735,25,687.591935483871,0.7655310000000002,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
15,,4,0.2,0.0,0.01,0.95,0.68105,0.31895,,2.3373916666666665,560974,159026,25,665.3548387096774,0.8381009999999998,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
16,,4,0.01,0.0,0.01,0.99,0.44577083333333334,0.5542291666666667,,2.0123333333333333,482960,237040,20,733.9645161290323,0.8787560000000002,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
17,,4,0.01,0.0,0.01,0.95,0.6588041666666666,0.3411958333333333,,2.356104166666667,565465,154535,25,692.3241935483871,0.880025,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
18,,6,0.1,0.0,0.01,0.99,0.6534666666666666,0.34653333333333336,,2.4462,587088,132912,23,722.3967741935484,0.9675759999999999,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
19,,6,0.1,0.0,0.01,0.95,0.5058458333333333,0.49415416666666667,,2.2989208333333333,551741,168259,25,666.9967741935484,0.9160500000000001,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
20,,6,0.2,0.0,0.01,0.99,0.5866125,0.4133875,,2.079095833333333,498983,221017,29,455.00967741935483,3.6571460000000005,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
21,,6,0.2,0.0,0.01,0.95,0.6309958333333333,0.3690041666666667,,2.3550875,565221,154779,25,687.7306451612903,1.327057,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
22,,6,0.01,0.0,0.01,0.99,0.64845,0.35155,,2.290566666666667,549736,170264,20,741.1564516129032,1.0056060000000004,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
23,,6,0.01,0.0,0.01,0.95,0.5960041666666667,0.40399583333333333,,2.34145,561948,158052,24,693.424193548387,1.5590640000000002,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
24,,8,0.1,0.0,0.01,0.99,0.6574416666666667,0.34255833333333335,,2.4022375,576537,143463,25,681.5032258064516,0.9210690000000002,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
25,,8,0.1,0.0,0.01,0.95,0.5489125,0.4510875,,2.2357583333333335,536582,183418,12,768.6064516129032,1.1411410000000002,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
26,,8,0.2,0.0,0.01,0.99,0.5138666666666667,0.4861333333333333,,2.2422041666666668,538129,181871,25,495.2467741935484,3.9448700000000003,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
27,,8,0.2,0.0,0.01,0.95,0.5682041666666666,0.4317958333333333,,2.352675,564642,155358,23,715.4903225806452,0.9615800000000001,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
28,,8,0.01,0.0,0.01,0.99,0.489625,0.510375,,2.1992875,527829,192171,29,462.0274193548387,5.800753,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
29,,8,0.01,0.0,0.01,0.95,0.6063666666666667,0.39363333333333334,,2.378645833333333,570875,149125,29,439.2741935483871,4.1455,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
30,,10,0.1,0.0,0.01,0.99,0.5706208333333334,0.42937916666666665,,2.2697666666666665,544744,175256,25,691.4,1.0027089999999999,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen"
