,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
28,,4,0.1,0.0,0.05,0.001,0.95,0.51023,0.48977,,2.32047,1392282.0,407718.0,25,673.9645161290323,0.7435190000000002,"TitForTat,AllC,AllD"
29,,4,0.1,0.0,0.05,0.001,0.99,0.6256733333333333,0.37432666666666664,,2.32651,1395906.0,404094.0,26,470.23064516129034,2.9266840000000003,"TitForTat,AllC,AllD"
30,,4,0.1,0.0,0.05,0.01,0.95,0.5186516666666666,0.4813483333333333,,2.342255,1405353.0,394647.0,30,427.85483870967744,3.326167,"TitForTat,AllC,AllD"
31,,4,0.1,0.0,0.05,0.01,0.99,0.6204183333333333,0.37958166666666665,,2.344315,1406589.0,393411.0,18,741.1629032258064,0.8013599999999997,"TitForTat,AllC,AllD"
32,,4,0.2,0.0,0.05,0.001,0.95,0.491015,0.508985,,2.1335933333333332,1280156.0,519844.0,28,478.81451612903226,3.6697920000000015,"TitForTat,AllC,AllD"
33,,4,0.2,0.0,0.05,0.001,0.99,0.392685,0.607315,,1.86524,1119144.0,680856.0,31,445.75967741935483,2.9504150000000005,"TitForTat,AllC,AllD"
34,,4,0.2,0.0,0.05,0.01,0.95,0.5312733333333334,0.4687266666666667,,2.3734383333333335,1424063.0,375937.0,31,440.2951612903226,3.143628,"TitForTat,AllC,AllD"
35,,4,0.2,0.0,0.05,0.01,0.99,0.5596333333333333,0.4403666666666667,,2.3688,1421280.0,378720.0,25,667.6564516129032,0.734832,"TitForTat,AllC,AllD"
36,,8,0.05,0.0,0.05,0.001,0.95,0.7349266666666666,0.2650733333333333,,2.252385,1351431.0,448569.0,20,737.4854838709678,0.882303,"TitForTat,AllC,AllD"
37,,8,0.05,0.0,0.05,0.001,0.99,0.6605783333333334,0.3394216666666667,,2.293685,1376211.0,423789.0,24,691.766129032258,0.7674559999999999,"TitForTat,AllC,AllD"
