,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
58,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.001,0.95,0.339505,0.660495,1.0970485087002262,1.565565,313113,286887,25,543.8790322580645,18.123755000000003,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
59,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.01,0.95,0.141545,0.858455,0.23752039310769116,1.21874,243748,356252,31,428.3048387096774,16.969316,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
60,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",8,32,0.05,0.0,0.001,0.95,0.83427,0.16573,0.0644330807132881,2.66776,533552,66448,25,690.2935483870967,14.799617999999999,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
61,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",8,32,0.05,0.0,0.01,0.95,0.618255,0.381745,0.40403994796151904,2.239985,447997,152003,26,470.1338709677419,18.645120000000006,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
62,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",8,32,0.2,0.0,0.001,0.95,0.739815,0.260185,0.15173449674558565,2.43497,486994,113006,25,674.8483870967742,14.186719999999998,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
63,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",8,32,0.2,0.0,0.01,0.95,0.901695,0.098305,2.3775075876686746,2.82326,564652,35348,24,701.7306451612903,14.286174000000004,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
64,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",8,64,0.05,0.0,0.001,0.95,0.87962,0.12038,0.08535176455828344,2.753625,550725,49275,31,451.73064516129034,16.03299,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
65,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",8,64,0.05,0.0,0.01,0.95,0.263125,0.736875,0.21168133745551268,1.53313,306626,293374,26,481.46451612903223,16.892588000000007,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
66,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",8,64,0.2,0.0,0.001,0.95,0.799925,0.200075,0.13378771021547461,2.552755,510551,89449,23,730.6129032258065,14.783114000000007,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
67,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",8,64,0.2,0.0,0.01,0.95,0.90065,0.09935,2.376309461313654,2.82161,564322,35678,22,741.1677419354838,15.365581000000002,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
68,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",8,128,0.05,0.0,0.001,0.95,0.86615,0.13385,0.11027068017694641,2.72564,545128,54872,22,725.5258064516129,15.541028999999996,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
69,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",8,128,0.05,0.0,0.01,0.95,0.9753,0.0247,2.476162593985796,2.96208,592416,7584,23,723.4048387096774,15.762976,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
70,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",8,128,0.2,0.0,0.001,0.95,0.7746,0.2254,0.22385305584885518,2.43356,486712,113288,25,666.7870967741935,14.634061999999997,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
71,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",8,128,0.2,0.0,0.01,0.95,0.900285,0.099715,2.374413954586219,2.819195,563839,36161,25,683.0032258064516,15.108354999999996,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
72,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",10,4,0.05,0.0,0.001,0.95,0.025265,0.974735,0.43634428521679086,1.063815,212763,387237,26,476.73064516129034,17.927492999999995,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
73,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",10,4,0.05,0.0,0.01,0.95,0.975285,0.024715,1.3582230522103227,2.961335,592267,7733,18,735.5435483870967,15.767625999999996,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
74,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",10,4,0.2,0.0,0.001,0.95,0.17681,0.82319,0.2621231738711063,1.30391,260782,339218,25,500.31612903225806,15.686005000000005,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
75,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",10,4,0.2,0.0,0.01,0.95,0.29185,0.70815,1.0124536064791791,1.48047,296094,303906,25,577.358064516129,17.684811999999997,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
76,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",10,8,0.05,0.0,0.001,0.95,0.86224,0.13776,0.13970795142201747,2.65261,530522,69478,25,696.3096774193548,14.616537999999998,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
77,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",10,8,0.05,0.0,0.01,0.95,0.396915,0.603085,0.32639249011351223,1.78043,356086,243914,30,431.06129032258065,17.165660999999997,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
78,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",10,8,0.2,0.0,0.001,0.95,0.691675,0.308325,0.15515368498896231,2.30914,461828,138172,25,683.7370967741936,15.045278000000001,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
79,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",10,8,0.2,0.0,0.01,0.95,0.89896,0.10104,2.3667573341880925,2.810035,562007,37993,15,765.3983870967742,15.326208000000001,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
80,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",10,16,0.05,0.0,0.001,0.95,0.032215,0.967785,0.4509655999839485,1.078705,215741,384259,30,448.19032258064516,17.343493999999993,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
81,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",10,16,0.05,0.0,0.01,0.95,0.16191,0.83809,0.14074871189926014,1.324905,264981,335019,30,439.6629032258065,16.740842,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
82,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",10,16,0.2,0.0,0.001,0.95,0.2886,0.7114,1.0193551371442247,1.486245,297249,302751,25,577.7290322580645,17.273622,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
83,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",10,16,0.2,0.0,0.01,0.95,0.35238,0.64762,0.3252507098089327,1.576715,315343,284657,28,448.15967741935486,18.082112999999993,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
84,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",10,32,0.05,0.0,0.001,0.95,0.83979,0.16021,0.07623189509736167,2.65922,531844,68156,25,718.9225806451612,15.193424999999998,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
85,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",10,32,0.05,0.0,0.01,0.95,0.974295,0.025705,2.471799272716045,2.956595,591319,8681,25,714.091935483871,15.03979,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
86,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",10,32,0.2,0.0,0.001,0.95,0.74695,0.25305,0.1394550613271822,2.445625,489125,110875,25,704.2629032258064,15.319250999999996,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
87,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=32, bias=True)
  (layer2): Linear(in_features=32, out_features=32, bias=True)
  (layer3): Linear(in_features=32, out_features=2, bias=True)
)",10,32,0.2,0.0,0.01,0.95,0.28909,0.71091,0.29482164967515656,1.45742,291484,308516,26,485.93548387096774,18.098237,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
88,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",10,64,0.05,0.0,0.001,0.95,0.975115,0.024885,1.3746766160947492,2.962105,592421,7579,24,721.0,15.733112000000002,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
89,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",10,64,0.05,0.0,0.01,0.95,0.97514,0.02486,1.3750410531396067,2.959195,591839,8161,20,721.1935483870968,14.829569,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
90,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",10,64,0.2,0.0,0.001,0.95,0.79158,0.20842,0.126376701258551,2.546595,509319,90681,24,717.7645161290322,14.977395,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
91,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=64, bias=True)
  (layer2): Linear(in_features=64, out_features=64, bias=True)
  (layer3): Linear(in_features=64, out_features=2, bias=True)
)",10,64,0.2,0.0,0.01,0.95,0.89984,0.10016,2.3651178153712302,2.808305,561661,38339,23,701.1193548387097,14.784068,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
92,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",10,128,0.05,0.0,0.001,0.95,0.91652,0.08348,0.07873104137834787,2.830875,566175,33825,24,729.333870967742,15.352045999999996,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
93,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",10,128,0.05,0.0,0.01,0.95,0.97477,0.02523,2.47466973946929,2.960145,592029,7971,23,717.8435483870968,15.233150000000002,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
94,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",10,128,0.2,0.0,0.001,0.95,0.78445,0.21555,0.22079485408651156,2.489395,497879,102121,24,699.0064516129032,15.351452000000002,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
95,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=20, out_features=128, bias=True)
  (layer2): Linear(in_features=128, out_features=128, bias=True)
  (layer3): Linear(in_features=128, out_features=2, bias=True)
)",10,128,0.2,0.0,0.01,0.95,0.9008,0.0992,2.380151828707438,2.82579,565158,34842,25,650.7064516129033,14.507011999999996,"TTFT,SteinAndRapoport,OmegaTFT,SecondByWeiner,Borufsen"
