,ModelType,agents,decay_limit,discount_rate,epsilon,epsilon_decay,learning_rate,lookback,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
852,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.1,1.0,444.23870967741937,4.656662,28.0,0.8054821428571428,96089.0,743911.0,0.1945178571428571,,2.656825
853,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.1,1.0,773.0790322580646,1.5266619999999995,4.0,0.7764357142857143,96664.0,743336.0,0.2235642857142857,,2.654771428571429
854,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.1,1.0,478.2193548387097,5.40575,25.0,0.7542,114887.0,725113.0,0.2458,,2.589689285714286
855,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.01,1.0,696.2806451612903,1.687701,25.0,0.8659857142857142,81405.0,758595.0,0.1340142857142857,,2.709267857142857
856,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.01,1.0,671.7645161290322,2.243568,25.0,0.8708607142857143,84343.0,755657.0,0.1291392857142857,,2.698775
857,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.01,1.0,682.658064516129,1.787823,25.0,0.8590392857142857,92557.0,747443.0,0.1409607142857142,,2.6694392857142857
858,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.1,1.0,675.8193548387097,1.1382710000000005,25.0,0.8032892857142857,96383.0,743617.0,0.1967107142857143,,2.655775
859,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.1,1.0,637.4951612903226,1.5132539999999997,25.0,0.7810214285714285,105901.0,734099.0,0.2189785714285714,,2.621782142857143
860,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.1,1.0,720.1532258064516,1.0872509999999995,22.0,0.7588571428571429,109770.0,730230.0,0.2411428571428571,,2.607964285714285
861,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.01,1.0,693.9354838709677,1.1183609999999995,24.0,0.7808178571428571,115593.0,724407.0,0.2191821428571428,,2.587167857142857
862,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.01,1.0,753.091935483871,1.1665900000000002,16.0,0.8690357142857142,87482.0,752518.0,0.1309642857142857,,2.6875642857142856
863,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.01,1.0,735.0548387096774,2.14462,17.0,0.8725,85967.0,754033.0,0.1275,,2.692975
864,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.1,1.0,729.4790322580645,1.1129310000000003,22.0,0.804325,97203.0,742797.0,0.195675,,2.6528464285714284
865,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.1,1.0,673.2677419354839,1.1718400000000002,24.0,0.7926214285714286,102660.0,737340.0,0.2073785714285714,,2.6333571428571427
866,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.1,1.0,680.9951612903226,1.2280049999999998,25.0,0.7568928571428571,114587.0,725413.0,0.2431071428571428,,2.590760714285714
867,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.01,2.0,705.9677419354839,0.9851749999999998,24.0,0.6434607142857143,229958.0,610042.0,0.3565392857142857,,2.1787214285714285
868,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.01,2.0,680.4661290322581,1.261397,25.0,0.7469,108382.0,731618.0,0.2531,,2.6129214285714286
869,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.01,2.0,735.9129032258064,1.1513859999999996,19.0,0.8272035714285715,105328.0,734672.0,0.1727964285714285,,2.623828571428572
870,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.1,2.0,747.4064516129032,1.132044,14.0,0.7258714285714286,127413.0,712587.0,0.2741285714285714,,2.544953571428572
871,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.1,2.0,727.6516129032258,1.2344329999999997,21.0,0.6879857142857143,128411.0,711589.0,0.3120142857142857,,2.5413892857142857
872,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.1,2.0,671.8483870967742,0.920794,25.0,0.6322285714285715,142913.0,697087.0,0.3677714285714286,,2.4895964285714287
873,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.01,2.0,705.8016129032258,1.007173,23.0,0.8033392857142857,125923.0,714077.0,0.1966607142857142,,2.550275
874,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.01,2.0,720.2887096774193,1.03291,21.0,0.8189428571428572,97275.0,742725.0,0.1810571428571428,,2.652589285714286
875,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.01,2.0,709.4854838709678,1.018334,25.0,0.8136321428571428,108702.0,731298.0,0.1863678571428571,,2.6117785714285717
876,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.1,2.0,669.3596774193549,0.854543,25.0,0.7094678571428571,121353.0,718647.0,0.2905321428571428,,2.5665964285714287
877,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.1,2.0,435.8016129032258,4.640938,31.0,0.6832714285714285,126588.0,713412.0,0.3167285714285714,,2.5479
878,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.1,2.0,430.208064516129,3.760438000000001,31.0,0.6399964285714286,140047.0,699953.0,0.3600035714285714,,2.499832142857143
879,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.01,2.0,753.2903225806451,1.046965,20.0,0.8731607142857143,91630.0,748370.0,0.1268392857142857,,2.67275
880,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.01,2.0,701.5725806451613,0.955574,25.0,0.8292857142857143,112343.0,727657.0,0.1707142857142857,,2.598775
881,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.01,2.0,675.0290322580645,0.906597,25.0,0.6702214285714285,120396.0,719604.0,0.3297785714285714,,2.5700142857142856
882,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.1,2.0,700.1677419354838,1.009576,25.0,0.6984214285714285,122962.0,717038.0,0.3015785714285714,,2.56085
883,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.1,2.0,681.1241935483871,1.099345,25.0,0.6834,124782.0,715218.0,0.3166,,2.55435
884,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.1,2.0,469.1790322580645,3.5868849999999988,26.0,0.6339642857142858,132913.0,707087.0,0.3660357142857143,,2.5253107142857143
885,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.01,4.0,689.7693548387097,0.9269700000000004,25.0,0.7602071428571429,95474.0,744526.0,0.2397928571428571,,2.6590214285714286
886,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.01,4.0,719.5935483870968,1.115741,21.0,0.7406357142857143,123498.0,716502.0,0.2593642857142857,,2.558935714285714
887,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.01,4.0,439.4274193548387,4.201902000000001,31.0,0.6611928571428571,162570.0,677430.0,0.3388071428571428,,2.4193928571428573
888,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.1,4.0,727.2435483870968,1.2414199999999995,25.0,0.6891178571428571,136272.0,703728.0,0.3108821428571429,,2.513314285714286
889,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.1,4.0,732.2145161290323,1.037661,20.0,0.6911714285714285,118273.0,721727.0,0.3088285714285714,,2.577596428571429
890,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.1,4.0,478.2661290322581,4.148950999999999,27.0,0.5426857142857143,136259.0,703741.0,0.4573142857142857,,2.513360714285714
891,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.01,4.0,747.2612903225806,1.1362189999999994,14.0,0.7284214285714286,140261.0,699739.0,0.2715785714285714,,2.4990678571428573
892,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.01,4.0,799.166129032258,1.4205040000000002,6.0,0.7691571428571429,100543.0,739457.0,0.2308428571428571,,2.640917857142857
893,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.01,4.0,681.2258064516129,1.011541,25.0,0.6307928571428572,153307.0,686693.0,0.3692071428571428,,2.452475
894,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.1,4.0,442.52258064516127,3.564909,29.0,0.7009035714285714,126230.0,713770.0,0.2990964285714286,,2.5491785714285715
895,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.1,4.0,657.3967741935484,1.1188129999999998,25.0,0.6791428571428572,125572.0,714428.0,0.3208571428571428,,2.551528571428572
896,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.1,4.0,432.3935483870968,3.473822999999999,30.0,0.5812678571428571,132916.0,707084.0,0.4187321428571428,,2.5253
897,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.01,4.0,696.6983870967742,1.0750799999999996,25.0,0.7855785714285715,114612.0,725388.0,0.2144214285714285,,2.5906714285714285
898,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.01,4.0,698.5467741935483,1.1930510000000003,25.0,0.6797928571428571,156994.0,683006.0,0.3202071428571428,,2.439307142857143
899,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.01,4.0,704.7048387096775,1.158132,24.0,0.5886535714285714,193524.0,646476.0,0.4113464285714285,,2.308842857142857
900,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.1,4.0,719.3241935483871,1.3796270000000006,22.0,0.6931428571428572,132494.0,707506.0,0.3068571428571429,,2.526807142857143
901,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.1,4.0,727.8790322580645,1.0595360000000005,22.0,0.6885964285714286,119148.0,720852.0,0.3114035714285714,,2.5744714285714285
902,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.1,4.0,802.2258064516129,1.2335630000000004,7.0,0.6239214285714286,107570.0,732430.0,0.3760785714285714,,2.6158214285714285
903,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.01,6.0,718.8854838709677,1.1714160000000002,22.0,0.6243392857142858,181714.0,658286.0,0.3756607142857143,,2.3510214285714284
904,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.01,6.0,454.9435483870968,3.4383540000000004,30.0,0.6062892857142858,179494.0,660506.0,0.3937107142857143,,2.35895
905,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.01,6.0,692.0596774193548,1.174253,25.0,0.6889535714285714,134674.0,705326.0,0.3110464285714285,,2.5190214285714285
906,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.1,6.0,677.3806451612903,1.0864509999999996,25.0,0.7616892857142857,136315.0,703685.0,0.2383107142857143,,2.513160714285714
907,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.1,6.0,760.3870967741935,1.0988840000000002,15.0,0.733225,105009.0,734991.0,0.266775,,2.624967857142857
908,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.1,6.0,456.491935483871,5.611858,28.0,0.6926428571428571,98712.0,741288.0,0.3073571428571429,,2.6474571428571427
909,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.01,6.0,711.2870967741935,1.279049,22.0,0.6909142857142857,156481.0,683519.0,0.3090857142857143,,2.4411392857142857
910,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.01,6.0,455.6903225806452,3.676618,28.0,0.6507964285714286,159794.0,680206.0,0.3492035714285714,,2.4293071428571427
911,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.01,6.0,679.2032258064517,1.104463,25.0,0.6609714285714285,162789.0,677211.0,0.3390285714285714,,2.4186107142857143
912,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.1,6.0,699.3822580645161,1.081206,24.0,0.7642071428571429,109901.0,730099.0,0.2357928571428571,,2.6074964285714284
913,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.1,6.0,431.2306451612904,4.302349000000001,30.0,0.6907285714285715,123998.0,716002.0,0.3092714285714286,,2.55715
914,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.1,6.0,473.1677419354839,4.740913999999999,26.0,0.6993,88874.0,751126.0,0.3007,,2.682592857142857
915,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.01,6.0,701.9951612903226,1.143528,25.0,0.5880357142857143,171613.0,668387.0,0.4119642857142857,,2.3870964285714287
916,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.01,6.0,439.9645161290322,4.320443000000001,29.0,0.6121357142857143,176195.0,663805.0,0.3878642857142857,,2.370732142857143
917,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.01,6.0,718.7096774193549,1.0230410000000003,22.0,0.6189964285714286,143921.0,696079.0,0.3810035714285714,,2.4859964285714287
918,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.1,6.0,704.741935483871,1.0733499999999998,24.0,0.7900178571428571,101270.0,738730.0,0.2099821428571428,,2.6383214285714285
919,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.1,6.0,761.7322580645161,2.042493000000001,12.0,0.7335321428571429,88725.0,751275.0,0.2664678571428571,,2.683125
920,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.1,6.0,444.4903225806452,3.965017,30.0,0.719525,102615.0,737385.0,0.280475,,2.633517857142857
921,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.01,8.0,745.1290322580645,1.2742850000000003,18.0,0.6521357142857143,157478.0,682522.0,0.3478642857142857,,2.437578571428572
922,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.01,8.0,739.4516129032259,1.2655990000000004,21.0,0.6175035714285714,182357.0,657643.0,0.3824964285714285,,2.348725
923,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.01,8.0,656.8903225806451,1.010427,25.0,0.637925,175761.0,664239.0,0.362075,,2.372282142857143
924,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.1,8.0,711.1838709677419,2.191393000000001,24.0,0.7611642857142857,99962.0,740038.0,0.2388357142857143,,2.642992857142857
925,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.1,8.0,443.6322580645161,6.399841000000002,29.0,0.7750214285714285,93721.0,746279.0,0.2249785714285714,,2.665282142857143
926,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.1,8.0,699.4612903225807,1.6124039999999995,23.0,0.7097214285714286,111804.0,728196.0,0.2902785714285714,,2.6007
927,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.01,8.0,713.2225806451613,0.8255010000000005,23.0,0.6166571428571429,165882.0,674118.0,0.3833428571428571,,2.407564285714286
928,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.01,8.0,769.7774193548387,0.971402,17.0,0.6122964285714285,171771.0,668229.0,0.3877035714285714,,2.386532142857143
929,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.01,8.0,784.7080645161291,0.9439229999999996,8.0,0.5830464285714285,185052.0,654948.0,0.4169535714285714,,2.3391
930,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.1,8.0,728.0338709677419,0.8272560000000002,21.0,0.7759892857142857,115777.0,724223.0,0.2240107142857142,,2.586510714285714
931,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.1,8.0,666.0225806451613,1.087533,25.0,0.7490535714285714,123323.0,716677.0,0.2509464285714285,,2.5595607142857144
932,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.1,8.0,664.6,1.0811400000000002,25.0,0.7265285714285714,114817.0,725183.0,0.2734714285714286,,2.5899392857142858
933,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.01,8.0,443.8209677419355,4.069643,31.0,0.5483714285714286,187452.0,652548.0,0.4516285714285714,,2.3305285714285717
934,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.01,8.0,450.558064516129,6.0074080000000025,29.0,0.7024785714285714,145962.0,694038.0,0.2975214285714285,,2.478707142857143
935,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.01,8.0,724.0774193548388,1.119198,24.0,0.6210964285714285,160257.0,679743.0,0.3789035714285714,,2.4276535714285714
936,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.3,0.0,0.1,8.0,716.5548387096774,1.173473,24.0,0.7885964285714285,103430.0,736570.0,0.2114035714285714,,2.630607142857143
937,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.3,0.0,0.1,8.0,660.2290322580645,1.031274,25.0,0.7388464285714286,119052.0,720948.0,0.2611535714285714,,2.574814285714285
938,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.3,0.0,0.1,8.0,710.7548387096774,1.2288519999999998,24.0,0.7244142857142857,108621.0,731379.0,0.2755857142857142,,2.6120678571428573
939,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.01,10.0,449.0935483870968,3.956459,30.0,0.6435214285714286,176729.0,663271.0,0.3564785714285714,,2.368825
940,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.01,10.0,709.2467741935484,1.2590720000000002,25.0,0.6395035714285714,169149.0,670851.0,0.3604964285714285,,2.3958964285714286
941,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.01,10.0,711.983870967742,1.2022929999999998,24.0,0.6331678571428572,176198.0,663802.0,0.3668321428571429,,2.3707214285714286
942,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.1,0.0,0.1,10.0,716.858064516129,1.6316389999999998,23.0,0.7985464285714285,103764.0,736236.0,0.2014535714285714,,2.6294142857142857
943,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.1,0.0,0.1,10.0,492.8983870967742,8.482085999999999,26.0,0.7693285714285715,112829.0,727171.0,0.2306714285714285,,2.5970392857142857
944,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.1,0.0,0.1,10.0,703.8903225806451,2.2775110000000005,24.0,0.7407678571428571,143394.0,696606.0,0.2592321428571428,,2.4878785714285714
945,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.01,10.0,710.9677419354839,3.3999650000000003,23.0,0.6356892857142857,182521.0,657479.0,0.3643107142857142,,2.3481392857142858
946,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.95,0.2,0.0,0.01,10.0,704.4725806451613,1.736116,23.0,0.6789,144347.0,695653.0,0.3211,,2.484475
947,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.9,0.2,0.0,0.01,10.0,706.2887096774193,1.841385,23.0,0.5927964285714286,189660.0,650340.0,0.4072035714285714,,2.322642857142857
948,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen,Grofman",,0.99,0.2,0.0,0.1,10.0,732.2983870967741,1.746352,19.0,0.7880821428571428,119779.0,720221.0,0.2119178571428571,,2.5722178571428573
